file_name,formula,atom_num,formation_energy,B_element,X_element,sites,perovskite_judge
ICSD-156157.cif,Na4 Mg4 F12,20,-3.2173073062499995,['Mg'],['F'],"[4, 5, 6, 7]",perovskite
ICSD-156194.cif,Ge8 Ca4 O20,32,-2.08625796625,['Ge'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-15621.cif,Mn4 Na4 F12,20,-2.452133649543104,['Mn'],['F'],"[4, 5, 6, 7]",perovskite
ICSD-1562.cif,Ru8 K2 O16,26,-1.2484738580769226,['Ru'],['O'],"[2, 3, 4, 5, 6, 7, 8, 9]",perovskite
ICSD-156335.cif,Ba3 Ta2 Cd O9,15,-2.796435927333333,"['Ta', 'Cd']",['O'],"[3, 4, 5]",perovskite
ICSD-156433.cif,La2 K4 Nb10 O30,46,-2.8416711993478256,['Nb'],['O'],"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-156589.cif,Mg4 Si4 O12,20,-2.627192515000001,['Si'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-156705.cif,Ba9 Si9 O27,45,-2.7074624514444445,['Si'],['O'],"[9, 10, 11, 12, 13, 14, 15, 16, 17]",perovskite
ICSD-156706.cif,Ba6 Si6 O18,30,-2.593656692666668,['Si'],['O'],"[6, 7, 8, 9, 10, 11]",perovskite
ICSD-156740.cif,Cd6 C6 O18,30,-1.3591972273333328,['Cd'],['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-157015.cif,Sr4 Ga2 Sb2 O12,20,-2.222364566375,"['Ga', 'Sb']",['O'],"[4, 5, 6, 7]",perovskite
ICSD-157017.cif,Sr8 Ga4 Sb4 O24,40,-2.2093983846250005,"['Ga', 'Sb']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-157027.cif,Sr8 Mo4 Ni4 O24,40,-2.2239448215000004,"['Mo', 'Ni']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-157323.cif,In3 Fe6 O12,21,-1.5203015290476192,['In'],['O'],"[0, 1, 2]",perovskite
ICSD-157457.cif,Ca6 Al12 O24,42,-3.0671501138095243,['Ca'],['O'],"[0, 1]",perovskite
ICSD-157544.cif,Sr8 Cr4 Ta4 O24,40,-2.7274547579999995,"['Ta', 'Cr']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-157603.cif,Sr8 Fe4 Mo4 O24,40,-2.515919759750001,"['Mo', 'Fe']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-15772.cif,Cs8 Tl4 Mo4 F24,40,-2.3056971995000004,"['Mo', 'Tl']",['F'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-15773.cif,Rb8 K4 Mo4 F24,40,-2.5019397475000007,"['K', 'Mo']",['F'],"[0, 1, 2, 3, 12, 13, 14, 15]",perovskite
ICSD-15774.cif,Rb8 Na4 Mo4 F24,40,-2.5216381745,"['Na', 'Mo']",['F'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-15776.cif,Tl8 Na4 Mo4 F24,40,-2.096614786,"['Na', 'Mo']",['F'],"[0, 1, 2, 3, 12, 13, 14, 15]",perovskite
ICSD-15777.cif,K8 Na4 Mo4 F24,40,-2.5145775297500004,"['Na', 'Mo']",['F'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-15784.cif,Cs2 Na Al3 F12,18,-3.3770368456944446,"['Al', 'Na']",['F'],"[2, 3, 4, 5]",perovskite
ICSD-15785.cif,Cs2 Li Al3 F12,18,-3.3875341200462965,"['Li', 'Al', 'Cs']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-157886.cif,Sr8 Y4 Sb4 O24,40,-2.666080881500001,"['Y', 'Sb']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-157998.cif,Ba6 Ga2 Co11 O26,45,-2.082981179611112,['Co'],['O'],"[10, 11, 12, 13, 14, 15, 16, 17, 18]",perovskite
ICSD-15830.cif,Fe8 Si4 O16,28,-2.2492820710714283,['Fe'],['O'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-158392.cif,Bi8 Pb4 S16,28,-0.5669279282142858,['Bi'],['S'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-158483.cif,K4 Si2 F12,18,-3.1420758386111114,['Si'],['F'],"[4, 5]",perovskite
ICSD-15854.cif,Co4 Nb8 O24,36,-2.499458708333335,['Co'],['O'],"[8, 9, 10, 11]",perovskite
ICSD-15857.cif,Mn4 Ta8 O24,36,-2.573140222107281,['Mn'],['O'],"[8, 9, 10, 11]",perovskite
ICSD-158589.cif,Ge2 O4,6,-1.6216233400000004,['Ge'],['O'],"[0, 1]",perovskite
ICSD-158599.cif,Ge2 O4,6,-1.6216364500000005,['Ge'],['O'],"[0, 1]",perovskite
ICSD-158650.cif,Mn4 S4,8,-0.3518770757327592,['Mn'],['S'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-158732.cif,Mn4 Ti4 O12,20,-2.251494543626437,['Ti'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-15874.cif,Na2 O2 C2 N8 H6,20,-0.3796453477500002,['Na'],"['N', 'O']","[0, 1]",perovskite
ICSD-158753.cif,Cd4 Ge4 O12,20,-1.3408801530000012,['Ge'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-158778.cif,Ti4 O8,12,-3.0581294613888894,['Ti'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-158900.cif,Pb10 As6 Cl2 O18,36,-1.265648138263889,['Cl'],['Pb'],"[16, 17]",anti-perovskite
ICSD-158925.cif,Mg4 Na4 F12,20,-3.2541866942499995,['Mg'],['F'],"[4, 5, 6, 7]",perovskite
ICSD-158955.cif,K8 Sn4 Br24,36,-1.1880666990277775,['Sn'],['Br'],"[8, 9, 10, 11]",perovskite
ICSD-158956.cif,Rb8 Sn4 Br24,36,-1.2241890723611109,['Sn'],['Br'],"[8, 9, 10, 11]",perovskite
ICSD-158959.cif,Mg4 Si4 O12,20,-2.5819855665,['Si'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-159029.cif,Ca4 Ir4 O12,20,-1.7757835485000002,['Ir'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-159038.cif,Ca4 Ir4 O12,20,-1.7757846674999995,['Ir'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-159271.cif,Y4 Mn8 O20,32,-2.268941568178879,['Mn'],['O'],"[8, 9, 10, 11]",perovskite
ICSD-159272.cif,Al4 P4 O16,24,-2.570442000376985,['Al'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-15929.cif,Pb4 K8 O12,24,-1.261554055416667,"['K', 'Pb']",['O'],"[0, 1, 8, 9, 10, 11]",perovskite
ICSD-15933.cif,Ba4 Pb4 O12,20,-1.6995385544999997,['Pb'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-159345.cif,Ag3 Bi3 Te6,12,-0.0820815324999995,"['Ag', 'Bi']",['Te'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-15937.cif,K6 Ta6 Si4 O26,42,-2.7863632288095244,['Ta'],['O'],"[6, 7, 8, 9, 10, 11]",perovskite
ICSD-15950.cif,Cs2 Mn2 I6,10,-0.8564268885431037,['Mn'],['I'],"[2, 3]",perovskite
ICSD-159511.cif,Na8 Cr4 O16,28,-1.9591251885714287,['Na'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-159905.cif,Na4 V8 O16,28,-2.253756878571429,['V'],['O'],"[4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-159907.cif,Ge Te,2,-0.0919270433333334,['Ge'],['Te'],"[0, 1]",perovskite
ICSD-160170.cif,Ba2 La Ta O6,10,-3.083085997,"['Ta', 'La']",['O'],"[2, 3]",perovskite
ICSD-160196.cif,Pb Cr O3,5,-1.461996042500001,['Cr'],['O'],[0],perovskite
ICSD-160266.cif,La6 Ga6 O18,30,-2.61942811975,['Ga'],['O'],"[6, 7, 8, 9, 10, 11]",perovskite
ICSD-16029.cif,Ba3 Nb6 Si4 O26,39,-2.928804050384615,['Nb'],['O'],"[3, 4, 5, 6, 7, 8]",perovskite
ICSD-160454.cif,Bi4 Cr4 O12,20,-1.3503958795000002,['Cr'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-160579.cif,Ag6 Ni3 O6,15,-0.5429061346666672,['Ni'],['O'],"[0, 1, 2]",perovskite
ICSD-160854.cif,Ge4 Mg4 O12,20,-2.0049767505,['Ge'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-161272.cif,K8 S4 Al4 F12 O16,44,-2.552836802840909,['Al'],"['O', 'F']","[8, 9, 10, 11]",perovskite
ICSD-161283.cif,Fe12 O18,30,-1.7318055280000002,['Fe'],['O'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-161368.cif,Na4 Ca2 V8 O24,38,-2.487046666842106,['Na'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-161369.cif,Ag4 Ca2 V8 O24,38,-2.169500120000001,['Ag'],['O'],"[10, 11, 12, 13]",perovskite
ICSD-161370.cif,Na4 Sr2 V8 O24,38,-2.493626885789473,['Na'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-161371.cif,Ag4 Sr2 V8 O24,38,-2.1771962252631583,['Ag'],['O'],"[10, 11, 12, 13]",perovskite
ICSD-1613.cif,Pb Ti O3,5,-2.3118242288333333,['Ti'],['O'],[0],perovskite
ICSD-161481.cif,Cs Pb I3,5,-1.0338706852499997,['Pb'],['I'],[1],perovskite
ICSD-161509.cif,Ca8 Fe8 O20,36,-2.215460014444445,['Fe'],['O'],"[8, 9, 10, 11]",perovskite
ICSD-161702.cif,Pb Hf O3,5,-2.5811846055000003,['Hf'],['O'],[0],perovskite
ICSD-161791.cif,Ca2 Ba2 Fe8 O14,26,-1.9047779680769223,['Ca'],['O'],"[2, 3]",perovskite
ICSD-161813.cif,Ca4 Al4 B12 O28,48,-2.744879030208333,['Al'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-16200.cif,In4 Zn2 S8,14,-0.7238210228571431,['In'],['S'],"[2, 3]",perovskite
ICSD-16207.cif,Te18 Bi6 Ge9,33,-0.1255702975757572,['Bi'],['Te'],"[9, 10, 11, 12, 13, 14, 21, 22, 23, 24, 25, 26, 30, 31, 32]",perovskite
ICSD-162101.cif,Sr2 Cu6 Sn8 O24,40,-1.4028589438750003,['Sn'],['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-162102.cif,Pb2 Cu6 Sn8 O24,40,-1.1934533667499998,['Sn'],['O'],"[6, 7, 8, 9, 10, 11, 12, 13]",perovskite
ICSD-16220.cif,Tl12 O6,18,-0.5895295827777779,['O'],['Tl'],"[12, 13, 14, 15, 16, 17]",anti-perovskite
ICSD-16233.cif,Cd3 Ti3 F18,24,-2.975989245104167,"['Ti', 'Cd']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-16254.cif,Ag2 Cs4 F8,14,-2.10219142,['Ag'],['F'],"[4, 5]",perovskite
ICSD-16258.cif,Ge2 Ca4 O8,14,-2.460273835,['Ge'],['O'],"[4, 5]",perovskite
ICSD-16267.cif,Rb6 Ni6 F18,30,-2.14402562025,['Ni'],['F'],"[6, 7, 8, 9, 10, 11]",perovskite
ICSD-1626.cif,Tl3 Na S2 O6,12,-1.2831718479166672,['Na'],['O'],[0],perovskite
ICSD-162895.cif,Bi4 Fe4 O12,20,-1.4394913600000003,['Fe'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-162917.cif,Ca4 Ti4 O12,20,-3.1766256488333324,['Ti'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-162925.cif,Ca Ti O3,5,-3.1142018793333337,['Ti'],['O'],[1],perovskite
ICSD-16303.cif,V Li S2,4,-1.2297071758333329,"['Li', 'V']",['S'],"[0, 1]",perovskite
ICSD-163226.cif,La4 Fe4 O12,20,-2.2217020999999995,['La'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-163230.cif,Sn8 Ti4 O16,28,-2.0654824759523813,['Ti'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-163373.cif,Ba8 Y4 Sb4 O24,40,-2.69244105825,"['Y', 'Sb']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-16355.cif,Ca4 Fe16 O24,44,-1.9460025379545456,['Fe'],['O'],"[4, 5, 6, 7, 8, 9, 10, 11, 40, 41, 42, 43]",perovskite
ICSD-16360.cif,Ba4 Mn4 Sb4 O2,14,-0.5276773318472908,['Ba'],['Sb'],"[2, 3]",perovskite
ICSD-16365.cif,Ba6 Ir4 Y2 O18,30,-2.172020892333334,"['Y', 'Ir']",['O'],"[6, 7, 8, 9, 10, 11]",perovskite
ICSD-16367.cif,Ba6 Ir4 Y2 O18,30,-2.075049078666667,"['Y', 'Ir']",['O'],"[6, 7, 8, 9, 10, 11]",perovskite
ICSD-16404.cif,La8 Co4 O16,28,-2.7735502475000007,['Co'],['O'],"[8, 9, 10, 11]",perovskite
ICSD-164158.cif,Ti4 O8 Li4,16,-2.6717755243750005,"['Li', 'Ti']",['O'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-164167.cif,Zn4 Cr8 S16,28,-0.7118607357142857,['Cr'],['S'],"[4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-164168.cif,Zn4 Cr8 S16,28,-0.7118589003571424,['Cr'],['S'],"[4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-164289.cif,Pt O2,3,-0.5983770516666667,['Pt'],['O'],[0],perovskite
ICSD-164320.cif,Co3 Li3 O6,12,-2.105820640416667,"['Li', 'Co']",['O'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-164699.cif,Sr8 Zr4 Mn4 O24,40,-2.7046749388965523,"['Mn', 'Zr']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-164774.cif,Ca4 Rh4 O12,20,-1.7942052390000007,['Rh'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-164815.cif,Fe12 B4 O20,36,-2.0175410975000005,['Fe'],['O'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-164934.cif,Cu6 Ta6 O18,30,-2.143939996166667,['Ta'],['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-164936.cif,La2 Cr2 Te2 O12,18,-1.964080547407408,"['Te', 'La', 'Cr']",['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-164949.cif,Cd Tl S2,4,-0.3748228487499996,['S'],"['Tl', 'Cd']","[2, 3]",anti-perovskite
ICSD-164986.cif,Au2 Bi10 Na4 O22,38,-1.0715076739473688,['Bi'],['O'],"[4, 5]",perovskite
ICSD-165054.cif,La4 Cr4 O12,20,-2.558082702000001,['Cr'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-165068.cif,Hg3 Sr3 O6,12,-1.7113659825000005,['Sr'],['O'],"[0, 1, 2]",perovskite
ICSD-165097.cif,Ba3 Nb6 V6 O33,48,-2.738751243645833,['Nb'],['O'],"[3, 4, 5, 6, 7, 8]",perovskite
ICSD-165167.cif,Cd4 Sn4 O12,20,-1.4061448877500005,['Sn'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-165202.cif,Li3 Nb3 F18,24,-3.2193588163541667,"['Li', 'Nb']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-165203.cif,Li3 Ru3 F18,24,-2.0158061188541665,"['Li', 'Ru']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-165205.cif,Li3 Ta3 F18,24,-3.3031970894791662,"['Li', 'Ta']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-165208.cif,Li3 Pt3 F18,24,-1.7239811801041671,"['Li', 'Pt']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-165209.cif,Li3 Au3 F18,24,-1.4548525201041669,"['Li', 'Au']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-165210.cif,Li4 Ru2 F12,18,-2.3645082621296294,"['Li', 'Ru']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-165211.cif,Li4 Rh2 F12,18,-2.2660889082407407,"['Li', 'Rh']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-165212.cif,Li4 Pd2 F12,18,-2.126090045462963,"['Li', 'Pd']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-165213.cif,Li3 Os3 F18,24,-2.0277364840625,"['Li', 'Os']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-165216.cif,Li4 Pt2 F12,18,-2.197747161018518,"['Li', 'Pt']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-165327.cif,Mo3 Li3 O6,12,-1.8808689858333336,"['Li', 'Mo']",['O'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-165378.cif,Cs4 Te4 Mn2 S12,22,-0.6342540906635321,['Mn'],['S'],"[4, 5]",perovskite
ICSD-165681.cif,Mn8 Ge4 Te16,28,-0.0300462160139574,['Mn'],['Te'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-165699.cif,Ca4 Mn4 O12,20,-2.182009575793104,['Mn'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-16576.cif,Cs4 Cd2 Cl8,14,-1.643012009285714,['Cd'],['Cl'],"[4, 5]",perovskite
ICSD-166067.cif,Fe8 Ca4 O16,28,-2.124916123928571,['Fe'],['O'],"[4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-16608.cif,Na2 P2 N2 O6 H6,18,-1.4527595488624343,['Na'],['O'],"[0, 1]",perovskite
ICSD-16620.cif,Ti8 Ca4 O16,28,-2.980664565833333,['Ti'],['O'],"[4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-166361.cif,Na4 Al4 F16,24,-3.332211184583333,['Al'],['F'],"[4, 5, 6, 7]",perovskite
ICSD-166486.cif,O16 Zn8 Ti4,28,-2.12174991809524,"['Ti', 'Zn']",['O'],"[0, 1, 2, 3, 8, 9, 10, 11]",perovskite
ICSD-166489.cif,Ti3 K3 S6,12,-1.4788846187500002,['Ti'],['S'],"[3, 4, 5]",perovskite
ICSD-166511.cif,V2 Ta4 O12,18,-2.684795917222224,"['Ta', 'V']",['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-166514.cif,Na3 Mo3 O6,12,-1.6738635129166668,"['Na', 'Mo']",['O'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-166534.cif,I3 As3 Ca6,12,-1.4174200426041663,"['I', 'As']",['Ca'],"[6, 7, 8, 9, 10, 11]",anti-perovskite
ICSD-166628.cif,Zn4 Mn4 Ge4 O16,28,-1.4587835687807882,"['Zn', 'Mn']",['O'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-16663.cif,As3 K3 F18,24,-2.4180127861458334,['As'],['F'],"[3, 4, 5]",perovskite
ICSD-166678.cif,Ca3 Sn3 B6 O18,30,-2.4333013362083333,"['Sn', 'Ca']",['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-16672.cif,Co2 F6,8,-2.3734950015625,['Co'],['F'],"[0, 1]",perovskite
ICSD-16673.cif,Ru2 F6,8,-1.7945349353125,['Ru'],['F'],"[0, 1]",perovskite
ICSD-16675.cif,Pd2 F6,8,-1.2894553015625,['Pd'],['F'],"[0, 1]",perovskite
ICSD-166825.cif,Al8 F32 K8,48,-3.365043662083333,['Al'],['F'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-166900.cif,Ba8 Ta4 O18,30,-2.9839669813333347,['Ba'],['O'],"[6, 7]",perovskite
ICSD-16691.cif,Ni4 S4 O16,24,-1.2791135254166672,['Ni'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-1669.cif,K4 Sn2 Cl12,18,-1.4605644418055554,['Sn'],['Cl'],"[4, 5]",perovskite
ICSD-167073.cif,Mn2 Li2 V2 F12,18,-2.6524567094220943,"['Li', 'V', 'Mn']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-16708.cif,Cu4 Cr8 O16,28,-1.4843882964285708,['Cr'],['O'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-167093.cif,Cs2 Ba4 Cr4 F22,32,-3.002144477421875,['Cr'],['F'],"[6, 7, 8, 9]",perovskite
ICSD-16721.cif,Cr12 S18,30,-0.7256580190000004,['Cr'],['S'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-167328.cif,Y4 Mn8 O20,32,-2.268943215053879,['Mn'],['O'],"[8, 9, 10, 11]",perovskite
ICSD-167354.cif,Cs4 V4 F16,24,-2.921333896666667,['V'],['F'],"[4, 5, 6, 7]",perovskite
ICSD-167455.cif,K6 Ni6 Cl18,30,-1.114916966416667,['Ni'],['Cl'],"[6, 7, 8, 9, 10, 11]",perovskite
ICSD-167460.cif,Cu4 Cr8 O16,28,-1.4843865832142848,['Cr'],['O'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-167479.cif,Cr3 Li3 O6,12,-1.9165171054166663,"['Li', 'Cr']",['O'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-16759.cif,Mg4 S4 O16,24,-2.012631210000001,['Mg'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-16763.cif,Pd2 F4,6,-1.190412225833333,['Pd'],['F'],"[0, 1]",perovskite
ICSD-16783.cif,Cs8 K4 Ag4 F24,40,-2.1153548535,"['Ag', 'K']",['F'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-16793.cif,Zr F6 Li2,9,-3.490090105462963,"['Li', 'Zr']",['F'],"[0, 1, 2]",perovskite
ICSD-16798.cif,Br12 N4 Li24,40,-1.0657890225000002,"['N', 'Br']",['Li'],"[24, 25, 26, 27, 36, 37, 38, 39]",anti-perovskite
ICSD-168054.cif,Ca Na3 Al Mg3 F14,22,-3.4279614231818183,"['Al', 'Mg']",['F'],"[4, 5, 6, 7]",perovskite
ICSD-16806.cif,Pb2 Sr4 O8,14,-2.081912629642857,['Pb'],['O'],"[4, 5]",perovskite
ICSD-168215.cif,Ba8 Y4 Re4 O24,40,-2.6393362207500006,"['Y', 'Re']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-168592.cif,La6 Mn2 S10,18,-1.9152833548850567,['Mn'],['S'],"[6, 7, 14, 15, 16, 17]",perovskite
ICSD-168709.cif,Y2 Ba2 Co8 O14,26,-2.029703266923077,['Y'],['O'],"[2, 3]",perovskite
ICSD-169095.cif,Ca2 Cu6 Co8 O24,40,-1.4060759496250008,['Co'],['O'],"[2, 3, 4, 5, 6, 7, 8, 9]",perovskite
ICSD-169195.cif,Pb6 Co3 Te3 O18,30,-1.175108511,"['Te', 'Co']",['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-169196.cif,Pb8 Co4 Te4 O24,40,-1.1697379986666667,"['Te', 'Co']",['O'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-169377.cif,Sr4 Mo2 Fe2 O12,20,-2.5159511745000005,"['Mo', 'Fe']",['O'],"[4, 5, 6, 7]",perovskite
ICSD-169619.cif,Hg4 S4,8,-0.0869646312499998,['Hg'],['S'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-169629.cif,Ti2 O4,6,-3.053445082222223,['Ti'],['O'],"[0, 1]",perovskite
ICSD-169736.cif,Bi4 Mn8 O20,32,-1.4869314766163797,['Mn'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-16974.cif,In6 Zn3 S12,21,-0.7232324857142859,['In'],['S'],"[3, 4, 5]",perovskite
ICSD-169812.cif,Mn8 Sn4 Te16,28,-0.0492209494068142,['Mn'],['Te'],"[0, 1, 2, 3]",perovskite
ICSD-17007.cif,Se9 In6,15,-0.0198724900000002,['Se'],"['Se', 'In']","[6, 7, 8, 9, 10, 11, 12, 13, 14]",anti-perovskite
ICSD-170136.cif,Cu4 Mn4 V4 O16,28,-1.7170498102093592,['Mn'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-170184.cif,Cs4 La4 Zn4 Te12,24,-1.1334640541666663,['La'],['Te'],"[4, 5, 6, 7]",perovskite
ICSD-170194.cif,Cs4 Y4 Zn4 Te12,24,-1.1184302724999995,['Y'],['Te'],"[4, 5, 6, 7]",perovskite
ICSD-170347.cif,Ru3 O6 Na3,12,-1.2420818316666669,"['Na', 'Ru']",['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-170597.cif,Ca4 Rh8 O16,28,-1.6724980582142863,['Rh'],['O'],"[4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-170598.cif,Na4 Rh8 O16,28,-1.2079411907142854,['Rh'],['O'],"[4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-17063.cif,Mg Cl2,3,-1.8663772841666664,['Mg'],['Cl'],[0],perovskite
ICSD-170662.cif,Te2 Sb Ag,4,-0.0416511233333332,"['Ag', 'Sb']",['Te'],"[0, 1, 2, 3]",perovskite
ICSD-170663.cif,Te6 Ag3 Sb3,12,-0.101733636666666,"['Ag', 'Sb']",['Te'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-170773.cif,I18 Y6,24,-1.4663281711458331,['Y'],['I'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-171008.cif,Ga2 I6 O18,26,-0.6109001680769239,['Ga'],['O'],"[0, 1]",perovskite
ICSD-171508.cif,Ca3 Mg3 C6 O18,30,-2.1749522876666685,"['Mg', 'Ca']",['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-171576.cif,K4 Ti2 Si6 O18,30,-2.7485280607777782,['Ti'],['O'],"[4, 5]",perovskite
ICSD-171610.cif,Bi12 Cs4 Se20,36,-0.5959179314814812,['Bi'],['Se'],"[4, 5, 6, 7, 32, 33, 34, 35]",perovskite
ICSD-171708.cif,Bi6 Al6 O18,30,-2.0931878548333334,['Al'],['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-171722.cif,Sb4 Cd4 S8 Cl4,20,-0.6861543617500001,['Cd'],"['S', 'Cl']","[0, 1, 2, 3]",perovskite
ICSD-171724.cif,Bi4 Cd4 S8 Cl4,20,-0.7420065877500001,['Cd'],"['S', 'Cl']","[0, 1, 2, 3]",perovskite
ICSD-171726.cif,Bi4 Cd4 Se8 Br4,20,-0.5609912376666667,['Cd'],"['Se', 'Br']","[0, 1, 2, 3]",perovskite
ICSD-171783.cif,Mg6 Si6 O18,30,-2.727737482666667,['Si'],['O'],"[6, 7, 8, 9, 10, 11]",perovskite
ICSD-171786.cif,Mg6 Ge6 O18,30,-2.1432402680000004,['Ge'],['O'],"[6, 7, 8, 9, 10, 11]",perovskite
ICSD-171813.cif,Na Mg F3,5,-3.21404273025,['Mg'],['F'],[1],perovskite
ICSD-171984.cif,Ba4 Ca2 W2 O12,20,-2.841998271,"['W', 'Ca']",['O'],"[4, 5, 6, 7]",perovskite
ICSD-171986.cif,Ba8 Ca4 Re4 O24,40,-2.5145637875000006,"['Re', 'Ca']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
