file_name,formula,atom_num,formation_energy,B_element,X_element,sites,perovskite_judge
ICSD-251546.cif,Te8 In4 K4 O24,40,-1.369362950333334,['In'],['O'],"[4, 5, 6, 7]",perovskite
ICSD-251564.cif,Ru4 O8,12,-1.1002026083333334,['Ru'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-251565.cif,Rh4 O8,12,-0.8832471741666671,['Rh'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-251566.cif,Os4 O8,12,-0.9320133391666672,['Os'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-251567.cif,Ir4 O8,12,-0.8297065583333332,['Ir'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-251568.cif,Pt4 O8,12,-0.5018855558333334,['Pt'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-251575.cif,Na4 Fe4 F12,20,-2.64245303275,['Fe'],['F'],"[4, 5, 6, 7]",perovskite
ICSD-25164.cif,Zn O6 B2 F2 Ba Be2,14,-2.7156118033928576,['Zn'],['O'],[3],perovskite
ICSD-251657.cif,La2 Cu6 Ir8 O24,40,-1.0748647598750003,['Ir'],['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-251658.cif,Ca2 Cu6 Ir8 O24,40,-0.9772538391249996,['Ir'],['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-252042.cif,Cr6 Fe6 O18,30,-1.7843502480000002,"['Fe', 'Cr']",['O'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-252050.cif,Se16 Ge4 Mg8,28,-0.8416884320238098,['Mg'],['Se'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-252073.cif,Mg12 Si4 F8 O16,40,-3.0761340487500006,['Mg'],"['O', 'F']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-252148.cif,Y2 Ba2 Ga2 Zn6 O14,26,-2.179696617596154,['Y'],['O'],"[2, 3]",perovskite
ICSD-252153.cif,Sc2 Ba2 Ga2 Zn6 O14,26,-2.16013854375,['Sc'],['O'],"[2, 3]",perovskite
ICSD-252164.cif,Bi4 Ag4 Cs8 Br24,40,-1.1639941320000002,"['Ag', 'Bi']",['Br'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-252199.cif,Sn S2,3,-0.5578265645833334,['Sn'],['S'],[0],perovskite
ICSD-252309.cif,Sr3 Zn3 Te P2 O14,23,-2.2302283633126287,['Te'],['O'],[6],perovskite
ICSD-252311.cif,Pb3 Te Zn3 P2 O14,23,-1.6800508073343678,['Te'],['O'],[3],perovskite
ICSD-252312.cif,Pb3 Te Mg3 P2 O14,23,-2.0447776847256733,['Te'],['O'],[3],perovskite
ICSD-252313.cif,Pb3 W Zn3 P2 O14,23,-1.866009504870601,['W'],['O'],[8],perovskite
ICSD-252432.cif,Li6 Os6 O18,30,-1.3496395646666666,['Os'],['O'],"[6, 7, 8, 9, 10, 11]",perovskite
ICSD-2525.cif,Mn9 Cs9 Cl27,45,-1.4391102309319928,['Mn'],['Cl'],"[9, 10, 11, 12, 13, 14, 15, 16, 17]",perovskite
ICSD-25298.cif,Pd3 Cr3 O6,12,-1.2041186937499997,['Cr'],['O'],"[0, 1, 2]",perovskite
ICSD-25354.cif,Tl In S2,4,-0.6539746824999999,['In'],['S'],[1],perovskite
ICSD-25355.cif,Tl2 In2 S4,8,-0.6545357212499998,['In'],['S'],"[2, 3]",perovskite
ICSD-25356.cif,Al Ag S2,4,-0.8475922168750003,['Al'],['S'],"[0, 3]",perovskite
ICSD-25363.cif,Bi12 Rb4 S20,36,-0.5841711230555554,['Bi'],['S'],"[4, 5, 6, 7, 12, 13, 14, 15, 32, 33]",perovskite
ICSD-25366.cif,Cs8 Rb4 Y4 F24,40,-3.33757681775,"['Rb', 'Y']",['F'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-25367.cif,Cs8 K4 Y4 F24,40,-3.36235462425,"['K', 'Y']",['F'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-25368.cif,Cs8 Na4 Y4 F24,40,-3.355175785,"['Na', 'Y']",['F'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-25369.cif,Rb8 Na4 Y4 F24,40,-3.34227043825,"['Na', 'Y']",['F'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-25392.cif,Ba8 La4 Re4 O24,40,-2.496844592000001,"['Re', 'La']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-25404.cif,Sr8 Y4 Re4 O24,40,-2.6087465477500005,"['Y', 'Re']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-25437.cif,Ba6 Ni2 Os4 O18,30,-1.7754430623333342,['Os'],['O'],"[8, 9, 10, 11]",perovskite
ICSD-25500.cif,Ir3 Ca6 O12,21,-2.0809327940476186,['Ir'],['O'],"[6, 7, 8]",perovskite
ICSD-25510.cif,Tl3 Na3 O6,12,-1.0817915995833338,"['Na', 'Tl']",['O'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-25521.cif,Pb Ba F6,8,-2.702141494375,['Pb'],['F'],[1],perovskite
ICSD-2552.cif,Mn6 Na6 Cl18,30,-1.1984783102097698,"['Na', 'Mn']",['Cl'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-25533.cif,Ni4 Na4 F12,20,-2.15004427225,['Ni'],['F'],"[4, 5, 6, 7]",perovskite
ICSD-25538.cif,Na4 Sb4 F24,32,-2.5345065015625,"['Na', 'Sb']",['F'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-25557.cif,In3 Na3 S6,12,-1.0086727979166668,"['In', 'Na']",['S'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-25558.cif,In3 Na3 Se6,12,-0.8041473254166664,"['In', 'Na']",['Se'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-2555.cif,Cs9 Mn9 Cl27,45,-1.4391032231542151,['Mn'],['Cl'],"[9, 10, 11, 12, 13, 14, 15, 16, 17]",perovskite
ICSD-25561.cif,Ti9 S9,18,-1.4814733172222223,['Ti'],['S'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-25576.cif,P4 K4 F24,32,-2.765170051220238,['P'],['F'],"[4, 5, 6, 7]",perovskite
ICSD-25579.cif,Mn4 Rb8 F24,36,-2.5145105732183914,['Mn'],['F'],"[8, 9, 10, 11]",perovskite
ICSD-25596.cif,Nb F3,4,-2.6464645403125004,['Nb'],['F'],[0],perovskite
ICSD-25597.cif,Rb2 Zr F6,9,-3.460811063611112,['Zr'],['F'],[2],perovskite
ICSD-25598.cif,Cs2 Zr F6,9,-3.4806203852777786,['Zr'],['F'],[2],perovskite
ICSD-25599.cif,Rb2 Hf F6,9,-3.4883895880555564,['Hf'],['F'],[2],perovskite
ICSD-25600.cif,Cs2 Hf F6,9,-3.5080319275000003,['Hf'],['F'],[2],perovskite
ICSD-25618.cif,Na10 Al6 F28,44,-3.246412243636364,['Al'],['F'],"[10, 11, 12, 13, 14, 15]",perovskite
ICSD-25629.cif,Sr2 Pb2 F12,16,-2.4705343650000007,['Pb'],['F'],"[2, 3]",perovskite
ICSD-25662.cif,Rb4 Ge2 F12,18,-2.756217340833333,['Ge'],['F'],"[4, 5]",perovskite
ICSD-25700.cif,Ni4 Se4 O16,24,-0.7270782152777778,['Ni'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-25715.cif,Mn6 B4 O12,22,-1.8652069342633235,['Mn'],['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-25717.cif,Cu2 Se4,6,-0.1025081336111111,['Cu'],['Se'],"[0, 1]",perovskite
ICSD-25722.cif,Cr3 Na3 S6,12,-0.7614888549999996,['Cr'],['S'],"[3, 4, 5]",perovskite
ICSD-25729.cif,Sc3 Na3 O6,12,-2.8537159462500004,"['Na', 'Sc']",['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-25768.cif,Nb2 F8,10,-2.995250677,['Nb'],['F'],"[0, 1]",perovskite
ICSD-2576.cif,W2 V4 O12,18,-2.263597495555556,"['V', 'W']",['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-25771.cif,Ru2 Cl6,8,-0.7167027846875,['Ru'],['Cl'],"[0, 1]",perovskite
ICSD-25782.cif,Cd2 Br4,6,-0.8850058216666664,['Cd'],['Br'],"[0, 1]",perovskite
ICSD-25849.cif,Co4 F8 O8 N4 C4 H16,44,-1.20773784,['Co'],"['O', 'F']","[0, 1, 2, 3]",perovskite
ICSD-2590.cif,Cs2 Cr2 Br6,10,-1.0975460834999993,['Cr'],['Br'],"[2, 3]",perovskite
ICSD-2597.cif,Y4 S4 F4,12,-3.0815626012499995,['Y'],['S'],"[0, 1]",perovskite
ICSD-26069.cif,Ti2 Cl6,8,-1.6245384788541664,['Ti'],['Cl'],"[0, 1]",perovskite
ICSD-26076.cif,Cs2 Nb8 Cl22,32,-1.4228520878906252,['Nb'],['Cl'],"[2, 3, 4, 5]",perovskite
ICSD-26077.cif,Cs2 Nb8 Br22,32,-1.0775591698437497,['Nb'],['Br'],"[2, 3, 4, 5]",perovskite
ICSD-26078.cif,Ti Br2,3,-1.0509442322222224,['Ti'],['Br'],[0],perovskite
ICSD-26080.cif,Zn Br2,3,-0.8247561733333333,['Zn'],['Br'],[0],perovskite
ICSD-26081.cif,W3 Cl18,21,-0.9160311825,['W'],['Cl'],"[0, 1, 2]",perovskite
ICSD-26111.cif,Sn4 K8 Cl24,36,-1.4546681123611112,['Sn'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-261561.cif,Ag3 Rh3 O6,12,-0.7960356770833332,['Rh'],['O'],"[3, 4, 5]",perovskite
ICSD-26158.cif,Ca2 Cl4,6,-2.4025333541666667,['Ca'],['Cl'],"[0, 1]",perovskite
ICSD-261608.cif,Ag4 Co4 O8,16,-1.3611658093750003,['Co'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-26163.cif,Pd3 Mg3 F18,24,-2.1591430540625,"['Mg', 'Pd']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-26164.cif,Pd3 Ca3 F18,24,-2.3386021978125,"['Pd', 'Ca']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-26165.cif,Pd3 Zn3 F18,24,-1.6934825990624998,"['Zn', 'Pd']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-26166.cif,Pd3 Cd3 F18,24,-1.669451048020833,"['Pd', 'Cd']",['F'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-262320.cif,Sr4 Zn2 Mo2 O12,20,-2.3867164355,"['Mo', 'Zn']",['O'],"[4, 5, 6, 7]",perovskite
ICSD-26305.cif,Ti3 Na3 S6,12,-1.4973837420833327,"['Ti', 'Na']",['S'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-26312.cif,Ni3 Ti9 S18,30,-1.399737949333333,"['Ti', 'Ni']",['S'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-26313.cif,Ni2 Ti6 S12,20,-1.3994429144999998,"['Ti', 'Ni']",['S'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-26376.cif,Mn8 Si4 O16,28,-1.97596012791872,['Mn'],['O'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-26394.cif,Cs4 Ag4 Al4 F24,36,-2.6375101513888897,['Al'],['F'],"[4, 5, 6, 7]",perovskite
ICSD-26397.cif,Ni2 N4 F28,34,-0.7137360733823528,['Ni'],['F'],"[0, 1]",perovskite
ICSD-26421.cif,Tl4 Mn4 I12,20,-0.4251639005431033,['Mn'],['I'],"[0, 1, 2, 3]",perovskite
ICSD-26423.cif,Tl4 Fe4 I12,20,-0.6475289642500002,['Fe'],['I'],"[4, 5, 6, 7]",perovskite
ICSD-26518.cif,Ag Bi Se2,4,-0.2846807508333331,"['Ag', 'Bi']",['Se'],"[0, 1, 2, 3]",perovskite
ICSD-26560.cif,Sr4 Mn2 O8,14,-2.3569732405665027,['Mn'],['O'],"[4, 5]",perovskite
ICSD-26564.cif,Cs6 Y4 I18,28,-1.5438428586607142,['Y'],['I'],"[6, 7, 8, 9]",perovskite
ICSD-26586.cif,Ba2 Co2 O6,10,-2.0432104120000005,['Co'],['O'],"[2, 3]",perovskite
ICSD-26605.cif,Ni2 F4,6,-1.6402044908333338,['Ni'],['F'],"[0, 1]",perovskite
ICSD-26606.cif,Zn2 F4,6,-2.305077960833333,['Zn'],['F'],"[0, 1]",perovskite
ICSD-26608.cif,Ni3 Li3 O6,12,-1.3897672066666662,"['Li', 'Ni']",['O'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-26613.cif,Si Ba F6,8,-3.5170119409375,['Si'],['F'],[1],perovskite
ICSD-26614.cif,Ge Ba F6,8,-3.0769494971875,['Ge'],['F'],[1],perovskite
ICSD-26618.cif,Rh Te2,3,-0.4882117577777774,['Rh'],['Te'],[2],perovskite
ICSD-26623.cif,Re4 K8 Br24,36,-0.9137213438888891,['Re'],['Br'],"[8, 9, 10, 11]",perovskite
ICSD-26633.cif,Ge Rb2 F6,9,-2.7485150491666666,['Ge'],['F'],[2],perovskite
ICSD-26643.cif,Mo4 K8 Cl24,36,-1.350321843888889,['Mo'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26661.cif,P4 Cl20,24,-0.5797143235019835,['P'],['Cl'],"[2, 3]",perovskite
ICSD-26689.cif,Rb8 Ti4 Cl24,36,-1.8192210415740744,['Ti'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26690.cif,Ti4 Cs8 Cl24,36,-1.8580061546296296,['Ti'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26692.cif,Se4 Rb8 Cl24,36,-1.1359993485185187,['Se'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26693.cif,Se4 Cs8 Cl24,36,-1.1735188146296298,['Se'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26694.cif,Zr4 Rb8 Cl24,36,-2.014521228055555,['Zr'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26695.cif,Zr4 Cs8 Cl24,36,-2.0599389283333336,['Zr'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26700.cif,Sn4 Tl8 Cl24,36,-1.025183115138889,['Sn'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26704.cif,Te4 Cs8 Cl24,36,-1.3283314237962962,['Te'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26705.cif,Te4 Tl8 Cl24,36,-0.8192486243518514,['Te'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26709.cif,Pt4 Cs8 Cl24,36,-1.2972635144444442,['Pt'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26710.cif,Pt4 Tl8 Cl24,36,-0.8126012177777773,['Pt'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26712.cif,Pb4 Rb8 Cl24,36,-1.3025361627777778,['Pb'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26720.cif,S Bi2 Te2,5,-0.3436964826666659,['Bi'],"['S', 'Te']","[0, 1, 4]",perovskite
ICSD-26755.cif,Re4 K8 Cl24,36,-1.194703224722223,['Re'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26769.cif,K8 Os4 Cl24,36,-1.1453078705555548,['Os'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26770.cif,K8 Os4 Br24,36,-0.8873752061111106,['Os'],['Br'],"[8, 9, 10, 11]",perovskite
ICSD-26807.cif,Bi4 Al8 O18,30,-2.458459654333334,['Al'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-26934.cif,K8 Ti4 Cl24,36,-1.7914636915740738,['Ti'],['Cl'],"[8, 9, 10, 11]",perovskite
ICSD-26957.cif,Be4 O4,8,-2.29107675625,['Be'],['O'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-27001.cif,K3 La3 O6,12,-2.57554427375,"['K', 'La']",['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-27014.cif,Ba3 As6 Ni6 O24,39,-1.3949537357692314,['Ni'],['O'],"[3, 4, 5, 6, 7, 8]",perovskite
ICSD-27016.cif,Li6 Ge3 F18,27,-2.7362451480555565,['Ge'],['F'],"[6, 7, 8]",perovskite
ICSD-27045.cif,Sr Ti O3,5,-3.1724105393333333,['Ti'],['O'],[1],perovskite
ICSD-27047.cif,Sr Sn O3,5,-2.1836922267500003,['Sn'],['O'],[1],perovskite
ICSD-27068.cif,Cu3 Cr3 O6,12,-1.2300041464583338,['Cr'],['O'],"[0, 1, 2]",perovskite
ICSD-27104.cif,La4 Se4,8,-1.9038840270833333,['La'],['Se'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-27118.cif,Sn Ta O3,5,-1.9921383787500004,['Ta'],['O'],[0],perovskite
ICSD-27138.cif,Na O C N,4,-0.9599711881250012,['Na'],"['N', 'O']",[0],perovskite
ICSD-27181.cif,Ca4 Sc8 S16,28,-2.155824910714286,['Sc'],['S'],"[4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-27182.cif,Sr4 Sc8 S16,28,-2.1882480685714287,['Sc'],['S'],"[4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-27197.cif,W In6 O12,19,-1.7109038431578945,['W'],['O'],[6],perovskite
ICSD-27200.cif,Te6 O6 F30 B2,44,-1.9529520338068187,['Te'],"['O', 'F']","[2, 3, 4, 5, 6, 7]",perovskite
ICSD-27230.cif,Cs4 Ti4 F16,24,-3.1850988406944443,['Ti'],['F'],"[4, 5, 6, 7]",perovskite
ICSD-27291.cif,I12 Cd6,18,-0.6014984774999996,['Cd'],['I'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-27331.cif,Rb3 La3 O6,12,-2.53109923,"['Rb', 'La']",['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-27339.cif,Rb8 K4 Rh4 F24,40,-2.50224628075,"['K', 'Rh']",['F'],"[0, 1, 2, 3, 12, 13, 14, 15]",perovskite
ICSD-27340.cif,Tl8 Na4 Rh4 F24,40,-2.0842972765000005,"['Rh', 'Na']",['F'],"[0, 1, 2, 3, 12, 13, 14, 15]",perovskite
ICSD-27341.cif,Rb8 Na4 Rh4 F24,40,-2.51321735975,"['Rh', 'Na']",['F'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-27342.cif,K8 Na4 Rh4 F24,40,-2.5140390895,"['Rh', 'Na']",['F'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-27343.cif,Cs8 Tl4 V4 F24,40,-2.59871422275,"['V', 'Tl']",['F'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-27344.cif,Cs8 K4 V4 F24,40,-2.8243533485000003,"['K', 'V']",['F'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-27345.cif,Rb8 K4 V4 F24,40,-2.8033073625,"['K', 'V']",['F'],"[0, 1, 2, 3, 12, 13, 14, 15]",perovskite
ICSD-2738.cif,Bi4 Na4 Cs8 Cl24,40,-1.6226482579999997,"['Bi', 'Na']",['Cl'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-27426.cif,Ba8 Ni4 W4 O24,40,-2.26978582675,"['Ni', 'W']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-27431.cif,Ga12 O18,30,-1.8207818331666668,['Ga'],['O'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-27496.cif,Ba3 Sr Ta2 O9,15,-3.0180390390000005,['Sr'],['O'],[3],perovskite
ICSD-27511.cif,Co2 Cs2 Cl6,10,-1.43409851125,['Co'],['Cl'],"[2, 3]",perovskite
ICSD-27536.cif,Si2 Mg4 O8,14,-2.678081022142857,['Si'],['O'],"[4, 5]",perovskite
ICSD-27537.cif,Si2 Mg4 O8,14,-2.466919876428572,['Si'],['O'],"[4, 5]",perovskite
ICSD-27648.cif,Mn4 S4 O16,24,-1.4321741269109196,['Mn'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-27664.cif,Os K F6,8,-2.0539617709375,['Os'],['F'],[1],perovskite
ICSD-27689.cif,K Cu F3,5,-2.08804956575,['Cu'],['F'],[1],perovskite
ICSD-27690.cif,K Cr F3,5,-2.28009852925,['Cr'],['F'],[1],perovskite
ICSD-27777.cif,Sn Ca O3,5,-0.7812060227499998,['Ca'],['O'],[0],perovskite
ICSD-27803.cif,Cu Co O2,4,-1.488072273125001,['Co'],['O'],[0],perovskite
ICSD-27810.cif,Fe3 Cl6,9,-1.3295610780555558,['Fe'],['Cl'],"[0, 1, 2]",perovskite
ICSD-27839.cif,Cs Au Cl3,5,-0.9835733412500002,['Au'],['Cl'],[1],perovskite
ICSD-27849.cif,Tl4 Cs6 Cl18,28,-1.3052091995535715,['Tl'],['Cl'],"[6, 7, 8, 9]",perovskite
ICSD-2786.cif,Ag2 Fe2 O4,8,-1.1293833562500004,['Fe'],['O'],"[0, 1]",perovskite
ICSD-27925.cif,V8 Ca4 O16,28,-2.4848002796428577,['V'],['O'],"[8, 9, 10, 11]",perovskite
ICSD-27930.cif,K4 Mg4 Cl12,20,-1.90324216825,['Mg'],['Cl'],"[4, 5, 6, 7]",perovskite
ICSD-27949.cif,Pb Ti O3,5,-2.311810968833333,['Ti'],['O'],[0],perovskite
ICSD-27956.cif,K4 S2 O8,14,-1.9216040985714289,['K'],['O'],[0],perovskite
ICSD-27969.cif,Ba Ti O3,5,-3.094401228333333,['Ti'],['O'],[1],perovskite
ICSD-27981.cif,Li4 Cl4,8,-1.8236480447916668,['Li'],['Cl'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-27982.cif,Li4 Br4,8,-1.556443007916667,['Li'],['Br'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-27983.cif,Li4 I4,8,-1.2159880922916666,['Li'],['I'],"[0, 1, 2, 3, 4, 5, 6, 7]",perovskite
ICSD-28012.cif,K2 Mg2 P6 O18,28,-2.3808684631632664,['Mg'],['O'],"[2, 3]",perovskite
ICSD-28019.cif,K Sc Mo2 O8,12,-2.461498784583334,['Sc'],['O'],[1],perovskite
ICSD-28020.cif,K2 Fe2 Mo4 O16,24,-1.972118899583334,['Fe'],['O'],"[2, 3]",perovskite
ICSD-28082.cif,Cs Sn Cl3,5,-1.4543459769999998,['Sn'],['Cl'],[1],perovskite
ICSD-281067.cif,Se6 La3 Rb3,12,-1.7656818908333338,"['Rb', 'La']",['Se'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-28120.cif,Na4 Cd4 V4 O16,28,-1.954451642857143,['Na'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-281248.cif,Ba6 Na2 Os4 O18,30,-1.9047077870000009,"['Na', 'Os']",['O'],"[6, 7, 8, 9, 10, 11]",perovskite
ICSD-28134.cif,Ba6 P3 Cl3,12,-1.663499305669643,['Ba'],"['P', 'Cl']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-28145.cif,K V F3,5,-2.41653299025,['V'],['F'],[1],perovskite
ICSD-28146.cif,Rb V F3,5,-2.3978690152499995,['V'],['F'],[1],perovskite
ICSD-281588.cif,Ca2 K2 P6 O18,28,-2.4676535210204085,"['K', 'Ca']",['O'],"[0, 1, 2, 3]",perovskite
ICSD-281591.cif,Hg4 As4 Zn4 O20 H4,36,-1.0728432905555552,['Zn'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-281600.cif,Ge4 O8,12,-1.5843569833333335,['Ge'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-281601.cif,Ge4 O8,12,-1.4004923933333338,['Ge'],['O'],"[0, 1, 2, 3]",perovskite
ICSD-28165.cif,Ba8 Bi8 O24,40,-1.8279084795,['Bi'],['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-281.cif,Cs2 Sn F6,9,-2.76377943125,['Sn'],['F'],[2],perovskite
ICSD-28266.cif,Mg3 Sn3 B6 O18,30,-2.313601235208333,"['Sn', 'Mg']",['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-28267.cif,Sr3 Sn3 B6 O18,30,-2.4293489752083333,"['Sn', 'Sr']",['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-28288.cif,Li3 Al3 O6,12,-2.7458477297916666,"['Li', 'Al']",['O'],"[0, 1, 2, 3, 4, 5]",perovskite
ICSD-28343.cif,Na W O3,5,-2.135549011,['W'],['O'],[1],perovskite
ICSD-28383.cif,Cd13 I26,39,-0.6014992162179487,['Cd'],['I'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",perovskite
ICSD-28388.cif,Li3 Ga3 O6,12,-1.9767815067708328,"['Li', 'Ga']",['O'],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",perovskite
ICSD-28498.cif,Rh2 O4,6,-0.9589478416666672,['Rh'],['O'],"[0, 1]",perovskite
ICSD-28545.cif,K8 I8 O24,40,-0.7707396257500001,['I'],['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-28581.cif,Na Nb O3,5,-2.579468552,['Nb'],['O'],[1],perovskite
ICSD-28583.cif,Na Nb O3,5,-2.5794586120000007,['Nb'],['O'],[1],perovskite
ICSD-28585.cif,Na Nb O3,5,-2.57946159,['Nb'],['O'],[1],perovskite
ICSD-28589.cif,Na Nb O3,5,-2.579457956,['Nb'],['O'],[1],perovskite
ICSD-28598.cif,Sr8 Co4 W4 O24,40,-2.47951993625,"['Co', 'W']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-28599.cif,Sr8 Zn4 W4 O24,40,-2.4768707137500003,"['Zn', 'W']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-285.cif,K Al F4,6,-3.3530596104166666,['Al'],['F'],[1],perovskite
ICSD-28601.cif,Sr8 Co4 Mo4 O24,40,-2.40391514425,"['Mo', 'Co']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-28602.cif,Sr8 Zn4 Mo4 O24,40,-2.3727883102500003,"['Mo', 'Zn']",['O'],"[8, 9, 10, 11, 12, 13, 14, 15]",perovskite
ICSD-28615.cif,Na Ta O3,5,-2.706384359,['Ta'],['O'],[1],perovskite
ICSD-28617.cif,Na Ta O3,5,-2.706384357000001,['Ta'],['O'],[1],perovskite
ICSD-28674.cif,Cs8 Pd4 F24,36,-2.1796449744444453,['Pd'],['F'],"[8, 9, 10, 11]",perovskite
ICSD-28675.cif,Rb8 Pd4 F24,36,-2.160780558055556,['Pd'],['F'],"[8, 9, 10, 11]",perovskite
ICSD-28692.cif,K Ru F6,8,-2.0582140340625004,['Ru'],['F'],[1],perovskite
ICSD-28693.cif,Rb Ru F6,8,-2.0660271271875,['Ru'],['F'],[1],perovskite
ICSD-28694.cif,Cs Ru F6,8,-2.07969648875,['Ru'],['F'],[1],perovskite
ICSD-28779.cif,K2 Rh F6,9,-2.273761089166667,['Rh'],['F'],[2],perovskite
ICSD-28780.cif,Rb2 Rh F6,9,-2.2761608525,['Rh'],['F'],[2],perovskite
