rank,feature,family,importance
57,MagpieData mean NsUnfilled formula,s_unfilled,0.0010868080745480286
58,MagpieData mean NpValence formula,p_valence,0.0010813686338981522
59,MagpieData avg_dev NsUnfilled formula,s_unfilled,0.0010448359210607837
60,MagpieData avg_dev NValence formula,valence,0.0010390548136196911
61,B_ionic_radius,ionic_radius,0.001012989811132744
62,PymatgenData std_dev block formula,other,0.001007500661176917
63,mendeleev_X_proton_affinity,other,0.0010042813582360327
64,MagpieData mean CovalentRadius formula,covalent_radius,0.0009836873442800155
65,PymatgenData range X formula,other,0.0009584765594453379
66,mendeleev_B_proton_affinity,other,0.0009559891568239446
67,MagpieData maximum NpUnfilled formula,p_unfilled,0.0009516723705393592
68,MagpieData range NValence formula,valence,0.0009464957293051697
69,ewald_energy_per_atom,ewald,0.0009439663764362989
70,local_difference_in_GSvolume_pa,local_difference:volume,0.0008992766418175096
71,MagpieData range MendeleevNumber formula,other,0.0008876738610153901
72,MagpieData avg_dev SpaceGroupNumber formula,other,0.0008741466647233066
73,DemlData mean atom_radius formula,other,0.0008683813180130236
74,std_dev Average bond length,other,0.0008642666906107354
75,MagpieData range Electronegativity formula,electronegativity,0.0008585453463142636
76,DemlData range electronegativity formula,other,0.0008248617119113487
77,MagpieData maximum SpaceGroupNumber _X,other,0.0008168192699977801
78,PymatgenData std_dev thermal_conductivity formula,other,0.00081480600545327
79,mean_delta_d,other,0.0008069050603037658
80,PymatgenData mean mendeleev_no formula,other,0.000800287159343423
81,MagpieData avg_dev MendeleevNumber formula,other,0.0007947980898502214
82,MagpieData mean Electronegativity formula,electronegativity,0.0007726642132958458
83,MagpieData maximum CovalentRadius _B,covalent_radius,0.0007651212480298131
84,MagpieData mean NpUnfilled formula,p_unfilled,0.0007558190035129848
85,PymatgenData minimum mendeleev_no formula,other,0.000742898149039881
86,mendeleev_B_electron_affinity,other,0.0007286485174387427
87,MagpieData minimum MendeleevNumber formula,other,0.0007275580786371398
88,B_shannon_rad,shannon_radius,0.0007106236452598118
89,PymatgenData mean atomic_radius formula,other,0.0006907036894292085
90,local_difference_in_GSbandgap_allsites,local_difference:bandgap,0.0006780577660258771
91,DemlData minimum molar_vol _B,other,0.000673280292831072
92,PymatgenData mean block formula,other,0.0006731059009892867
93,pymatgen_B_electrical_resistivity,other,0.0006677683921788343
94,MagpieData mode GSvolume_pa formula,volume,0.0006661680761474367
95,mean ordering parameter shell 3,other,0.0006600940243953531
96,MagpieData maximum NValence _B,valence,0.0006589021827684073
97,X_shannon_rad,shannon_radius,0.0006507034610433898
98,mean_oct_g,other,0.0006291620531454369
99,MagpieData maximum GSvolume_pa _B,volume,0.0006263619312132755
100,DemlData mean electronegativity formula,other,0.0006171509391811787
101,mean neighbor distance variation,neighbor_distance,0.0006095634815579053
102,mendeleev_B_density,density,0.0006072662791401762
103,PymatgenData maximum X _B,other,0.0006041312764313906
104,maximum neighbor distance variation,neighbor_distance,0.0006041312259785892
105,MagpieData maximum NValence formula,valence,0.0005938077168013165
106,MagpieData mean NpUnfilled _X,p_unfilled,0.0005900131542327351
107,MagpieData avg_dev CovalentRadius formula,covalent_radius,0.0005760044442060729
108,max_bondlength,other,0.0005577420340097275
109,DemlData minimum boiling_point _X,other,0.0005448115386730574
110,DemlData maximum boiling_point _B,other,0.0005438667538995062
111,DemlData minimum col_num formula,other,0.0005438052946621492
112,MagpieData maximum NsValence _B,s_valence,0.0005393208614504477
113,DemlData maximum electronegativity _B,other,0.0005324095423384544
114,minimum neighbor distance variation,neighbor_distance,0.0005252039804473568
115,min relative bond length,other,0.0005226633358168615
116,PymatgenData range mendeleev_no formula,other,0.0005145248478571369
117,max relative bond length,other,0.0005091915675923048
118,MagpieData maximum GSmagmom _B,other,0.0005024332096677311
119,MagpieData maximum NpUnfilled _B,p_unfilled,0.0004760588762592039
120,avg_dev neighbor distance variation,neighbor_distance,0.00047568219435199083
121,MagpieData maximum Electronegativity _B,electronegativity,0.00047526533246419436
122,PymatgenData std_dev mendeleev_no formula,other,0.00046782827813217023
123,PymatgenData mean X formula,other,0.0004591908287655853
124,MagpieData maximum NdUnfilled _B,d_unfilled,0.00044449936806597917
125,PymatgenData mean thermal_conductivity formula,other,0.0004402769004556659
126,PymatgenData range thermal_conductivity formula,other,0.000439051590482471
127,DemlData mean molar_vol formula,other,0.0004380107109596415
128,MagpieData mean GSmagmom _B,other,0.0004347395224015272
129,DemlData range molar_vol formula,other,0.0004339201337338593
130,max packing efficiency,other,0.00043030001212866623
131,MagpieData minimum SpaceGroupNumber _B,other,0.00042513779445602404
132,MagpieData mean GSmagmom formula,other,0.0004237138396103217
133,mendeleev_X_electron_affinity,other,0.0004217058188940666
134,MagpieData mean NUnfilled _X,unfilled,0.00041630821980961517
135,PymatgenData minimum thermal_conductivity _B,other,0.0004106388104528454
136,packing fraction,packing_fraction,0.0004093430937468238
137,atom_num,other,0.00040531898975122195
138,MagpieData minimum GSvolume_pa _B,volume,0.0003948554243579826
139,MagpieData avg_dev NpUnfilled formula,p_unfilled,0.00039229798104631775
140,DemlData maximum molar_vol _B,other,0.00038411538413507366
141,MagpieData mean CovalentRadius _B,covalent_radius,0.0003837585883365912
142,local_difference_in_NdValence,local_difference:d_valence,0.0003636496990340181
143,mean ordering parameter shell 2,other,0.00035353144701863405
144,MagpieData avg_dev Row formula,other,0.0003515269733244268
145,MagpieData mean SpaceGroupNumber _X,other,0.00035081793138534896
146,DemlData minimum first_ioniz formula,other,0.00034089464234321866
147,DemlData std_dev molar_vol formula,other,0.0003403088215524797
148,pymatgen_X_thermal_conductivity,other,0.0003349498929367179
149,MagpieData range GSvolume_pa formula,volume,0.0003334642244969237
150,PymatgenData maximum mendeleev_no _B,other,0.00033192497349612794
151,DemlData maximum first_ioniz _B,other,0.00032722804833138256
152,MagpieData minimum SpaceGroupNumber formula,other,0.0003262212618093303
153,MagpieData avg_dev GSvolume_pa formula,volume,0.0003201332471580536
154,MagpieData avg_dev NdUnfilled formula,d_unfilled,0.00031349467862842797
155,DemlData maximum boiling_point formula,other,0.0003124683655614139
156,MagpieData avg_dev GSmagmom formula,other,0.000310603460961554
157,MagpieData mode GSvolume_pa _B,volume,0.00030930886961684994
158,MagpieData mean MendeleevNumber formula,other,0.00029997233753341096
159,MagpieData maximum NdValence _B,d_valence,0.00029606472460917574
160,MagpieData mean GSvolume_pa _B,volume,0.0002959097165371598
161,DemlData std_dev melting_point formula,other,0.0002941327283886714
162,PymatgenData minimum group formula,other,0.000293407054056112
163,structural complexity per atom,other,0.00029217978764650536
164,range neighbor distance variation,neighbor_distance,0.00029134248219471964
165,MagpieData mode SpaceGroupNumber _B,other,0.0002887989994893512
166,MagpieData mean NUnfilled _B,unfilled,0.0002871425446259857
167,MagpieData mean Row formula,other,0.0002771309581127169
168,PymatgenData std_dev row formula,other,0.00027652280459624994
169,mean ordering parameter shell 1,other,0.0002718842805038313
170,DemlData minimum boiling_point formula,other,0.00027103560209517654
171,mean absolute deviation in relative bond length,other,0.0002628805959046542
172,structural complexity per cell,other,0.00026252354669741766
173,MagpieData minimum Column formula,other,0.00026031155266626133
174,MagpieData minimum GSvolume_pa formula,volume,0.0002541759286269692
175,DemlData mean col_num formula,other,0.00024002829392703084
176,pymatgen_B_thermal_conductivity,other,0.00023815744334921407
177,PymatgenData range melting_point formula,other,0.00023566719527638567
178,DemlData minimum electronegativity _X,other,0.00023433964029625202
179,mean absolute deviation in relative cell size,other,0.00023192204813225016
180,DemlData mean melting_point formula,other,0.00023114784782009542
181,PymatgenData maximum thermal_conductivity formula,other,0.00022868008827771894
182,MagpieData minimum CovalentRadius _B,covalent_radius,0.00022603874909456773
183,MagpieData minimum NdValence formula,d_valence,0.00022009318045069321
184,MagpieData avg_dev Column formula,other,0.00021952276280311054
185,pymatgen_B_boiling_point,other,0.00021900439423327647
186,mendeleev_B_electrophilicity,other,0.00021818100561374074
187,PymatgenData std_dev group formula,other,0.00021695392725082645
188,DemlData std_dev row_num formula,other,0.0002154537958129072
189,MagpieData maximum CovalentRadius _X,covalent_radius,0.00021498240736568105
190,connection_label,other,0.00021192100047317985
191,DemlData std_dev col_num formula,other,0.00020219039328481762
192,DemlData mean row_num formula,other,0.00020053139684372438
193,MagpieData mode CovalentRadius formula,covalent_radius,0.00019751090215564958
194,MagpieData maximum GSbandgap _X,bandgap,0.00019716244816421453
195,n_symmetry_ops,other,0.00019485492483954617
196,MagpieData maximum GSvolume_pa formula,volume,0.0001929125527738547
197,spacegroup_num,other,0.00019125518332608796
198,PymatgenData std_dev atomic_radius formula,other,0.00019122276034870534
199,PymatgenData std_dev melting_point formula,other,0.00019023206147760245
200,PymatgenData mean X _B,other,0.00018381569690273063
201,PymatgenData mean row formula,other,0.0001818235833931564
202,MagpieData mean Column formula,other,0.00017701854351594132
203,DemlData maximum first_ioniz formula,other,0.00017398698855519462
204,DemlData std_dev atom_radius formula,other,0.0001718410914148234
205,PymatgenData mean atomic_radius _B,other,0.00017086099502376453
206,PymatgenData mean melting_point formula,other,0.00016424987933935146
207,MagpieData maximum MendeleevNumber _B,other,0.00016374795838298067
208,PymatgenData mean thermal_conductivity _B,other,0.00016244903979338772
209,MagpieData mode MeltingT formula,other,0.00016202279507536742
210,MagpieData mean GSvolume_pa formula,volume,0.00016082109386345738
211,DemlData std_dev atom_num formula,other,0.00016054778583935586
212,PymatgenData maximum thermal_conductivity _B,other,0.0001597354761416807
213,DemlData mean first_ioniz _X,other,0.00015653968833087646
214,MagpieData mean SpaceGroupNumber _B,other,0.0001564697946859171
215,DemlData minimum electronegativity formula,other,0.00015417776056819441
216,DemlData range melting_point formula,other,0.00015323309984407665
217,PymatgenData maximum X formula,other,0.0001520976899382097
218,DemlData minimum boiling_point _B,other,0.00015176417788658963
219,MagpieData maximum GSmagmom formula,other,0.00015120124773919798
220,pymatgen_B_density_of_solid,density,0.00014499151310329476
221,PymatgenData minimum atomic_radius _B,other,0.0001425396371636315
222,MagpieData range MeltingT formula,other,0.00013900200607895493
223,PymatgenData mean group formula,other,0.0001389196408295243
224,PymatgenData mean mendeleev_no _B,other,0.00013798340483016326
225,PymatgenData std_dev atomic_mass formula,other,0.00013661452134773995
226,MagpieData mode NpUnfilled formula,p_unfilled,0.0001351372791536189
227,MagpieData mode NpUnfilled _X,p_unfilled,0.00013506052856751785
228,MagpieData maximum Number formula,other,0.00013373939198416782
229,PymatgenData maximum melting_point _B,other,0.00013127838531022288
230,MagpieData avg_dev AtomicWeight formula,other,0.00013019790817257946
231,PymatgenData minimum thermal_conductivity _X,other,0.00012993009624560737
232,MagpieData minimum Electronegativity formula,electronegativity,0.00012807842595028825
233,DemlData maximum melting_point formula,other,0.00012714225469550767
234,DemlData range atom_mass formula,other,0.00012251421638820385
235,pymatgen_B_melting_point,other,0.00012242791815755765
236,DemlData maximum atom_num formula,other,0.00012143082275094075
237,PymatgenData maximum block formula,other,0.00011873214536393672
238,MagpieData minimum Column _B,other,0.00011762863462737063
239,PymatgenData minimum X _X,other,0.0001166858736762856
240,DemlData mean electronegativity _X,other,0.00011559105952620752
241,MagpieData mean MeltingT formula,other,0.00011556017590692605
242,DemlData mean molar_vol _B,other,0.00011326620215773163
243,MagpieData mean AtomicWeight formula,other,0.00011316926878288779
244,PymatgenData maximum atomic_mass formula,other,0.00011267074740520046
245,DemlData minimum molar_vol _X,other,0.00011204407931383188
246,MagpieData mode GSmagmom _B,other,0.00011145221054445186
247,MagpieData mean NdUnfilled formula,d_unfilled,0.00011027643792827116
248,DemlData mean first_ioniz _B,other,0.00010937748279844465
249,PymatgenData minimum mendeleev_no _B,other,0.0001087168173482777
250,MagpieData mode CovalentRadius _B,covalent_radius,0.00010354778759115106
251,MagpieData range Column formula,other,0.00010250858423635626
252,connection_onehot_corner,other,0.00010068270699870765
253,MagpieData minimum NUnfilled _B,unfilled,9.886149717842904e-05
254,MagpieData minimum MeltingT formula,other,9.61836495057075e-05
255,PymatgenData minimum X formula,other,9.551324939980826e-05
256,MagpieData mean NfValence formula,other,9.41738220185834e-05
257,PymatgenData mean atomic_mass formula,other,9.397283171374142e-05
258,MagpieData range NpUnfilled formula,p_unfilled,9.341557688188078e-05
259,MagpieData maximum MeltingT formula,other,9.14835324353089e-05
260,DemlData minimum atom_radius _B,other,9.115161678520355e-05
261,MagpieData range AtomicWeight formula,other,8.961415653114198e-05
262,mendeleev_X_electrophilicity,other,8.947649530169104e-05
263,DemlData maximum electronegativity formula,other,8.910942881410126e-05
264,MagpieData maximum Electronegativity formula,electronegativity,8.767495172390127e-05
265,MagpieData mean Number formula,other,8.725274827655228e-05
266,MagpieData mean Electronegativity _B,electronegativity,8.442258445593893e-05
267,MagpieData range GSmagmom formula,other,8.38519061209133e-05
268,MagpieData maximum Number _B,other,8.354157445481545e-05
269,MagpieData mean MeltingT _B,other,8.214194157192728e-05
270,MagpieData mean NdValence _B,d_valence,8.210086644264676e-05
271,PymatgenData mean atomic_mass _B,other,8.19119042442232e-05
272,DemlData std_dev atom_mass formula,other,8.142011144154323e-05
273,DemlData mean melting_point _B,other,8.069108277079192e-05
274,DemlData mean atom_num formula,other,8.067586136389148e-05
275,PymatgenData range atomic_mass formula,other,8.044970675808386e-05
276,MagpieData mode AtomicWeight formula,other,7.808837468110749e-05
277,DemlData mean atom_mass formula,other,7.785012808912578e-05
278,PymatgenData maximum atomic_mass _B,other,7.780375032143548e-05
279,MagpieData maximum Number _X,other,7.752880317240886e-05
280,MagpieData minimum GSmagmom _B,other,7.726804742805764e-05
281,DemlData minimum melting_point formula,other,7.67588394750712e-05
282,MagpieData avg_dev Number formula,other,7.658656553060055e-05
283,PymatgenData maximum melting_point formula,other,7.620671893560519e-05
284,MagpieData maximum AtomicWeight formula,other,7.485125396688929e-05
285,MagpieData mode NUnfilled formula,unfilled,7.412347193209314e-05
286,DemlData range col_num formula,other,7.367091383253099e-05
287,MagpieData minimum GSbandgap _X,bandgap,7.356227134647418e-05
288,MagpieData mode Number _X,other,7.313272201341344e-05
289,MagpieData avg_dev NfValence formula,other,7.297592662645902e-05
290,DemlData range atom_radius formula,other,7.28321572964367e-05
291,PymatgenData maximum group _B,other,7.20371734410459e-05
292,PymatgenData range group formula,other,7.19701913754298e-05
293,DemlData minimum first_ioniz _B,other,7.076948616746672e-05
294,PymatgenData mean melting_point _B,other,7.062837576573197e-05
295,DemlData maximum atom_mass formula,other,6.891751530357088e-05
296,PymatgenData minimum melting_point formula,other,6.82272428577784e-05
297,DemlData mean electronegativity _B,other,6.788756622139792e-05
298,mendeleev_B_vdw_radius,other,6.736430584246945e-05
299,MagpieData mean MendeleevNumber _X,other,6.657518045519032e-05
300,MagpieData mean NsValence _B,s_valence,6.565711870777858e-05
301,DemlData maximum molar_vol _X,other,6.545560158747808e-05
302,MagpieData mean NValence _B,valence,6.404492126303386e-05
303,PymatgenData minimum X _B,other,6.35698610229907e-05
304,pymatgen_X_electrical_resistivity,other,6.262247590639674e-05
305,MagpieData minimum NValence _B,valence,6.163104527334572e-05
306,MagpieData maximum MeltingT _B,other,6.0823418007276433e-05
307,MagpieData mean NpUnfilled _B,p_unfilled,6.005203115219787e-05
308,MagpieData maximum AtomicWeight _B,other,5.897505644179614e-05
309,MagpieData maximum Column _B,other,5.892567921990536e-05
310,MagpieData mode NsValence formula,s_valence,5.8772490946051423e-05
311,DemlData maximum atom_radius formula,other,5.848562337439026e-05
312,DemlData minimum atom_num _B,other,5.7366340476456795e-05
313,DemlData mean boiling_point _B,other,5.701001014152942e-05
314,MagpieData maximum SpaceGroupNumber formula,other,5.69447651526899e-05
315,MagpieData maximum NpValence formula,p_valence,5.6651252459960845e-05
316,DemlData maximum atom_mass _B,other,5.5692696716166925e-05
317,MagpieData minimum Electronegativity _B,electronegativity,5.367195835049597e-05
318,DemlData range atom_num formula,other,5.358528742420815e-05
319,DemlData minimum atom_num _X,other,5.321948648386824e-05
320,PymatgenData maximum atomic_radius formula,other,5.245126590160336e-05
321,MagpieData mean Electronegativity _X,electronegativity,5.214592560360939e-05
322,DemlData maximum atom_radius _B,other,5.16821113465324e-05
323,MagpieData mode MendeleevNumber formula,other,5.05848875599363e-05
324,MagpieData range Number formula,other,5.012808559721883e-05
325,DemlData minimum melting_point _B,other,4.999973355929912e-05
326,PymatgenData range atomic_radius formula,other,4.9804127879487875e-05
327,X_ionic_radius,ionic_radius,4.9699162312268965e-05
328,PymatgenData range X _B,other,4.768673850428719e-05
329,MagpieData mode Number formula,other,4.686093883705886e-05
330,MagpieData mode NValence _B,valence,4.643787616984774e-05
331,MagpieData mode MeltingT _B,other,4.496521532249214e-05
332,MagpieData mean Row _X,other,4.4834483868720676e-05
333,MagpieData maximum SpaceGroupNumber _B,other,4.410138653561882e-05
334,MagpieData mean AtomicWeight _X,other,4.3446536764840736e-05
335,MagpieData minimum Electronegativity _X,electronegativity,4.255709544431201e-05
336,PymatgenData mean atomic_mass _X,other,4.226684631922696e-05
337,MagpieData maximum NpUnfilled _X,p_unfilled,4.148275774467734e-05
338,MagpieData mode GSbandgap formula,bandgap,4.027029842439929e-05
339,DemlData maximum molar_vol formula,other,3.99430458711125e-05
340,MagpieData minimum MeltingT _B,other,3.828855279196419e-05
341,MagpieData minimum NsValence formula,s_valence,3.814262754228407e-05
342,MagpieData mean Number _B,other,3.798025000075622e-05
343,DemlData maximum first_ioniz _X,other,3.76641697077278e-05
344,MagpieData mean NValence _X,valence,3.7124265467535235e-05
345,MagpieData range SpaceGroupNumber _X,other,3.7075934522488826e-05
346,DemlData mean col_num _B,other,3.6945847477662265e-05
347,MagpieData mean MendeleevNumber _B,other,3.6247949053325064e-05
348,mendeleev_X_vdw_radius,other,3.619213388301896e-05
349,DemlData mean atom_num _B,other,3.5448705832612955e-05
350,DemlData range first_ioniz _B,other,3.491997135776225e-05
351,MagpieData mode Number _B,other,3.45789425769293e-05
352,MagpieData mode Electronegativity _B,electronegativity,3.4446794050383614e-05
353,DemlData std_dev first_ioniz _B,other,3.3698001640281845e-05
354,connection_onehot_corner_edge,other,3.278471139270057e-05
355,PymatgenData minimum atomic_mass _X,other,3.2302653080658404e-05
356,MagpieData mean Number _X,other,3.1373767396408516e-05
357,DemlData maximum melting_point _B,other,3.0159405027970703e-05
358,MagpieData mode AtomicWeight _X,other,2.9801212258569148e-05
359,MagpieData minimum Number _X,other,2.92581116749687e-05
360,MagpieData mode NsUnfilled _B,s_unfilled,2.9049791112233884e-05
361,MagpieData mode MeltingT _X,other,2.8768225551663453e-05
362,PymatgenData maximum atomic_radius _B,other,2.8499334975371913e-05
363,connection_binary_2,other,2.8399461507692356e-05
364,mendeleev_B_mass,other,2.8205494864636857e-05
365,MagpieData mode NUnfilled _B,unfilled,2.7621196907327898e-05
366,mendeleev_X_electrons,other,2.7587367117797447e-05
367,DemlData mean molar_vol _X,other,2.739579529325116e-05
368,MagpieData mode Column formula,other,2.732587448817254e-05
369,MagpieData mean AtomicWeight _B,other,2.726120134211422e-05
370,connection_onehot_face,other,2.6448493571604833e-05
371,DemlData mean atom_mass _X,other,2.6418575420820642e-05
372,MagpieData mean NpValence _X,p_valence,2.634996746111517e-05
373,PymatgenData minimum mendeleev_no _X,other,2.6216059179273147e-05
374,MagpieData avg_dev Electronegativity _B,electronegativity,2.6014210772375385e-05
375,DemlData mean atom_radius _B,other,2.563358756951165e-05
376,PymatgenData minimum melting_point _B,other,2.5556586393957192e-05
377,MagpieData mode Electronegativity _X,electronegativity,2.4755976425016182e-05
378,DemlData range electronegativity _B,other,2.468228716795757e-05
379,MagpieData mode NsValence _B,s_valence,2.4244530548549565e-05
380,connection_onehot_no_connection,other,2.3734072465696313e-05
381,mendeleev_B_electrons,other,2.303715999008995e-05
382,MagpieData range MeltingT _X,other,2.3026271568008305e-05
383,MagpieData minimum MendeleevNumber _B,other,2.29765028786321e-05
384,DemlData maximum atom_num _B,other,2.283862589225541e-05
385,MagpieData mean GSbandgap _B,bandgap,2.2765457429084946e-05
386,MagpieData mode Column _B,other,2.248814153536035e-05
387,PymatgenData minimum row _B,other,2.1903178995514906e-05
388,MagpieData range MendeleevNumber _B,other,2.1902655894102307e-05
389,MagpieData minimum AtomicWeight _X,other,2.1609959001623856e-05
390,DemlData minimum atom_mass formula,other,2.1296615429520036e-05
391,connection_binary_3,other,2.116195505746068e-05
392,MagpieData range MendeleevNumber _X,other,2.1153684126266476e-05
393,MagpieData range NpValence formula,p_valence,2.0980192898875705e-05
394,DemlData mean boiling_point _X,other,2.069227119640371e-05
395,DemlData minimum electronegativity _B,other,2.0272078151997167e-05
396,MagpieData maximum Column _X,other,1.97596258573475e-05
397,DemlData minimum first_ioniz _X,other,1.965867220888367e-05
398,DemlData mean atom_radius _X,other,1.9552552997633842e-05
399,MagpieData mode MendeleevNumber _B,other,1.953332535881268e-05
400,MagpieData mode CovalentRadius _X,covalent_radius,1.9523394594664733e-05
401,MagpieData maximum NUnfilled _X,unfilled,1.924482226805943e-05
402,MagpieData minimum NdValence _B,d_valence,1.9209217206986435e-05
403,MagpieData minimum NsValence _B,s_valence,1.903939558539762e-05
404,mendeleev_X_density,density,1.8746469897090205e-05
405,MagpieData minimum NpUnfilled _B,p_unfilled,1.857600122827788e-05
406,PymatgenData mean mendeleev_no _X,other,1.826115522270219e-05
407,MagpieData range Electronegativity _B,electronegativity,1.801359738293436e-05
408,DemlData range row_num formula,other,1.780836789030185e-05
409,PymatgenData minimum atomic_mass formula,other,1.7756135453826392e-05
410,DemlData minimum atom_mass _X,other,1.7700760192582714e-05
411,PymatgenData maximum row _B,other,1.7493386042925207e-05
412,is_centrosymmetric,other,1.702164561364342e-05
413,MagpieData mode NpValence _B,p_valence,1.664319563609191e-05
414,crystal_system_int,other,1.639023453886934e-05
415,MagpieData minimum NUnfilled _X,unfilled,1.5852329308221388e-05
416,PymatgenData range row formula,other,1.5690996554253128e-05
417,MagpieData minimum GSbandgap formula,bandgap,1.5524843078981345e-05
418,MagpieData maximum NsUnfilled _B,s_unfilled,1.5435574017621898e-05
419,MagpieData range GSmagmom _B,other,1.5216974880639592e-05
420,DemlData std_dev heat_fusion _B,other,1.5012153264510393e-05
421,MagpieData mode NValence _X,valence,1.4617781868354751e-05
422,pymatgen_X_melting_point,other,1.4424560830432118e-05
423,PymatgenData maximum melting_point _X,other,1.4342281516128254e-05
424,MagpieData range CovalentRadius _B,covalent_radius,1.4134833431225999e-05
425,DemlData minimum atom_mass _B,other,1.3823663477565963e-05
426,PymatgenData std_dev thermal_conductivity _B,other,1.3578274531439913e-05
427,MagpieData mode GSbandgap _B,bandgap,1.3506318190017753e-05
428,MagpieData mode AtomicWeight _B,other,1.346828582833219e-05
429,MagpieData minimum Column _X,other,1.3270125804428949e-05
430,PymatgenData maximum atomic_radius _X,other,1.3185422050254305e-05
431,MagpieData minimum AtomicWeight _B,other,1.2673092946259784e-05
432,MagpieData mean CovalentRadius _X,covalent_radius,1.2550827777772206e-05
433,MagpieData avg_dev MendeleevNumber _B,other,1.2548771158047139e-05
434,MagpieData mean NpValence _B,p_valence,1.2285053291464363e-05
435,MagpieData range Row formula,other,1.146985292899219e-05
436,MagpieData mode NdValence _B,d_valence,1.1423766547925387e-05
437,DemlData minimum row_num formula,other,1.1414978086932817e-05
438,PymatgenData range melting_point _B,other,1.1206787930633798e-05
439,MagpieData range NsValence formula,s_valence,1.0966222988205271e-05
440,MagpieData mean GSvolume_pa _X,volume,1.0608890607883791e-05
441,MagpieData mode SpaceGroupNumber _X,other,1.0581123296309488e-05
442,MagpieData mode NpValence _X,p_valence,1.0396056667433626e-05
443,MagpieData mode GSbandgap _X,bandgap,1.0350844348636557e-05
444,MagpieData mean Column _X,other,9.795567819496075e-06
445,MagpieData range SpaceGroupNumber _B,other,9.592199956251823e-06
446,DemlData range first_ioniz _X,other,9.523463296977808e-06
447,PymatgenData std_dev X _B,other,9.519410840378177e-06
448,MagpieData minimum Number _B,other,9.446857840941513e-06
449,MagpieData maximum MendeleevNumber _X,other,9.406152267073061e-06
450,MagpieData mean Column _B,other,9.313381637788456e-06
451,DemlData minimum atom_num formula,other,8.911995005906847e-06
452,MagpieData avg_dev CovalentRadius _B,covalent_radius,8.435511421763208e-06
453,DemlData mean atom_mass _B,other,8.350614253362475e-06
