rank,feature,family,importance
454,MagpieData minimum NsUnfilled _B,s_unfilled,7.899367731630042e-06
455,PymatgenData maximum thermal_conductivity _X,other,7.71182229889386e-06
456,PymatgenData maximum atomic_mass _X,other,7.496256981717197e-06
457,connection_binary_1,other,7.343304759747816e-06
458,MagpieData range NdValence _B,d_valence,7.311883395524049e-06
459,MagpieData range GSvolume_pa _B,volume,7.275637114934122e-06
460,MagpieData minimum MeltingT _X,other,6.9763092906492466e-06
461,PymatgenData mean group _B,other,6.964042722113979e-06
462,PymatgenData range block formula,other,6.7776913867443796e-06
463,PymatgenData mean melting_point _X,other,6.764163168754679e-06
464,DemlData maximum row_num _X,other,6.737428994325042e-06
465,MagpieData mode MendeleevNumber _X,other,6.687798724738802e-06
466,PymatgenData range thermal_conductivity _B,other,6.647662328894494e-06
467,PymatgenData maximum group _X,other,6.647295954299256e-06
468,PymatgenData minimum atomic_mass _B,other,6.4601091682963984e-06
469,MagpieData avg_dev SpaceGroupNumber _B,other,6.361327071866884e-06
470,DemlData std_dev boiling_point _B,other,6.345930681645293e-06
471,PymatgenData mean atomic_radius _X,other,6.319005363984064e-06
472,DemlData maximum col_num formula,other,6.27022050273896e-06
473,MagpieData maximum Column formula,other,5.934020192038793e-06
474,MagpieData mode NpValence formula,p_valence,5.784127733193725e-06
475,PymatgenData mean X _X,other,5.6402574352405115e-06
476,PymatgenData mean thermal_conductivity _X,other,5.428891883315759e-06
477,MagpieData minimum SpaceGroupNumber _X,other,5.396874263677585e-06
478,mendeleev_X_mass,other,5.2396065411556394e-06
479,MagpieData avg_dev GSmagmom _B,other,5.103865519952936e-06
480,MagpieData maximum AtomicWeight _X,other,4.946578946853437e-06
481,DemlData maximum col_num _B,other,4.7463029666279984e-06
482,MagpieData mode GSvolume_pa _X,volume,4.740078862478826e-06
483,connection_onehot_edge,other,4.611784168394748e-06
484,MagpieData range Electronegativity _X,electronegativity,4.584184047675992e-06
485,DemlData maximum boiling_point _X,other,4.582523953874699e-06
486,connection_onehot_corner_face,other,4.567672670368694e-06
487,DemlData range molar_vol _B,other,4.449263080351151e-06
488,DemlData maximum row_num formula,other,4.389704667531211e-06
489,PymatgenData minimum atomic_radius _X,other,4.3721654054804684e-06
490,MagpieData mode NUnfilled _X,unfilled,4.3616188129929496e-06
491,MagpieData maximum Electronegativity _X,electronegativity,4.282719792933914e-06
492,MagpieData avg_dev GSvolume_pa _X,volume,4.190099806305358e-06
493,MagpieData minimum NpValence _B,p_valence,4.1535578590194e-06
494,PymatgenData maximum mendeleev_no _X,other,4.073947814952532e-06
495,connection_onehot_corner_edge_face,other,3.995204561075675e-06
496,MagpieData minimum NdUnfilled _B,d_unfilled,3.995131494528572e-06
497,MagpieData range NUnfilled _B,unfilled,3.993016023238472e-06
498,MagpieData minimum Number formula,other,3.987567031005542e-06
499,MagpieData mode Row _X,other,3.913550952384255e-06
500,PymatgenData minimum melting_point _X,other,3.869070179805578e-06
501,MagpieData maximum NsUnfilled formula,s_unfilled,3.7896718646593295e-06
502,PymatgenData maximum X _X,other,3.768278433430823e-06
503,DemlData maximum electronegativity _X,other,3.721365693858558e-06
504,MagpieData avg_dev Number _X,other,3.700593369715992e-06
505,MagpieData minimum NpUnfilled _X,p_unfilled,3.6825281531517013e-06
506,PymatgenData maximum group formula,other,3.6330950305158032e-06
507,DemlData std_dev molar_vol _B,other,3.6200946596729614e-06
508,DemlData std_dev first_ioniz _X,other,3.540927692837528e-06
509,MagpieData mean NdUnfilled _B,d_unfilled,3.471221941699861e-06
510,pymatgen_X_boiling_point,other,3.452271844183287e-06
511,DemlData std_dev melting_point _B,other,3.4050257758486525e-06
512,DemlData std_dev boiling_point _X,other,3.3792837408251633e-06
513,MagpieData minimum Row _X,other,3.3653355082863393e-06
514,DemlData range melting_point _B,other,3.261442599513999e-06
515,MagpieData mode NdUnfilled _B,d_unfilled,3.13498612034675e-06
516,PymatgenData range X _X,other,3.1292279339085865e-06
517,MagpieData avg_dev GSbandgap _X,bandgap,2.959973699834804e-06
518,dimensionality,other,2.8860486093772744e-06
519,MagpieData range GSvolume_pa _X,volume,2.856318854561815e-06
520,PymatgenData maximum mendeleev_no formula,other,2.8224026339233053e-06
521,DemlData maximum atom_radius _X,other,2.815462630007474e-06
522,DemlData std_dev atom_num _B,other,2.7788387521550447e-06
523,PymatgenData mean block _B,other,2.6655097658090815e-06
524,MagpieData mode Row formula,other,2.5577273374256595e-06
525,DemlData mean atom_num _X,other,2.548529294280296e-06
526,PymatgenData range atomic_radius _X,other,2.513744204212717e-06
527,PymatgenData minimum group _B,other,2.436892112600371e-06
528,DemlData range boiling_point _B,other,2.422089418627087e-06
529,MagpieData avg_dev GSvolume_pa _B,volume,2.3833518594177e-06
530,PymatgenData std_dev atomic_radius _B,other,2.333199485766555e-06
531,DemlData range melting_point _X,other,2.331318734019528e-06
532,PymatgenData mean row _B,other,2.300576250790371e-06
533,MagpieData mean NsUnfilled _B,s_unfilled,2.2282659483721287e-06
534,MagpieData avg_dev AtomicWeight _B,other,2.224544356208811e-06
535,DemlData range atom_radius _B,other,2.1909270331730448e-06
536,MagpieData avg_dev NUnfilled _B,unfilled,2.167477576714479e-06
537,PymatgenData std_dev mendeleev_no _B,other,2.1581620933840337e-06
538,PymatgenData std_dev atomic_mass _B,other,2.128815950225095e-06
539,MagpieData avg_dev NpValence _X,p_valence,2.054993373621548e-06
540,PymatgenData maximum row formula,other,2.032375346056339e-06
541,MagpieData mode NValence formula,valence,2.028732376119044e-06
542,PymatgenData range group _X,other,1.986991540579324e-06
543,MagpieData maximum NValence _X,valence,1.9734833909962614e-06
544,DemlData std_dev col_num _B,other,1.968652191528948e-06
545,DemlData range boiling_point _X,other,1.964200274104883e-06
546,MagpieData mode NpUnfilled _B,p_unfilled,1.944754657840651e-06
547,DemlData maximum atom_mass _X,other,1.9092790789116635e-06
548,MagpieData avg_dev Column _X,other,1.893696571581594e-06
549,MagpieData minimum MendeleevNumber _X,other,1.8639570492785972e-06
550,PymatgenData maximum block _B,other,1.788611735777165e-06
551,MagpieData avg_dev Row _X,other,1.7804342425968563e-06
552,DemlData mean row_num _B,other,1.7729597960747545e-06
553,PymatgenData mean group _X,other,1.7313613961993939e-06
554,MagpieData mode NfValence _B,other,1.7022720247253295e-06
555,DemlData minimum atom_radius formula,other,1.677835967559718e-06
556,MagpieData range Number _B,other,1.6518583951389894e-06
557,MagpieData avg_dev Number _B,other,1.6352126152608679e-06
558,MagpieData range NpUnfilled _B,p_unfilled,1.6333967513822434e-06
559,DemlData std_dev electronegativity _B,other,1.6218049273280686e-06
560,DemlData std_dev atom_radius _B,other,1.6200797441070937e-06
561,MagpieData range NpValence _X,p_valence,1.6161489830664989e-06
562,MagpieData minimum Row _B,other,1.610567002311159e-06
563,DemlData minimum atom_radius _X,other,1.5636024371929687e-06
564,DemlData minimum melting_point _X,other,1.5543840136999775e-06
565,pymatgen_X_density_of_solid,density,1.5517253273163875e-06
566,PymatgenData range mendeleev_no _B,other,1.5476537643190625e-06
567,DemlData std_dev atom_mass _X,other,1.5408826550692807e-06
568,MagpieData mean Row _B,other,1.5222018836884436e-06
569,DemlData std_dev atom_mass _B,other,1.481736673724091e-06
570,DemlData std_dev col_num _X,other,1.4789474586502148e-06
571,MagpieData avg_dev NValence _B,valence,1.4641958118074918e-06
572,MagpieData range Column _B,other,1.4636494286742602e-06
573,PymatgenData std_dev melting_point _B,other,1.4612659827157394e-06
574,MagpieData range NValence _B,valence,1.4343709242391966e-06
575,MagpieData range AtomicWeight _X,other,1.4275257118040933e-06
576,DemlData mean row_num _X,other,1.407465975610955e-06
577,connection_onehot_edge_face,other,1.391411487935299e-06
578,MagpieData range MeltingT _B,other,1.3719311648047934e-06
579,MagpieData avg_dev NdUnfilled _B,d_unfilled,1.3644736117021572e-06
580,DemlData maximum col_num _X,other,1.3620314954046554e-06
581,MagpieData minimum CovalentRadius _X,covalent_radius,1.346038784955412e-06
582,MagpieData range GSbandgap _B,bandgap,1.3361924835291239e-06
583,MagpieData minimum AtomicWeight formula,other,1.3308295627796325e-06
584,PymatgenData std_dev mendeleev_no _X,other,1.289821516258673e-06
585,MagpieData mode GSmagmom formula,other,1.2880650606622661e-06
586,MagpieData range AtomicWeight _B,other,1.284487243777285e-06
587,MagpieData avg_dev NfValence _B,other,1.2564099481923021e-06
588,PymatgenData range atomic_radius _B,other,1.222472123632782e-06
589,MagpieData maximum Row formula,other,1.204558827782565e-06
590,MagpieData avg_dev NdValence _B,d_valence,1.1636320358733208e-06
591,DemlData std_dev molar_vol _X,other,1.1412099444623744e-06
592,MagpieData avg_dev SpaceGroupNumber _X,other,1.12266773379288e-06
593,MagpieData avg_dev Column _B,other,1.11068178374785e-06
594,MagpieData avg_dev Electronegativity _X,electronegativity,1.0807774110070827e-06
595,MagpieData minimum NpUnfilled formula,p_unfilled,1.0716059820042944e-06
596,MagpieData mode Column _X,other,9.559046606818444e-07
597,DemlData range electronegativity _X,other,9.400104594515792e-07
598,MagpieData avg_dev MeltingT _B,other,9.265838602502837e-07
599,MagpieData mean NsUnfilled _X,s_unfilled,9.076003134774865e-07
600,PymatgenData range atomic_mass _B,other,9.029523930665743e-07
601,MagpieData range NdUnfilled _B,d_unfilled,8.459654978453652e-07
602,MagpieData minimum NpValence _X,p_valence,8.409691411565039e-07
603,MagpieData avg_dev NpUnfilled _X,p_unfilled,8.367335346114709e-07
604,PymatgenData std_dev group _B,other,8.280369880364261e-07
605,pymatgen_X_poissons_ratio,other,8.127580428074116e-07
606,PymatgenData range mendeleev_no _X,other,8.108532491589235e-07
607,MagpieData maximum NpValence _X,p_valence,8.097274709874758e-07
608,MagpieData range NpUnfilled _X,p_unfilled,7.86360917751181e-07
609,DemlData minimum row_num _B,other,7.562874347338537e-07
610,MagpieData mean MeltingT _X,other,7.221329182710766e-07
611,MagpieData minimum NpValence formula,p_valence,6.956522927157163e-07
612,PymatgenData minimum atomic_radius formula,other,6.937343998356041e-07
613,PymatgenData std_dev melting_point _X,other,6.799480159154699e-07
614,MagpieData avg_dev MendeleevNumber _X,other,6.565883707785555e-07
615,PymatgenData std_dev group _X,other,6.380585794038601e-07
616,PymatgenData std_dev X _X,other,6.35866619092821e-07
617,DemlData maximum melting_point _X,other,6.308800427454375e-07
618,DemlData range atom_num _X,other,6.193413074130653e-07
619,DemlData range col_num _B,other,5.840094957459408e-07
620,PymatgenData range block _B,other,5.400738002169617e-07
621,MagpieData avg_dev NpUnfilled _B,p_unfilled,5.279084489348919e-07
622,PymatgenData minimum row formula,other,5.036552153763912e-07
623,MagpieData mode Row _B,other,4.937718650015386e-07
624,DemlData maximum row_num _B,other,4.907191699148155e-07
625,PymatgenData minimum row _X,other,4.789641541663358e-07
626,DemlData minimum col_num _X,other,4.65351742487387e-07
627,DemlData range atom_mass _B,other,4.6527479293406956e-07
628,DemlData mean melting_point _X,other,4.6478326483147946e-07
629,MagpieData mode NsUnfilled formula,s_unfilled,4.6466888362727926e-07
630,MagpieData range GSbandgap _X,bandgap,4.631650511291657e-07
631,MagpieData maximum Row _B,other,4.487840689012987e-07
632,DemlData mean col_num _X,other,4.4818048583965523e-07
633,MagpieData range NValence _X,valence,4.384561520460378e-07
634,MagpieData maximum GSvolume_pa _X,volume,4.312775214592386e-07
635,PymatgenData mean row _X,other,4.290530353730049e-07
636,MagpieData minimum GSvolume_pa _X,volume,4.1384215573648216e-07
637,PymatgenData range atomic_mass _X,other,4.084198678443609e-07
638,DemlData range molar_vol _X,other,3.680184740845788e-07
639,MagpieData range NpValence _B,p_valence,3.656717572539709e-07
640,MagpieData range Number _X,other,3.644316994445451e-07
641,MagpieData avg_dev NUnfilled _X,unfilled,3.57993293000399e-07
642,MagpieData range NfValence formula,other,3.437849441454154e-07
643,PymatgenData std_dev block _B,other,3.3938207571738716e-07
644,DemlData range col_num _X,other,3.3409821581555164e-07
645,DemlData range atom_num _B,other,3.190859418512251e-07
646,MagpieData avg_dev Row _B,other,3.1443884701494283e-07
647,DemlData range row_num _B,other,2.923177946755422e-07
648,PymatgenData range group _B,other,2.886805783814007e-07
649,PymatgenData minimum block formula,other,2.7828154850082097e-07
650,DemlData minimum col_num _B,other,2.646940391399206e-07
651,PymatgenData std_dev atomic_mass _X,other,2.525416220187345e-07
652,MagpieData mode NdValence _X,d_valence,2.499268571130446e-07
653,MagpieData range Row _B,other,2.422024874459673e-07
654,MagpieData maximum NfValence formula,other,2.3694790041815403e-07
655,PymatgenData maximum row _X,other,2.352399683117477e-07
656,DemlData std_dev electronegativity _X,other,2.2792158351541708e-07
657,MagpieData avg_dev NsValence _B,s_valence,2.2119497371536477e-07
658,MagpieData range NsUnfilled formula,s_unfilled,2.1564017045729728e-07
659,MagpieData minimum GSbandgap _B,bandgap,1.9567899985835922e-07
660,DemlData std_dev row_num _X,other,1.9175135303889948e-07
661,MagpieData avg_dev MeltingT _X,other,1.8885254882991878e-07
662,DemlData range row_num _X,other,1.8712571848038617e-07
663,DemlData maximum atom_num _X,other,1.7736239948743243e-07
664,DemlData range atom_mass _X,other,1.7704756885320136e-07
665,MagpieData minimum CovalentRadius formula,covalent_radius,1.7548911828874183e-07
666,MagpieData maximum NpValence _B,p_valence,1.7348501504425966e-07
667,PymatgenData range thermal_conductivity _X,other,1.6690118387175667e-07
668,DemlData range atom_radius _X,other,1.5564383563730663e-07
669,MagpieData avg_dev NValence _X,valence,1.5436491588990944e-07
670,MagpieData avg_dev NsUnfilled _B,s_unfilled,1.4790837400154778e-07
671,MagpieData mean NdValence _X,d_valence,1.4563751184891823e-07
672,MagpieData maximum MeltingT _X,other,1.4509801911717026e-07
673,DemlData std_dev melting_point _X,other,1.1601823052384627e-07
674,PymatgenData std_dev row _X,other,1.1417519469688437e-07
675,MagpieData minimum NValence _X,valence,1.1195250158784734e-07
676,MagpieData avg_dev AtomicWeight _X,other,1.0436371756977277e-07
677,MagpieData maximum GSbandgap _B,bandgap,1.0251374614075478e-07
678,PymatgenData minimum block _B,other,9.780662995992587e-08
679,MagpieData minimum NdValence _X,d_valence,9.499440738842769e-08
680,DemlData std_dev row_num _B,other,9.02319199955754e-08
681,MagpieData mode NdValence formula,d_valence,8.735456008060337e-08
682,MagpieData maximum NfValence _B,other,8.527173957137762e-08
683,MagpieData minimum Row formula,other,8.393948249462939e-08
684,PymatgenData std_dev atomic_radius _X,other,7.652536021121604e-08
685,MagpieData avg_dev NpValence _B,p_valence,7.600376810177814e-08
686,MagpieData range Row _X,other,7.351309788743421e-08
687,MagpieData range NUnfilled _X,unfilled,6.921307081326349e-08
688,MagpieData range NsUnfilled _B,s_unfilled,6.547017295993629e-08
689,MagpieData range NsValence _B,s_valence,6.530970242339012e-08
690,MagpieData avg_dev CovalentRadius _X,covalent_radius,6.095809448517776e-08
691,MagpieData avg_dev NdValence _X,d_valence,5.483520891214398e-08
692,DemlData std_dev atom_radius _X,other,5.4696872915620536e-08
693,MagpieData range NfValence _B,other,4.8867893457712855e-08
694,MagpieData mean NfValence _B,other,4.857812422569345e-08
695,PymatgenData range row _X,other,4.606115177288276e-08
696,PymatgenData minimum group _X,other,4.556700597665647e-08
697,MagpieData maximum NdUnfilled _X,d_unfilled,4.4040955234778315e-08
698,MagpieData range Column _X,other,4.3958020175179564e-08
699,PymatgenData range block _X,other,3.698469708438792e-08
700,PymatgenData std_dev row _B,other,3.403522201287233e-08
701,DemlData minimum row_num _X,other,2.8471085725162427e-08
702,DemlData std_dev atom_num _X,other,2.2483577210606205e-08
703,PymatgenData range row _B,other,2.104595089187912e-08
704,MagpieData range NdUnfilled _X,d_unfilled,1.921702406567959e-08
705,MagpieData mode NsUnfilled _X,s_unfilled,1.8373541407530512e-08
706,MagpieData minimum NsValence _X,s_valence,1.8215167573798364e-08
707,PymatgenData range melting_point _X,other,1.739622608157635e-08
708,MagpieData maximum Row _X,other,1.4283826311168205e-08
709,MagpieData mode NfValence _X,other,1.3978064146683784e-08
710,MagpieData minimum NfValence _B,other,8.854751573037994e-09
711,MagpieData mean NfValence _X,other,8.518816916343227e-09
712,MagpieData range NdValence _X,d_valence,7.87629134330636e-09
713,PymatgenData minimum block _X,other,6.4853618509445635e-09
714,MagpieData minimum NsUnfilled _X,s_unfilled,3.2219114399749024e-09
715,MagpieData avg_dev GSbandgap _B,bandgap,3.1948364339980457e-09
716,PymatgenData mean block _X,other,3.184919694176548e-09
717,MagpieData mean NsValence _X,s_valence,2.765055471836421e-09
718,MagpieData maximum NsValence _X,s_valence,2.2226917918815813e-09
719,MagpieData range CovalentRadius _X,covalent_radius,1.9176105313473064e-09
720,PymatgenData std_dev block _X,other,1.8297145078125752e-09
721,MagpieData maximum NdValence _X,d_valence,1.7245866021177336e-09
722,MagpieData mode NdUnfilled _X,d_unfilled,1.4422982858438299e-09
723,PymatgenData std_dev thermal_conductivity _X,other,1.2897414844969927e-09
724,MagpieData minimum NdUnfilled _X,d_unfilled,2.9474816459289193e-10
725,MagpieData maximum NsUnfilled _X,s_unfilled,1.59772460219833e-10
726,MagpieData mode NsValence _X,s_valence,1.5194997081235043e-10
727,MagpieData avg_dev NfValence _X,other,7.526833702159225e-11
728,MagpieData range GSmagmom _X,other,5.432350273667527e-11
729,PymatgenData maximum block _X,other,3.461560577905102e-11
730,MagpieData minimum GSmagmom _X,other,2.686347402870338e-11
731,MagpieData avg_dev NdUnfilled _X,d_unfilled,1.5529881956843057e-11
732,MagpieData mode GSmagmom _X,other,0.0
733,MagpieData maximum GSmagmom _X,other,0.0
734,connection_onehot_unknown,other,0.0
735,MagpieData avg_dev NsUnfilled _X,s_unfilled,0.0
736,connection_binary_0,other,0.0
737,MagpieData mode NfValence formula,other,0.0
738,MagpieData range NsUnfilled _X,s_unfilled,0.0
739,MagpieData range NfValence _X,other,0.0
740,MagpieData mode NdUnfilled formula,d_unfilled,0.0
741,MagpieData maximum NfValence _X,other,0.0
742,MagpieData minimum NfValence _X,other,0.0
743,MagpieData avg_dev NsValence _X,s_valence,0.0
744,MagpieData mean GSmagmom _X,other,0.0
745,MagpieData mean NdUnfilled _X,d_unfilled,0.0
746,MagpieData range NsValence _X,s_valence,0.0
747,MagpieData avg_dev GSmagmom _X,other,0.0
