mean_mae,std_mae,mean_mse,std_mse,mean_rmse,std_rmse,mean_r2,std_r2,n_features
0.0816179297578183,0.011213753200261148,0.02297226604097735,0.012285065918562784,0.14718557453557796,0.036175581399739566,0.970651844301362,0.015070972596543799,400
