split_id,mae,mse,rmse,r2
1,0.0685956793714463,0.013138819021664971,0.11462468766223519,0.9820093202056944
2,0.07952595693174815,0.0200412454600912,0.14156710585475427,0.9753130859151045
3,0.08124389923415042,0.019980179208941896,0.14135126178758325,0.9752144603342687
4,0.07697991374287735,0.016085635529019437,0.12682915882800547,0.9780151592801237
5,0.10456759169852498,0.046247678016301294,0.21505273310586243,0.9418506982233473
