mean_mae,std_mae,mean_mse,std_mse,mean_rmse,std_rmse,mean_r2,std_r2
0.08108302965124063,0.010674197939974192,0.022808248772569782,0.011660064476113863,0.14707217301574643,0.03432236438528277,0.9708184822469372,0.014300577935753421
