split_id,mae,mse,rmse,r2
1,0.07061208482321531,0.014008666699187674,0.11835821348426849,0.9808182579793006
2,0.07502040374930066,0.017964751252576447,0.13403264994984038,0.9778709226623655
3,0.08284585021720184,0.01830821432247644,0.1353078501879194,0.9772885434333158
4,0.07655166026695648,0.01611837944262548,0.1269581798964741,0.9779704069466597
5,0.10271044704320824,0.04740460853774086,0.21772599417097827,0.9403960370400962
