mean_mae,std_mae,mean_mse,std_mse,mean_rmse,std_rmse,mean_r2,std_r2,n_features
0.08088504169943436,0.011410224539742053,0.023177602959973197,0.011916532014847206,0.148063940649589,0.03542135569523266,0.9703769991879545,0.014612071229780898,100
