split_id,mae,mse,rmse,r2
1,0.06822122244634143,0.01309808640392498,0.1144468715340222,0.9820650944333276
2,0.07780369967565413,0.01781928241062697,0.13348888497034864,0.9780501119652653
3,0.07766884117256397,0.015802891864277496,0.1257095535919108,0.9803964119120604
4,0.0791173319887272,0.01715088245315265,0.1309613777155412,0.9765592463998302
5,0.10256910533204149,0.03993352190073317,0.19983373564224127,0.9497897729007755
