mean_mae,std_mae,mean_mse,std_mse,mean_rmse,std_rmse,mean_r2,std_r2,n_features
0.080711875025611,0.009812036055878572,0.020066874788280578,0.008434446466476446,0.13908790654601363,0.0268594311355984,0.9742119162470099,0.010346836141994753,50
