mean_mae,std_mae,mean_mse,std_mse,mean_rmse,std_rmse,mean_r2,std_r2
0.08218260819574943,0.012005824597413244,0.02309871144720376,0.011860275593451831,0.14788498944768813,0.0350534070135976,0.9704805447917078,0.014526627981995487
