split_id,mae,mse,rmse,r2
1,0.07199148311591821,0.015246992472798223,0.12347871263014619,0.9791226472522384
2,0.08004582894241809,0.019104020456518937,0.1382172943466878,0.9764675647216976
3,0.07631078528296655,0.014988854892525418,0.12242897897362952,0.9814062299643281
4,0.0783429398900485,0.01677361556802412,0.12951299381924625,0.9770748711858992
5,0.10181070703829692,0.03597129674863766,0.18966100481816936,0.9547716581749948
