rank,feature,family,importance
127,PymatgenData std_dev mendeleev_no formula,other,0.0004477766662416618
128,pymatgen_X_thermal_conductivity,other,0.00044761915612371255
129,MagpieData maximum SpaceGroupNumber _X,other,0.0004398257504627263
130,MagpieData mean Electronegativity formula,electronegativity,0.0004357140622531285
131,DemlData mean electronegativity formula,other,0.0004355209884786515
132,PymatgenData mean thermal_conductivity formula,other,0.00042699219329483284
133,MagpieData mean GSmagmom formula,other,0.00042225602809356874
134,atom_num,other,0.0004157057325400444
135,PymatgenData range thermal_conductivity formula,other,0.00041494633201322087
136,MagpieData mode SpaceGroupNumber _B,other,0.00040941880660807817
137,MagpieData mean Electronegativity _B,electronegativity,0.00040552370173379886
138,MagpieData avg_dev NpUnfilled formula,p_unfilled,0.00040480732677658407
139,mean ordering parameter shell 2,other,0.0004033530716933007
140,PymatgenData maximum X _B,other,0.0004026299532103386
141,DemlData minimum col_num formula,other,0.00039712826153678725
142,MagpieData mode GSvolume_pa _B,volume,0.0003964621703398122
143,MagpieData minimum GSvolume_pa _B,volume,0.00039167182790888176
144,local_difference_in_NdValence,local_difference:d_valence,0.00038233919374617946
145,MagpieData avg_dev NdUnfilled formula,d_unfilled,0.00037559682423060853
146,MagpieData mode GSvolume_pa formula,volume,0.0003741499830181098
147,PymatgenData mean melting_point formula,other,0.000372609130881929
148,max packing efficiency,other,0.00037240344549143936
149,MagpieData range GSvolume_pa formula,volume,0.0003717615723440954
150,MagpieData avg_dev GSvolume_pa formula,volume,0.00036848984482968023
151,MagpieData minimum Column formula,other,0.00036365476140858086
152,mendeleev_X_electron_affinity,other,0.0003568177602483516
153,packing fraction,packing_fraction,0.00034872451563729357
154,DemlData std_dev molar_vol formula,other,0.00034871125807735666
155,MagpieData avg_dev Row formula,other,0.0003447623017213073
156,range neighbor distance variation,neighbor_distance,0.00034039724313655515
157,PymatgenData minimum thermal_conductivity _B,other,0.00033100476777335995
158,MagpieData minimum GSvolume_pa formula,volume,0.0003149185653838139
159,mean absolute deviation in relative cell size,other,0.0003038691248218015
160,MagpieData mean MendeleevNumber formula,other,0.00030032325499052665
161,MagpieData maximum GSbandgap _X,bandgap,0.00029912506516560546
162,pymatgen_B_boiling_point,other,0.00029680279670934095
163,MagpieData maximum NdValence _B,d_valence,0.00029651166644967887
164,MagpieData minimum SpaceGroupNumber formula,other,0.000295669803132708
165,DemlData maximum molar_vol _B,other,0.0002893639771550308
166,MagpieData minimum CovalentRadius _B,covalent_radius,0.00028118446939370134
167,DemlData std_dev melting_point formula,other,0.00028039595129772957
168,DemlData std_dev row_num formula,other,0.0002777847890464944
169,MagpieData maximum Electronegativity formula,electronegativity,0.0002731132803509535
170,MagpieData minimum SpaceGroupNumber _B,other,0.00027129696050571573
171,mean absolute deviation in relative bond length,other,0.0002676203255294479
172,DemlData std_dev col_num formula,other,0.00026595593932984195
173,structural complexity per cell,other,0.0002656111472468412
174,MagpieData mode NUnfilled _B,unfilled,0.0002649947731950002
175,PymatgenData maximum thermal_conductivity formula,other,0.00026238611370956144
176,structural complexity per atom,other,0.00025693455662718277
177,MagpieData mean NUnfilled _B,unfilled,0.0002547502308259313
178,DemlData mean col_num formula,other,0.00025418705121696287
179,PymatgenData std_dev atomic_radius formula,other,0.00025116570422425267
180,mean ordering parameter shell 1,other,0.0002510399592601853
181,MagpieData avg_dev Column formula,other,0.00024824279572540676
182,MagpieData mode CovalentRadius formula,covalent_radius,0.0002467225176439297
183,DemlData maximum electronegativity formula,other,0.00024608556519595324
184,PymatgenData range melting_point formula,other,0.00024561149225244856
185,MagpieData minimum NdValence formula,d_valence,0.00024145260943836928
186,MagpieData mean GSvolume_pa _B,volume,0.00023862049787376003
187,PymatgenData minimum group formula,other,0.00023831761417818985
188,PymatgenData mean row formula,other,0.00023633983558395198
189,DemlData minimum boiling_point formula,other,0.00023294607376349576
190,pymatgen_B_thermal_conductivity,other,0.00023268384527005002
191,MagpieData mean CovalentRadius _B,covalent_radius,0.00022863671067812626
192,DemlData maximum first_ioniz _B,other,0.00022844364306892634
193,DemlData mean melting_point formula,other,0.00022819883993717774
194,PymatgenData mean thermal_conductivity _B,other,0.00022571557085008528
195,MagpieData maximum CovalentRadius _X,covalent_radius,0.00022164687848975928
196,DemlData minimum electronegativity _X,other,0.0002213624671488705
197,spacegroup_num,other,0.00022069125519732146
198,PymatgenData std_dev row formula,other,0.00021889012265943725
199,connection_label,other,0.0002154020767793877
200,PymatgenData std_dev melting_point formula,other,0.00021509895500843937
201,MagpieData mean Column formula,other,0.00021494023325192746
202,MagpieData mean Electronegativity _X,electronegativity,0.00021443271909501335
203,PymatgenData std_dev group formula,other,0.00020914274697550337
204,MagpieData mean SpaceGroupNumber _B,other,0.00019931780102626866
205,MagpieData mean NsValence _B,s_valence,0.00019796649708624564
206,MagpieData mode Column _B,other,0.00019765072799811023
207,MagpieData mean GSvolume_pa formula,volume,0.00019609248280595166
208,DemlData std_dev atom_mass formula,other,0.00019341990281667947
209,DemlData mean row_num formula,other,0.00019010345011504228
210,mendeleev_B_electrophilicity,other,0.00018766805629366262
211,MagpieData maximum AtomicWeight _B,other,0.00018421584020907253
212,MagpieData mean NfValence formula,other,0.00018223673320523845
213,PymatgenData maximum thermal_conductivity _B,other,0.00017917826556061088
214,MagpieData mean Row formula,other,0.00017915457249975463
215,DemlData mean molar_vol _B,other,0.0001775748329464858
216,DemlData std_dev atom_radius formula,other,0.0001754192493801596
217,MagpieData range MeltingT formula,other,0.00017344589078206214
218,DemlData minimum boiling_point _B,other,0.00017262574334143732
219,PymatgenData maximum X formula,other,0.0001707833960104711
220,PymatgenData mean mendeleev_no _B,other,0.00016878931906922823
221,DemlData maximum boiling_point formula,other,0.00016675510108679306
222,MagpieData minimum Electronegativity _X,electronegativity,0.00016458475452357105
223,MagpieData mode CovalentRadius _B,covalent_radius,0.000162642938074235
224,PymatgenData maximum melting_point formula,other,0.00015946261898416844
225,DemlData range melting_point formula,other,0.00015892516613794823
226,connection_onehot_corner,other,0.00015713443689776562
227,DemlData maximum melting_point _B,other,0.00015626690452084734
228,DemlData mean electronegativity _B,other,0.00015512816800480672
229,MagpieData maximum GSvolume_pa formula,volume,0.00015495572941924275
230,DemlData mean first_ioniz _B,other,0.00015470925415918827
231,DemlData minimum atom_radius _B,other,0.00015205496917410582
232,PymatgenData minimum melting_point _B,other,0.0001504665329618901
233,DemlData std_dev atom_num formula,other,0.00014934836899142874
234,MagpieData mean MeltingT formula,other,0.00014780277337913964
235,DemlData maximum melting_point formula,other,0.00014671397508730585
236,MagpieData minimum Electronegativity formula,electronegativity,0.00014511902054742572
237,MagpieData mode GSmagmom _B,other,0.0001432919741738378
238,DemlData range col_num formula,other,0.0001401657045844682
239,PymatgenData std_dev atomic_mass formula,other,0.00013891741117158808
240,MagpieData mode NpUnfilled formula,p_unfilled,0.0001369945150640897
241,PymatgenData maximum block formula,other,0.00013406404751116377
242,pymatgen_B_density_of_solid,density,0.00013302955188907993
243,PymatgenData mean melting_point _B,other,0.00013289874301655307
244,MagpieData avg_dev AtomicWeight formula,other,0.0001319775269812547
245,DemlData mean boiling_point _B,other,0.0001300053190479468
246,MagpieData mode AtomicWeight _X,other,0.00012977026577455614
247,PymatgenData minimum mendeleev_no _B,other,0.00012620623879997834
248,MagpieData mode NpUnfilled _X,p_unfilled,0.00012555353298153037
249,MagpieData minimum Number _X,other,0.0001236197749030106
250,MagpieData maximum Number formula,other,0.00012195198429528781
251,MagpieData mean AtomicWeight formula,other,0.00012142953406540639
252,PymatgenData mean atomic_mass formula,other,0.00012027046239952974
253,MagpieData range AtomicWeight formula,other,0.00011791568518889259
254,DemlData minimum molar_vol _X,other,0.00011507071833548278
255,PymatgenData range atomic_mass formula,other,0.00011504211562595762
256,PymatgenData mean group formula,other,0.00011422326690510203
257,PymatgenData maximum atomic_mass formula,other,0.00011314099426679592
258,n_symmetry_ops,other,0.0001126727062263901
259,MagpieData maximum MendeleevNumber _B,other,0.00011221108495611514
260,DemlData maximum atom_mass formula,other,0.0001104881637597204
261,X_ionic_radius,ionic_radius,0.00010995493467547757
262,DemlData mean atom_mass formula,other,0.0001078406425782683
263,PymatgenData range group formula,other,0.00010623726288102955
264,DemlData maximum first_ioniz formula,other,0.00010567157221374213
265,MagpieData maximum Column _B,other,0.00010419843417687346
266,DemlData minimum first_ioniz _B,other,0.00010274553007676981
267,DemlData mean electronegativity _X,other,0.00010215623357127237
268,MagpieData avg_dev Number formula,other,9.913087040401658e-05
269,DemlData mean first_ioniz _X,other,9.845048750801301e-05
270,MagpieData mean NdUnfilled formula,d_unfilled,9.826207505400356e-05
271,DemlData maximum atom_num _B,other,9.731283367187865e-05
272,DemlData mean atom_num formula,other,9.495994653774336e-05
273,DemlData maximum atom_num formula,other,9.402675551150691e-05
274,MagpieData mean NpUnfilled _B,p_unfilled,9.344777054429835e-05
275,PymatgenData minimum atomic_radius _B,other,9.274493175510821e-05
276,DemlData mean molar_vol _X,other,9.249851807445232e-05
277,MagpieData mode AtomicWeight formula,other,9.127020030128384e-05
278,PymatgenData minimum melting_point formula,other,8.937897954301217e-05
279,mendeleev_B_vdw_radius,other,8.934574304679828e-05
280,DemlData minimum electronegativity formula,other,8.896183578175918e-05
281,PymatgenData minimum X formula,other,8.71574563616933e-05
282,MagpieData mean NValence _B,valence,8.702371385480393e-05
283,MagpieData maximum AtomicWeight formula,other,8.473414547307561e-05
284,DemlData range atom_mass formula,other,8.463779960296183e-05
285,mendeleev_X_vdw_radius,other,8.449992788096047e-05
286,MagpieData mean NdValence _B,d_valence,8.346366568395319e-05
287,MagpieData mode Number formula,other,8.306770020527734e-05
288,PymatgenData minimum thermal_conductivity _X,other,8.126958862448888e-05
289,MagpieData minimum MeltingT formula,other,8.124806008087005e-05
290,MagpieData range NpUnfilled formula,p_unfilled,7.10811371877334e-05
291,MagpieData mean Number formula,other,7.081959246895248e-05
292,pymatgen_B_melting_point,other,6.995025746804603e-05
293,MagpieData range Column formula,other,6.816569280868704e-05
294,mendeleev_X_electrophilicity,other,6.746414301346232e-05
295,DemlData minimum melting_point formula,other,6.347744974125536e-05
296,MagpieData maximum SpaceGroupNumber formula,other,5.986881725516292e-05
297,MagpieData mode NUnfilled formula,unfilled,5.250057587627804e-05
298,MagpieData mean MendeleevNumber _X,other,4.7504636173794895e-05
299,PymatgenData minimum X _X,other,2.9742410524976996e-05
300,DemlData mean boiling_point _X,other,1.5495276132230908e-05
