split_id,mae,mse,rmse,r2
1,0.06662230324989779,0.012308853272810885,0.11094527152074073,0.9831457730332472
2,0.07810498131164614,0.020880404859315842,0.14450053584439002,0.9742794048480549
3,0.08125887715865492,0.0191837042594832,0.13850524993473426,0.9762024925859382
4,0.07695688188275535,0.017207089014002353,0.13117579431435647,0.976482426787359
5,0.10148216489421762,0.046307963394253714,0.21519285163372345,0.941774898685173
