mean_mae,std_mae,mean_mse,std_mse,mean_rmse,std_rmse,mean_r2,std_r2,feature_set,n_features
0.080711875025611,0.009812036055878572,0.020066874788280578,0.008434446466476446,0.13908790654601363,0.0268594311355984,0.9742119162470099,0.010346836141994753,stage3_50,50
0.08267571285012856,0.010532742015586117,0.0206329780020763,0.008657614842755516,0.14097161519347096,0.027567765811183382,0.9735556273431684,0.010512675459795631,automated_rfe_38,38
0.08479598221168427,0.009645241333964535,0.020899005938687893,0.009771003079036064,0.14140396267336983,0.030065350138591844,0.9731861254382865,0.011999632731592547,manuscript_final_34,34
