mean_mae,std_mae,mean_mse,std_mse,mean_rmse,std_rmse,mean_r2,std_r2
0.08170034885392966,0.010409088401930982,0.020416956027700873,0.00791363443526297,0.14065979691757582,0.025135185672821244,0.9737685942598316,0.009655038600413245
