mean_mae,std_mae,mean_mse,std_mse,mean_rmse,std_rmse,mean_r2,std_r2,n_features,stage,level1_template_candidates,level1_optional_candidates,level2_template_candidates,level2_optional_candidates
0.0816179297578183,0.011213753200261148,0.02297226604097735,0.012285065918562784,0.14718557453557796,0.036175581399739566,0.970651844301362,0.015070972596543799,400,stage1_base_1,,,,
0.08100386189483287,0.01117760603238544,0.02244749961306111,0.011281971190959328,0.14594727274675467,0.03386581153383918,0.971305966809377,0.013804778557254921,300,stage1_base_2,,,,
0.08108302965124063,0.010674197939974192,0.022808248772569782,0.011660064476113863,0.14707217301574643,0.03432236438528277,0.9708184822469372,0.014300577935753421,200,stage1_base_3,,,,
0.08088504169943436,0.011410224539742053,0.023177602959973197,0.011916532014847206,0.148063940649589,0.03542135569523266,0.9703769991879545,0.014612071229780898,100,stage1_base_4,,,,
0.0815480892199765,0.01128450924317975,0.022760924050921384,0.01241665405934672,0.14647657753789614,0.0361322056302419,0.9708688336123477,0.015285657625630389,50,stage1_base_5,,,,
0.08107604012306566,0.011431114939730924,0.020760933006543053,0.009721885909182057,0.14088808469081282,0.030190736968437968,0.9733721275222518,0.011942168643826166,50,stage2_first_order,16.0,50.0,,
0.080711875025611,0.009812036055878572,0.020066874788280578,0.008434446466476446,0.13908790654601363,0.0268594311355984,0.9742119162470099,0.010346836141994753,50,stage3_second_order,,,6.0,3.0
