split_id,mae,mse,rmse,r2
1,0.07304281210720612,0.016687879525168658,0.12918157579611986,0.9771496740697772
2,0.08152754554505537,0.019033092582998137,0.13796047471286166,0.976554934058265
3,0.07199991631607827,0.012113980834408443,0.11006353090105933,0.9849725295583552
4,0.07620435929242547,0.015656486627631444,0.12512588312428186,0.978601693161555
5,0.10230347103539772,0.03762220598530166,0.19396444515761557,0.9526958951631782
