split_id,mae,mse,rmse,r2
1,0.07051385049558762,0.013932391378022716,0.11803555133104059,0.9809227000054084
2,0.07575005462793744,0.01857742782316761,0.13629903823273154,0.9771162243632937
3,0.08142253234683292,0.01961734340186885,0.14006192702468737,0.9756645604657196
4,0.07644801505028055,0.01612266614040858,0.1269750610962979,0.9779645481562
5,0.10128069573556465,0.04579141511938115,0.21398928739397483,0.9424243782440642
