mean_mae,std_mae,mean_mse,std_mse,mean_rmse,std_rmse,mean_r2,std_r2,n_features
0.0815480892199765,0.01128450924317975,0.022760924050921384,0.01241665405934672,0.14647657753789614,0.0361322056302419,0.9708688336123477,0.015285657625630389,50
