split_id,mae,mse,rmse,r2
1,0.070829828030294,0.015058928210566707,0.1227148247383612,0.9793801592795356
2,0.0785433185618129,0.018324540628051937,0.1353681669671712,0.9774277321720984
3,0.0759639382616326,0.013822588340619895,0.11756950429690471,0.982852991055947
4,0.07873366019313623,0.01646060263775268,0.12829888011106208,0.9775026776846144
5,0.09948863008117932,0.036667714124411666,0.191488156616569,0.9538960210428534
