mean_mae,std_mae,mean_mse,std_mse,mean_rmse,std_rmse,mean_r2,std_r2
0.08100386189483287,0.01117760603238544,0.02244749961306111,0.011281971190959328,0.14594727274675467,0.03386581153383918,0.971305966809377,0.013804778557254921
