split_id,mae,mse,rmse,r2
1,0.06923152777335174,0.012996411545360064,0.11400180500921932,0.9822043154562031
2,0.0775900731514936,0.019901148078752484,0.14107142899521677,0.9754856586238972
3,0.07986881571183052,0.019112198789907758,0.13824687623924006,0.9762911955767345
4,0.0761265407310426,0.015762272320228414,0.12554788855344567,0.978457111892261
5,0.1022023521064459,0.04446546733105683,0.21086836493665148,0.9440915524977895
