formation_energy,MagpieData avg_dev Electronegativity formula,PymatgenData std_dev X formula,DemlData std_dev electronegativity formula,(coval_r_B_coval_r_X)/(B_ionic_radius),MagpieData avg_dev NdValence formula,MagpieData range CovalentRadius formula,MagpieData mean NdValence formula,local_difference_in_NdValence_allsites,MagpieData maximum NdValence formula,MagpieData range NdValence formula,MagpieData range NUnfilled formula,MagpieData mean SpaceGroupNumber formula,(MagpieData maximum NUnfilled _B)/(MagpieData mean CovalentRadius _X),MagpieData maximum GSbandgap formula,(MagpieData maximum NUnfilled _B)/(MagpieData mean GSvolume_pa _X),MagpieData mean NUnfilled formula,MagpieData mean NsValence formula,DemlData minimum molar_vol formula,MagpieData avg_dev NUnfilled formula,MagpieData avg_dev NsValence formula,MagpieData mean NValence formula,MagpieData mode SpaceGroupNumber formula,MagpieData minimum NValence formula,density,MagpieData avg_dev GSbandgap formula,local_difference_in_Electronegativity,(MagpieData maximum SpaceGroupNumber _X)+(DemlData minimum molar_vol _B),MagpieData range GSbandgap formula,(MagpieData maximum SpaceGroupNumber _X)/(MagpieData maximum CovalentRadius _B),(coval_r_B_coval_r_X)-(MagpieData mean CovalentRadius _X),local_difference_in_CovalentRadius,Electronegativity_B-6X,DemlData range first_ioniz formula,MagpieData range SpaceGroupNumber formula,DemlData mean boiling_point formula,DemlData mean first_ioniz formula,std_dev ewald_site_energy,MagpieData maximum NdUnfilled formula,MagpieData maximum MendeleevNumber formula,MagpieData range NdUnfilled formula,maximum neighbor distance variation,MagpieData maximum NUnfilled formula,(coval_r_B_coval_r_X)+(MagpieData mean CovalentRadius _X),MagpieData maximum CovalentRadius formula,Electronegativity_B-X,DemlData range boiling_point formula,(coval_r_B_coval_r_X)/(MagpieData mean CovalentRadius _X),mean Average bond length,(B_ionic_radius)/(B_shannon_rad),MagpieData maximum GSmagmom _B
-0.1933481766666664,0.2319999999999999,0.2968585521759479,0.2968585521759479,1.0970229341388769,0.0,19.0,10.0,0.0,10.0,0.0,1.0,102.4,0.014388489208633094,0.799,0.06337135614702155,2.4,2.0,16.42,0.4799999999999999,0.0,15.6,14.0,15.0,5.69799344945153,0.32992,0.0423579143866177,186.46,0.799,1.2028985507246377,-138.0071942446043,0.8782189430424854,-10.2,107000,152.0,1379.4,883860.0,8.284622759052688,0.0,90.0,0.0,0.1714841646633134,3.0,139.9928057553957,139.0,0.050000000000000266,902.0,0.00714248744888981,2.902341230896593,1.0149532710280376,0.0
-0.3498010542187502,0.4040624999999999,0.5592640841225848,0.5592640841225848,1.3955823293172693,0.0,25.0,10.0,0.0,10.0,0.0,3.0,119.875,0.03333333333333333,0.799,0.15432098765432098,3.75,2.0,16.29,1.3125,0.0,21.25,194.0,14.0,8.411536526958821,0.37453125,0.5145974904429147,30.29,0.799,0.10071942446043165,-118.84166666666667,15.079069503031572,-13.34,351600,180.0,1591.625,736150.0,5.694306354386091,0.0,89.0,0.0,0.077902427629704,5.0,121.15833333333333,145.0,-0.5899999999999999,1917.0,0.00965277777777778,3.088775966113451,1.213450292397661,0.0
-0.6807551049999998,0.125,0.1767766952966369,0.1767766952966369,1.2387315728072965,5.0,41.0,5.0,10.0,10.0,10.0,2.0,147.5,0.0380952380952381,2.202,0.15511767129595969,3.0,2.0,15.53,1.0,0.0,17.0,70.0,6.0,7.399742718859812,1.101,0.25,88.26,2.202,0.4794520547945205,-103.60952380952381,41.0,-13.15,284000,155.0,1369.935,857600.0,1.7763568394002505e-15,0.0,88.0,0.0,2.9662403033471047e-16,4.0,106.39047619047619,146.0,-0.25,1304.13,0.013242630385487527,2.994290175,0.9432773109243698,0.0
-1.4757923255555558,0.4622222222222223,0.7353910524340095,0.7353910524340095,1.7892088342186185,0.8888888888888891,55.0,0.6666666666666666,1.1504108282629069,2.0,2.0,6.0,111.33333333333331,0.0761904761904762,2.202,0.31023534259191937,4.0,2.0,10.64,2.6666666666666665,0.0,5.333333333333333,70.0,4.0,2.946245678909849,0.9786666666666668,1.0186119101547004,80.64,2.202,0.4375,-103.47619047619048,53.868899094719744,-13.940000000000001,340800,124.0,1665.246666666667,886000.0,17.431738145583253,8.0,88.0,8.0,0.1763717415395775,8.0,106.52380952380952,160.0,-1.04,2842.13,0.014512471655328795,2.428365949005907,1.4077134986225897,2.25333333333e-05
-3.080169875989584,1.36875,1.960348108342585,1.960348108342585,3.2959110104027185,0.4375,146.0,0.25,0.4172705027985857,2.0,2.0,7.0,90.875,0.14035087719298245,1.97,0.8241050733968581,1.875,1.75,10.64,1.53125,0.375,5.125,15.0,1.0,2.8407990083205275,0.9234375,2.4399999999999995,25.64,1.97,0.09375,-54.19298245614035,103.0,-22.34,1262200,214.0,756.14375,1237675.0,12.738188059398654,8.0,93.0,8.0,0.1211423538831824,8.0,59.80701754385965,203.0,-2.44,3474.97,0.049245921822099095,2.198923536252564,1.271144278606965,2.25333333333e-05
-0.312413291285714,0.2927999999999999,0.4517900903232447,0.4517900903232447,1.1009174311926604,3.2,37.0,8.0,2.960308814278504,10.0,10.0,3.0,47.6,0.0,1.625,0.0,1.8,2.0,13.0,0.72,0.0,13.0,14.0,5.0,4.588091381654502,0.32824,0.7832667596170236,27.0,1.625,0.09722222222222222,-118.8,22.740065199811287,-13.61,144000,192.0,892.8,940520.0,12.386846724320042,0.0,89.0,0.0,0.2115044710848712,3.0,121.2,144.0,-0.8599999999999999,490.0,0.01,2.349409530388213,1.1473684210526318,0.0
-2.7028377160000003,0.8735999999999999,1.2115633348222925,1.2115633348222925,2.4847170183395773,2.16,104.0,1.6,2.9724375300067374,7.0,7.0,7.0,84.8,0.045454545454545456,0.0,0.32948929159802304,3.6,2.0,6.67,2.16,0.0,6.0,12.0,3.0,5.203077537805491,0.0,1.548574291019069,18.67,0.0,0.09523809523809523,-64.0909090909091,59.82421986183183,-18.76,680800,182.0,1314.72,1067040.0,13.654088039601143,9.0,87.0,9.0,0.1651868704473117,9.0,67.9090909090909,170.0,-1.56,3109.8,0.028925619834710738,1.998317519397612,1.4097859327217126,1.5484712
-1.712967010000001,1.0725,1.3953458352680883,1.3953458352680883,2.2005772005772015,1.875,100.0,1.25,2.405405020485593,5.0,5.0,5.0,120.5,0.09090909090909091,0.0,0.6589785831960461,2.75,1.5,7.23,1.625,0.5,4.75,12.0,1.0,4.382360574422522,0.0,1.825014315099441,19.23,0.0,0.07228915662650602,-63.68939393939394,73.75156633862319,-19.345,818100,217.0,1070.1,944125.0,14.66071761870358,5.0,87.0,5.0,0.0991063851556085,6.0,68.31060606060606,166.0,-2.145,2853.8,0.03500918273645547,2.1036335271612026,1.2844036697247705,0.0
-2.1611467852777784,1.1555555555555554,1.820817124260424,1.820817124260424,2.6963082005267625,1.7777777777777777,109.0,1.0,1.635552748016167,9.0,9.0,1.0,85.88888888888889,0.03508771929824561,1.97,0.20602626834921453,1.1111111111111112,1.6666666666666667,9.09,0.1975308641975308,0.4444444444444444,7.555555555555554,15.0,1.0,4.357056613903268,0.8755555555555554,2.6,24.09,1.97,0.09036144578313253,-54.35087719298246,99.0,-22.275,1185200,214.0,768.9088888888889,1327511.111111111,20.660510466682343,1.0,93.0,1.0,0.1580885697513199,2.0,59.64912280701754,166.0,-2.375,4012.97,0.04647583871960604,2.049038883867788,1.1945288753799392,0.0
-0.9518745544444442,0.3422222222222222,0.5444722215136416,0.5444722215136416,1.4745534209639368,3.555555555555556,37.0,7.333333333333332,4.47728746633542,10.0,8.0,6.0,166.0,0.057971014492753624,0.4639999999999999,0.230127529005878,4.0,2.0,14.02,2.6666666666666665,0.0,12.0,152.0,4.0,5.7514458162027084,0.2062222222222222,0.7082445757058669,166.02,0.4639999999999999,0.8685714285714285,-136.731884057971,34.0325315598923,-11.270000000000001,229200,42.0,2401.333333333333,792900.0,14.859363905826172,8.0,90.0,8.0,0.1486261074562124,8.0,139.268115942029,175.0,-0.77,3421.0,0.00918924595673178,2.9475733047328068,1.1944444444444444,0.0
