mean_mae,std_mae,mean_mse,std_mse,mean_rmse,std_rmse,mean_r2,std_r2
0.0810156208592326,0.01114837636319197,0.020222729111101668,0.008980585294874862,0.13925918193838766,0.028802940074803378,0.9739949452022263,0.011062412709652277
