mean_mae,std_mae,mean_mse,std_mse,mean_rmse,std_rmse,mean_r2,std_r2,n_features
0.08107604012306566,0.011431114939730924,0.020760933006543053,0.009721885909182057,0.14088808469081282,0.030190736968437968,0.9733721275222518,0.011942168643826166,50
