file_name,formula,formation_energy
ICSD-158392.cif,Bi8 Pb4 S16,-0.5669279282142858
ICSD-158483.cif,K4 Si2 F12,-3.1420758386111114
ICSD-15854.cif,Co4 Nb8 O24,-2.499458708333335
ICSD-15857.cif,Mn4 Ta8 O24,-2.573140222107281
ICSD-158589.cif,Ge2 O4,-1.6216233400000004
ICSD-158599.cif,Ge2 O4,-1.6216364500000005
ICSD-158650.cif,Mn4 S4,-0.3518770757327592
ICSD-158732.cif,Mn4 Ti4 O12,-2.251494543626437
ICSD-15874.cif,Na2 O2 C2 N8 H6,-0.3796453477500002
ICSD-158753.cif,Cd4 Ge4 O12,-1.3408801530000012
ICSD-158778.cif,Ti4 O8,-3.0581294613888894
ICSD-158900.cif,Pb10 As6 Cl2 O18,-1.265648138263889
ICSD-158925.cif,Mg4 Na4 F12,-3.2541866942499995
ICSD-158955.cif,K8 Sn4 Br24,-1.1880666990277775
ICSD-158956.cif,Rb8 Sn4 Br24,-1.2241890723611109
ICSD-158959.cif,Mg4 Si4 O12,-2.5819855665
ICSD-159029.cif,Ca4 Ir4 O12,-1.7757835485000002
ICSD-159038.cif,Ca4 Ir4 O12,-1.7757846674999995
ICSD-159271.cif,Y4 Mn8 O20,-2.268941568178879
ICSD-159272.cif,Al4 P4 O16,-2.570442000376985
ICSD-15929.cif,Pb4 K8 O12,-1.261554055416667
ICSD-15933.cif,Ba4 Pb4 O12,-1.6995385544999997
ICSD-159345.cif,Ag3 Bi3 Te6,-0.0820815324999995
ICSD-15937.cif,K6 Ta6 Si4 O26,-2.7863632288095244
ICSD-15950.cif,Cs2 Mn2 I6,-0.8564268885431037
ICSD-159511.cif,Na8 Cr4 O16,-1.9591251885714287
ICSD-159905.cif,Na4 V8 O16,-2.253756878571429
ICSD-159907.cif,Ge Te,-0.0919270433333334
ICSD-160170.cif,Ba2 La Ta O6,-3.083085997
ICSD-160196.cif,Pb Cr O3,-1.461996042500001
ICSD-160266.cif,La6 Ga6 O18,-2.61942811975
ICSD-16029.cif,Ba3 Nb6 Si4 O26,-2.928804050384615
ICSD-160454.cif,Bi4 Cr4 O12,-1.3503958795000002
ICSD-160579.cif,Ag6 Ni3 O6,-0.5429061346666672
ICSD-160854.cif,Ge4 Mg4 O12,-2.0049767505
ICSD-161272.cif,K8 S4 Al4 F12 O16,-2.552836802840909
ICSD-161283.cif,Fe12 O18,-1.7318055280000002
ICSD-161368.cif,Na4 Ca2 V8 O24,-2.487046666842106
ICSD-161369.cif,Ag4 Ca2 V8 O24,-2.169500120000001
ICSD-161370.cif,Na4 Sr2 V8 O24,-2.493626885789473
ICSD-161371.cif,Ag4 Sr2 V8 O24,-2.1771962252631583
ICSD-1613.cif,Pb Ti O3,-2.3118242288333333
ICSD-161481.cif,Cs Pb I3,-1.0338706852499997
ICSD-161509.cif,Ca8 Fe8 O20,-2.215460014444445
ICSD-161702.cif,Pb Hf O3,-2.5811846055000003
ICSD-161791.cif,Ca2 Ba2 Fe8 O14,-1.9047779680769223
ICSD-161813.cif,Ca4 Al4 B12 O28,-2.744879030208333
ICSD-16200.cif,In4 Zn2 S8,-0.7238210228571431
ICSD-16207.cif,Te18 Bi6 Ge9,-0.1255702975757572
ICSD-162101.cif,Sr2 Cu6 Sn8 O24,-1.4028589438750003
ICSD-162102.cif,Pb2 Cu6 Sn8 O24,-1.1934533667499998
ICSD-16220.cif,Tl12 O6,-0.5895295827777779
ICSD-16233.cif,Cd3 Ti3 F18,-2.975989245104167
ICSD-16254.cif,Ag2 Cs4 F8,-2.10219142
ICSD-16258.cif,Ge2 Ca4 O8,-2.460273835
ICSD-16267.cif,Rb6 Ni6 F18,-2.14402562025
ICSD-1626.cif,Tl3 Na S2 O6,-1.2831718479166672
ICSD-162895.cif,Bi4 Fe4 O12,-1.4394913600000003
ICSD-162917.cif,Ca4 Ti4 O12,-3.1766256488333324
ICSD-162925.cif,Ca Ti O3,-3.1142018793333337
ICSD-16303.cif,V Li S2,-1.2297071758333329
ICSD-163226.cif,La4 Fe4 O12,-2.2217020999999995
ICSD-163230.cif,Sn8 Ti4 O16,-2.0654824759523813
ICSD-163373.cif,Ba8 Y4 Sb4 O24,-2.69244105825
ICSD-16355.cif,Ca4 Fe16 O24,-1.9460025379545456
ICSD-16360.cif,Ba4 Mn4 Sb4 O2,-0.5276773318472908
ICSD-16365.cif,Ba6 Ir4 Y2 O18,-2.172020892333334
ICSD-16367.cif,Ba6 Ir4 Y2 O18,-2.075049078666667
ICSD-16404.cif,La8 Co4 O16,-2.7735502475000007
ICSD-164158.cif,Ti4 O8 Li4,-2.6717755243750005
ICSD-164167.cif,Zn4 Cr8 S16,-0.7118607357142857
ICSD-164168.cif,Zn4 Cr8 S16,-0.7118589003571424
ICSD-164289.cif,Pt O2,-0.5983770516666667
ICSD-164320.cif,Co3 Li3 O6,-2.105820640416667
ICSD-164699.cif,Sr8 Zr4 Mn4 O24,-2.7046749388965523
ICSD-164774.cif,Ca4 Rh4 O12,-1.7942052390000007
ICSD-164815.cif,Fe12 B4 O20,-2.0175410975000005
ICSD-164934.cif,Cu6 Ta6 O18,-2.143939996166667
ICSD-164936.cif,La2 Cr2 Te2 O12,-1.964080547407408
ICSD-164949.cif,Cd Tl S2,-0.3748228487499996
ICSD-164986.cif,Au2 Bi10 Na4 O22,-1.0715076739473688
ICSD-165054.cif,La4 Cr4 O12,-2.558082702000001
ICSD-165068.cif,Hg3 Sr3 O6,-1.7113659825000005
ICSD-165097.cif,Ba3 Nb6 V6 O33,-2.738751243645833
ICSD-165167.cif,Cd4 Sn4 O12,-1.4061448877500005
ICSD-165202.cif,Li3 Nb3 F18,-3.2193588163541667
ICSD-165203.cif,Li3 Ru3 F18,-2.0158061188541665
ICSD-165205.cif,Li3 Ta3 F18,-3.3031970894791662
ICSD-165208.cif,Li3 Pt3 F18,-1.7239811801041671
ICSD-165209.cif,Li3 Au3 F18,-1.4548525201041669
ICSD-165210.cif,Li4 Ru2 F12,-2.3645082621296294
ICSD-165211.cif,Li4 Rh2 F12,-2.2660889082407407
ICSD-165212.cif,Li4 Pd2 F12,-2.126090045462963
ICSD-165213.cif,Li3 Os3 F18,-2.0277364840625
ICSD-165216.cif,Li4 Pt2 F12,-2.197747161018518
ICSD-165327.cif,Mo3 Li3 O6,-1.8808689858333336
ICSD-165378.cif,Cs4 Te4 Mn2 S12,-0.6342540906635321
ICSD-165681.cif,Mn8 Ge4 Te16,-0.0300462160139574
ICSD-165699.cif,Ca4 Mn4 O12,-2.182009575793104
ICSD-16576.cif,Cs4 Cd2 Cl8,-1.643012009285714
ICSD-166067.cif,Fe8 Ca4 O16,-2.124916123928571
ICSD-16608.cif,Na2 P2 N2 O6 H6,-1.4527595488624343
ICSD-16620.cif,Ti8 Ca4 O16,-2.980664565833333
ICSD-166361.cif,Na4 Al4 F16,-3.332211184583333
ICSD-166486.cif,O16 Zn8 Ti4,-2.12174991809524
ICSD-166489.cif,Ti3 K3 S6,-1.4788846187500002
ICSD-166511.cif,V2 Ta4 O12,-2.684795917222224
ICSD-166514.cif,Na3 Mo3 O6,-1.6738635129166668
ICSD-166534.cif,I3 As3 Ca6,-1.4174200426041663
ICSD-166628.cif,Zn4 Mn4 Ge4 O16,-1.4587835687807882
ICSD-16663.cif,As3 K3 F18,-2.4180127861458334
ICSD-166678.cif,Ca3 Sn3 B6 O18,-2.4333013362083333
ICSD-16672.cif,Co2 F6,-2.3734950015625
ICSD-16673.cif,Ru2 F6,-1.7945349353125
ICSD-16675.cif,Pd2 F6,-1.2894553015625
ICSD-166825.cif,Al8 F32 K8,-3.365043662083333
ICSD-166900.cif,Ba8 Ta4 O18,-2.9839669813333347
ICSD-16691.cif,Ni4 S4 O16,-1.2791135254166672
ICSD-1669.cif,K4 Sn2 Cl12,-1.4605644418055554
ICSD-167073.cif,Mn2 Li2 V2 F12,-2.6524567094220943
ICSD-16708.cif,Cu4 Cr8 O16,-1.4843882964285708
ICSD-167093.cif,Cs2 Ba4 Cr4 F22,-3.002144477421875
ICSD-16721.cif,Cr12 S18,-0.7256580190000004
ICSD-167328.cif,Y4 Mn8 O20,-2.268943215053879
ICSD-167354.cif,Cs4 V4 F16,-2.921333896666667
ICSD-167455.cif,K6 Ni6 Cl18,-1.114916966416667
ICSD-167460.cif,Cu4 Cr8 O16,-1.4843865832142848
ICSD-167479.cif,Cr3 Li3 O6,-1.9165171054166663
ICSD-16759.cif,Mg4 S4 O16,-2.012631210000001
ICSD-16763.cif,Pd2 F4,-1.190412225833333
ICSD-16783.cif,Cs8 K4 Ag4 F24,-2.1153548535
ICSD-16793.cif,Zr F6 Li2,-3.490090105462963
ICSD-16798.cif,Br12 N4 Li24,-1.0657890225000002
ICSD-168054.cif,Ca Na3 Al Mg3 F14,-3.4279614231818183
ICSD-16806.cif,Pb2 Sr4 O8,-2.081912629642857
ICSD-168215.cif,Ba8 Y4 Re4 O24,-2.6393362207500006
ICSD-168592.cif,La6 Mn2 S10,-1.9152833548850567
ICSD-168709.cif,Y2 Ba2 Co8 O14,-2.029703266923077
ICSD-169095.cif,Ca2 Cu6 Co8 O24,-1.4060759496250008
ICSD-169195.cif,Pb6 Co3 Te3 O18,-1.175108511
ICSD-169196.cif,Pb8 Co4 Te4 O24,-1.1697379986666667
ICSD-169377.cif,Sr4 Mo2 Fe2 O12,-2.5159511745000005
ICSD-169619.cif,Hg4 S4,-0.0869646312499998
ICSD-169629.cif,Ti2 O4,-3.053445082222223
ICSD-169736.cif,Bi4 Mn8 O20,-1.4869314766163797
ICSD-16974.cif,In6 Zn3 S12,-0.7232324857142859
ICSD-169812.cif,Mn8 Sn4 Te16,-0.0492209494068142
ICSD-17007.cif,Se9 In6,-0.0198724900000002
ICSD-170136.cif,Cu4 Mn4 V4 O16,-1.7170498102093592
ICSD-170184.cif,Cs4 La4 Zn4 Te12,-1.1334640541666663
ICSD-170194.cif,Cs4 Y4 Zn4 Te12,-1.1184302724999995
ICSD-170347.cif,Ru3 O6 Na3,-1.2420818316666669
ICSD-170597.cif,Ca4 Rh8 O16,-1.6724980582142863
ICSD-170598.cif,Na4 Rh8 O16,-1.2079411907142854
ICSD-17063.cif,Mg Cl2,-1.8663772841666664
ICSD-170662.cif,Te2 Sb Ag,-0.0416511233333332
ICSD-170663.cif,Te6 Ag3 Sb3,-0.101733636666666
ICSD-170773.cif,I18 Y6,-1.4663281711458331
ICSD-171008.cif,Ga2 I6 O18,-0.6109001680769239
ICSD-171508.cif,Ca3 Mg3 C6 O18,-2.1749522876666685
ICSD-171576.cif,K4 Ti2 Si6 O18,-2.7485280607777782
ICSD-171610.cif,Bi12 Cs4 Se20,-0.5959179314814812
ICSD-171708.cif,Bi6 Al6 O18,-2.0931878548333334
ICSD-171722.cif,Sb4 Cd4 S8 Cl4,-0.6861543617500001
ICSD-171724.cif,Bi4 Cd4 S8 Cl4,-0.7420065877500001
ICSD-171726.cif,Bi4 Cd4 Se8 Br4,-0.5609912376666667
ICSD-171783.cif,Mg6 Si6 O18,-2.727737482666667
ICSD-171786.cif,Mg6 Ge6 O18,-2.1432402680000004
ICSD-171813.cif,Na Mg F3,-3.21404273025
ICSD-171984.cif,Ba4 Ca2 W2 O12,-2.841998271
ICSD-171986.cif,Ba8 Ca4 Re4 O24,-2.5145637875000006
ICSD-171988.cif,Ba8 Ca4 Os4 O24,-2.2545668142500004
ICSD-172156.cif,Bi4 Mn4 S8 Cl4,-0.6824919420431037
ICSD-172166.cif,Ba8 In4 Nb4 O24,-2.6413810890000007
ICSD-172175.cif,Ba9 Ru9 O27,-1.8761392744444447
ICSD-172212.cif,Sr4 Fe2 Mo2 O12,-2.5169854485000003
ICSD-172330.cif,Sr4 Ga2 Ta2 O12,-2.795018780875
ICSD-172347.cif,La4 Rh4 O12,-2.2310635430000003
ICSD-172407.cif,Ba8 Y4 Nb4 O24,-3.1485131035
ICSD-17243.cif,Sr Mn O3,-2.126939457793104
ICSD-172601.cif,Sr6 N3 Br3,-1.2998700631250006
ICSD-172608.cif,Ru8 Na4 O16,-1.261591902142858
ICSD-172754.cif,Ba6 Ru4 Zr2 O18,-2.373923530000001
ICSD-172758.cif,Ba6 Bi6 O18,-1.8277593290000007
ICSD-172761.cif,Ba6 Bi3 Sb3 O18,-2.0443654006666674
ICSD-172762.cif,Ba8 Bi4 Sb4 O24,-2.03597690675
ICSD-172781.cif,Ca4 Al8 O16,-3.0166809342857146
ICSD-172784.cif,Sb4 Br4 Se8 Mn4,-0.3646173884597701
ICSD-172795.cif,Cd4 V4 O12,-1.828189693
ICSD-172878.cif,Ag6 Ni4 O8,-0.6268896733333338
ICSD-173278.cif,Pt4 Ca4 O12,-1.6612738445000006
ICSD-173316.cif,Cs4 La4 Cd4 Te12,-1.1427269487499998
ICSD-173398.cif,Sr4 Zr4 O12,-3.3801348739999995
ICSD-173459.cif,Ge4 Ca8 O16,-2.606922234285715
ICSD-173490.cif,Sr4 Ni2 Re2 O12,-2.1211843785
ICSD-173504.cif,Ba2 Co2 O6,-2.0432033410000003
ICSD-173647.cif,Al4 W10 O32,-2.1968090519565213
ICSD-173757.cif,Ta4 Na4 O12,-2.722463556
ICSD-173786.cif,Ti2 I6,-0.8245975269791663
ICSD-173842.cif,Ba Zr P2 O8,-2.8940286728769844
ICSD-173866.cif,Ba6 Ru6 O18,-1.8549442456666667
ICSD-173889.cif,Ir Ba O3,-1.5459923040000008
ICSD-173921.cif,Ba2 O2,-2.4599897900000003
ICSD-174041.cif,Cs2 Fe2 Br6,-1.3660734895000002
ICSD-174069.cif,Y12 Ta4 O28,-3.4685777993181817
ICSD-174071.cif,Y12 Sb4 O28,-3.0108397329545458
ICSD-174085.cif,Fe4 Li4 O8,-1.8339497020833333
ICSD-174097.cif,Ag24 S8 Br8,-0.2342085064999999
ICSD-174110.cif,Pb8 Hf8 O24,-2.6195083620000004
ICSD-174118.cif,Ti4 Y4 O12,-3.230142851333333
ICSD-174205.cif,Sr4 Mo4 O12,-2.417887521
ICSD-174206.cif,Sr4 Mo4 O12,-2.4180583065000008
ICSD-174288.cif,Sb3 Co6 Ag9 O18,-1.1447534294444444
ICSD-174289.cif,Ba8 Bi4 Ir4 O24,-1.70163069475
ICSD-174290.cif,Ba6 Bi3 Ir3 O18,-1.7107248126666672
ICSD-174396.cif,Ca Br2 O6 C6 H24,-0.6338858523076917
ICSD-17612.cif,I6 O18 Zn2 Li2,-0.7485909778273816
ICSD-17613.cif,I6 O18 Li2 Cd2,-0.7268184546130959
ICSD-17614.cif,I8 Zn4 Na4 O28 H4,-0.8605580322916667
ICSD-17809.cif,La8 Ni4 O12 F8,-2.7915233153125
ICSD-180009.cif,Cd4 Tc4 O12,-1.1817443830000005
ICSD-180053.cif,Cs12 Br20 Zn4,-1.5650760394444443
ICSD-18008.cif,Ag4 F4,-1.033167830625
ICSD-18013.cif,Na4 Br4,-1.590782725
ICSD-180175.cif,La6 Al6 O18,-3.2568000068333345
ICSD-18022.cif,K2 Zn2 Be6 F18,-3.038879036339286
ICSD-180889.cif,Ag2 Co2 O4,-0.4646600700000003
ICSD-181026.cif,Cd4 Se4,-0.4772933745833337
ICSD-18117.cif,Mg4 Cr4 O16,-2.1554516629166667
ICSD-18118.cif,Cd4 Cr4 O16,-1.5945836487500002
ICSD-181310.cif,Si4 O8,-2.250474236666667
ICSD-181572.cif,La12 Ir4 O28,-2.536807874090909
ICSD-181930.cif,Cd2 Sn2 O6,-1.4368863177500004
ICSD-182001.cif,Pb8 Mn4 Re4 O24,-1.3812928343965516
ICSD-18201.cif,Ba2 Ti2 S6,-1.8221652333333327
ICSD-182235.cif,Na3 Cr3 O6,-1.7129584616666669
ICSD-182245.cif,Ca4 Ir4 O12,-1.7389929684999998
ICSD-182443.cif,Li3 Co3 O6,-2.105835011250001
ICSD-182600.cif,Ba4 Mg4 F16,-3.699641003750002
ICSD-182661.cif,Pb4 Te4,-0.4125378233333334
ICSD-182856.cif,K4 Cu4 F12,-2.10128501675
ICSD-18317.cif,Ba3 Ta6 Si4 O26,-3.027516335
ICSD-18320.cif,Mg3 F3 N,-2.5710461683928574
ICSD-183450.cif,Sr4 Tc4 O12,-2.1047383349999995
ICSD-183452.cif,Sr4 Tc4 O12,-2.104946987500001
ICSD-183453.cif,Sr Tc O3,-2.104360508
ICSD-183639.cif,K2 Cr8 O16,-1.8246343319230776
ICSD-183835.cif,Ba2 Hf2 Si6 O18,-3.104841341785715
ICSD-183887.cif,Sr2 K2 B4 Be4 O12 F2,-2.760704456057693
ICSD-183914.cif,Ca3 Si3 F18,-3.488058529895833
ICSD-183931.cif,Ba3 Ti3 B6 O18,-2.8329767133333337
ICSD-183966.cif,Fe4 Cr8 O16,-1.5830244235714293
ICSD-184078.cif,Sr Co O3,-1.952920347
ICSD-184280.cif,Ca2 Cu6 Ti8 O24,-2.307326001458333
ICSD-184398.cif,V4 P4 O16,-2.2697237691269847
ICSD-184562.cif,F18 As3 Na3,-2.3739060669791674
ICSD-184564.cif,As4 Na4 F24,-2.3683966290625
ICSD-184695.cif,Ti8 Mg4 O16,-2.859154010833333
ICSD-1846.cif,Na6 Mn9 Cl24,-1.2062594218125555
ICSD-18507.cif,Ba6 Y2 Ru4 O18,-2.272267406333333
ICSD-18508.cif,Ba6 Y2 Os4 O18,-2.252255329000001
ICSD-185362.cif,K2 Mg2 Si2 O7,-2.58501368923077
ICSD-185417.cif,Sr6 Mn6 O18,-2.171835107126437
ICSD-185418.cif,Mn4 V4 O12,-1.803322318293104
ICSD-185514.cif,Fe16 O20,-1.618427771944445
ICSD-185700.cif,Pb Ge O3,-1.3110460535
ICSD-185808.cif,Pt4 Hg2 Se6,-0.4165402858333333
ICSD-186038.cif,Sr4 Cu2 Mo2 O12,-2.18329192825
ICSD-186440.cif,Bi4 Fe8 O18,-1.5019844286666673
ICSD-186501.cif,Mg4 F4 O4 H4,-2.4456497459375
ICSD-186528.cif,Ba6 Ti6 O18,-3.101430500666668
ICSD-186707.cif,Ti16 O32,-3.023307248680557
ICSD-186748.cif,Rb4 Fe8 F24,-2.586362455
ICSD-186883.cif,V4 Na4 F24 K8,-2.819661933
ICSD-1871.cif,V12 O18,-2.250327034333333
ICSD-187262.cif,Bi2 Sr10 Ni4 O20,-2.0426654838888894
ICSD-187490.cif,Ge4 V6 K2 O18,-1.9841463086666664
ICSD-18762.cif,Rb12 Al4 F24,-3.14524573625
ICSD-187637.cif,Pb V O3,-1.9009072935
ICSD-187662.cif,Sr4 Mg2 Mo2 O12,-2.6950925369999994
ICSD-187669.cif,Sr4 Mn2 Mo2 O12,-2.442910384896552
ICSD-187705.cif,Fe3 Na3 O6,-1.7245734641666666
ICSD-187833.cif,K8 P4 O14,-2.258144268040293
ICSD-1879.cif,Mo2 F12,-2.5547758460714287
ICSD-188057.cif,Sr4 Zn2 Mo2 O12,-2.386740195
ICSD-188225.cif,In6 Mn6 O18,-1.5038804397931036
ICSD-188416.cif,Sr4 Mn4 O12,-2.180634784793104
ICSD-188419.cif,Sr4 In2 Ta2 O12,-2.7159956865
ICSD-188441.cif,Hf4 W8 O32,-2.555577232500001
ICSD-188501.cif,La12 Sb4 O28,-2.838944916818181
ICSD-188660.cif,In2 P4 O12 N2 H12,-1.2962997382514878
ICSD-18869.cif,Cd8 Se4 F8 O12,-1.4764674852083337
ICSD-188755.cif,Cd4 F12 N8 H20,-1.0574663328409089
ICSD-189053.cif,Ba4 Ir2 O8,-1.926052050714286
ICSD-189098.cif,Ba2 Ti Zr O6,-3.2236530436666664
ICSD-18929.cif,Cs8 In4 Cl20 O4 H8,-1.471484122840909
ICSD-189367.cif,K Mn F3,-2.4497919380431035
ICSD-189439.cif,Fe8 O12,-1.3854732725
ICSD-189825.cif,Ti3 Li3 S6,-1.5612505833333332
ICSD-190005.cif,Se4 Mn4 O12,-0.957556062626437
ICSD-19009.cif,Ba8 Nb6 Li2 O24,-2.9249641559166664
ICSD-19010.cif,Ba8 Ta6 Li2 O24,-3.000177584916666
ICSD-19026.cif,Rb4 Ti2 Si6 O18,-2.7445698427777785
ICSD-19027.cif,K4 Sn2 Si6 O18,-2.4702219459166668
ICSD-19028.cif,Rb4 Sn2 Si6 O18,-2.464961652250001
ICSD-19029.cif,Tl4 Ti2 Ge6 O18,-1.782188149777778
ICSD-19030.cif,Cs4 Ti2 Ge6 O18,-2.0438036734444447
ICSD-19031.cif,Cs4 Sn2 Ge6 O18,-1.764783995916667
ICSD-19046.cif,Cu6 V6 O18,-1.7796054208333336
ICSD-19047.cif,Si4 P8 O28,-2.283700376452381
ICSD-1904.cif,Na K3 P2 O6 F2,-2.4230698012159864
ICSD-190548.cif,Sr4 Ti2 Zr2 O12,-3.257376769166666
ICSD-190592.cif,W2 Zn2 Sr4 O12,-2.4924527635
ICSD-190593.cif,W2 Co2 Sr4 O12,-2.5100373195000003
ICSD-190594.cif,W2 Cu2 Sr4 O12,-2.28028371675
ICSD-190647.cif,Sr4 Sb2 Mn2 O12,-2.0940271188965527
ICSD-19075.cif,Tl2 Rb6 F12,-2.36963053625
ICSD-19076.cif,Tl2 Cs6 F12,-2.3947902275000006
ICSD-19077.cif,Y2 Rb6 F12,-3.25118002225
ICSD-19078.cif,Y2 Cs6 F12,-3.2743455235
ICSD-190805.cif,Zn4 O4,-1.2955744537500005
ICSD-190881.cif,Ba4 Zr4 O12,-3.354306202
ICSD-1908.cif,In8 V4 O20,-1.8778341615625005
ICSD-190920.cif,K Nb O3,-2.606763216
ICSD-190924.cif,Ba Ti O3,-3.0944070423333336
ICSD-191203.cif,Ba V O3,-2.677150601
ICSD-191252.cif,Ba Al2 Si2 O8,-3.0394145569230764
ICSD-19127.cif,Sn4 Te4,-0.2887740064583331
ICSD-191426.cif,La Al O3,-3.2533693465000013
ICSD-191563.cif,Ba8 Mg4 Te4 O24,-2.273522761666667
ICSD-191591.cif,Cs Fe Mo2 O8,-1.9894972281250003
ICSD-191794.cif,Y4 Ni4 O12,-2.3324198815000003
ICSD-191958.cif,Na Rb3 Mo2 O8,-2.140591898928572
ICSD-191959.cif,Na Rb3 W2 O8,-2.184503318928571
ICSD-191960.cif,Ba4 Cu2 Os2 O12,-1.71043084825
ICSD-192102.cif,S6 La3 K3,-2.003689527916667
ICSD-192107.cif,Y3 K3 S6,-2.045957591666667
ICSD-192108.cif,Y3 Rb3 S6,-2.012222455416666
ICSD-192144.cif,Na4 Ni4 F12,-2.14946626025
ICSD-192145.cif,F12 Na4 Ni4,-2.2289953982500004
ICSD-192147.cif,Na4 Co4 F12,-2.45425147475
ICSD-192327.cif,Sr4 Co2 Nb2 O12,-2.7430802825000007
ICSD-19233.cif,Ir4 K8 Cl24,-1.2054406197222225
ICSD-192388.cif,Fe4 Cr8 O16,-1.5719464032142858
ICSD-192389.cif,Fe4 Cr8 O16,-1.4392240392857152
ICSD-192405.cif,Na8 Nb8 O24,-2.5937446625
ICSD-192407.cif,Na Nb O3,-2.579468732
ICSD-19259.cif,Mg6 Mn6 O18,-1.933720219793104
ICSD-192733.cif,Ba2 Co2 O6,-2.043206613
ICSD-192904.cif,Ca4 Ti2 Mn2 O12,-2.656101483563218
ICSD-193088.cif,Na2 Mg2 F6,-3.2388454622500005
ICSD-193089.cif,Na Mg F3,-3.21411453825
ICSD-19314.cif,K4 Zr2 F12,-3.4753618080555566
ICSD-193216.cif,Co2 P6 O18 K2,-2.111370422091837
ICSD-193391.cif,Sn16 S32,-0.5492187064583334
ICSD-193445.cif,Mn16 O32,-1.3507484136135055
ICSD-193481.cif,La4 In4 O12,-2.4619955045
ICSD-193548.cif,Mg4 Cr8 O16,-1.9182409360714283
ICSD-193722.cif,Mn4 S8,-0.7322401988218387
ICSD-193792.cif,Cs8 Tl8 F24,-2.2612287282500003
ICSD-193932.cif,Ni4 Cr8 O16,-1.444013750000001
ICSD-194000.cif,In4 Rb8 K4 F24,-2.736764919
ICSD-194155.cif,Pb Cr O3,-1.4619961825000003
ICSD-194276.cif,Sc2 F6,-3.9964757178125
ICSD-194368.cif,V8 Na4 O16,-2.287745322142857
ICSD-1943.cif,Ba Sr Fe4 O8,-1.8998076032142857
ICSD-194588.cif,Ag2 Rb Fe V2 O8,-1.7486964282142865
ICSD-194591.cif,Ag2 K Fe V2 O8,-1.750919662857143
ICSD-194628.cif,Y2 Cr2 Te2 O12,-1.9989275646296305
ICSD-194696.cif,Sr4 Os2 Mg2 O12,-2.218058619
ICSD-194783.cif,Na12 Mo4 F4 O16,-2.2453256984722225
ICSD-194912.cif,Ca4 Ge4 O12,-2.238326535
ICSD-194992.cif,Sr3 Mg Ta2 O9,-3.0656052013333333
ICSD-194993.cif,Sr3 Zn Ta2 O9,-2.852284785333333
ICSD-195130.cif,Ba8 Co4 W4 O24,-2.432111980500001
ICSD-195298.cif,Pd As2 O6,-0.96825628
ICSD-195305.cif,Pb4 Pd4 P8 O28,-1.812043594274892
ICSD-195341.cif,Bi2 Se12 Cu2 P4,-0.1878383342023816
ICSD-195438.cif,Cu8 V8 O24,-1.6984078545000003
ICSD-195458.cif,Te12 Ge12,-0.092278665416666
ICSD-195647.cif,K6 La2 Te4 O18,-1.7738403748888891
ICSD-195757.cif,Sr2 Mn14 O24,-1.6942196138879309
ICSD-195786.cif,Nb4 K4 V8 O32,-2.5178669681250008
ICSD-195790.cif,Nb4 Tl4 V8 O32,-2.352402282916667
ICSD-195831.cif,Ta4 K4 V8 O32,-2.5722181035416667
ICSD-195832.cif,Nb4 Rb4 V8 O32,-2.524130478125
ICSD-195833.cif,Ta4 Rb4 V8 O32,-2.577724010625001
ICSD-195835.cif,Ta4 Tl4 V8 O32,-2.4102079306250004
ICSD-195944.cif,Y3 Na3 S6,-2.007950774166668
ICSD-196130.cif,Sc3 P6 O24 K9,-2.5816445467517006
ICSD-196147.cif,Te9 As6,-0.007723139333333
ICSD-196334.cif,Ba8 Zn4 Te4 O24,-1.9616589256666672
ICSD-196345.cif,Zn2 N6 O2 H2,-0.2539261500000005
ICSD-196446.cif,Sr4 Ir4 O12,-1.6677285730000002
ICSD-196759.cif,O Cs2,-0.9954982716666668
ICSD-1968.cif,Sb6 Na2 F20,-2.446103342678572
ICSD-197241.cif,Co Te2,-0.5648576027777773
ICSD-197499.cif,Ti2 S2,-1.5693068483333343
ICSD-197698.cif,Re2 O6,-1.6191863487500004
ICSD-197810.cif,Ag3 Bi3 Se6,-0.2848542708333337
ICSD-197982.cif,O4 Ca4,-2.973407675
ICSD-197996.cif,Ni3 I6,-0.1524319780555555
ICSD-198086.cif,Ir2 O4,-0.9350619683333332
ICSD-198089.cif,Fe2 Ta4 O12,-2.709021346111112
ICSD-198147.cif,Y2 O2 S,-3.2864091360000005
ICSD-198149.cif,Mn4 Se8,-0.3801436557662837
ICSD-198193.cif,Bi Te2 Tl,-0.3125603695833332
ICSD-198373.cif,Fe4 S8,-1.1298906949999996
ICSD-19843.cif,Al2 O4 H2,-2.27577291
ICSD-198445.cif,Pt Se2,-0.4368657727777776
ICSD-198601.cif,Co2 Te4,-0.4695143094444442
ICSD-199054.cif,Bi6 Te9,-0.2390828406666666
ICSD-199095.cif,Te8 Os4,-0.1854448211111107
ICSD-199272.cif,S4 Mn2,-0.8063664479885055
ICSD-199727.cif,La12 S16,-2.225783519642857
ICSD-199738.cif,La3 Na3 Se6,-1.7046852679166669
ICSD-199765.cif,La3 K3 S6,-2.003673667916667
ICSD-199774.cif,Y3 K3 S6,-2.0459470483333337
ICSD-199785.cif,Y3 Na3 Se6,-1.728613875833334
ICSD-199808.cif,Ca10 Sb6 Cl2,-1.2957139268055549
ICSD-199809.cif,Ba10 Sb6 Cl2,-1.3375140390277775
ICSD-199815.cif,Sr10 Sb6 Cl2,-1.3326562962499997
