file_name,formula,formation_energy
ICSD-262318.cif,Ba8 Mg4 W4 O24,-2.77019060625
ICSD-262235.cif,Cs6 Ba8 O18 F10 C6,-2.577663497343752
ICSD-425286.cif,Li4 Sn2 Mo6 O16,-1.9754224600297632
ICSD-280786.cif,Pb4 Mn4 V4 O20 H4,-1.7679519723850576
ICSD-431400.cif,Ag4 Ta4 Se8 O28,-1.4010316318939393
ICSD-261080.cif,Sc F3,-4.007318794062501
ICSD-262042.cif,Te4 Sc4,-1.0572425008333337
ICSD-426551.cif,Cs12 Sb4 S12,-1.1132720292857148
ICSD-409714.cif,Al8 Ge4 F8 O16,-2.7793644150000003
ICSD-619574.cif,Ca8 Si4 Se16,-1.3490515123809523
ICSD-425145.cif,Re3 Cl18,-0.5338748205952379
ICSD-619530.cif,Ca4 S4,-2.29344454125
ICSD-291494.cif,Fe12 O18,-0.5199559320000001
ICSD-257905.cif,Sr Cr O3,-2.341792859000001
ICSD-291296.cif,Rb4 Te8 Y4 O24,-1.922306605083334
ICSD-253880.cif,Ca2 Co6 V8 O24,-2.1807047467500005
ICSD-411231.cif,Hg As2 O6,-1.0130550288888895
ICSD-611197.cif,Pd4 As4 S4,-0.4649881933333333
ICSD-409571.cif,Fe Br2,-1.0372452316666667
ICSD-261484.cif,Ba8 In4 Ta4 O24,-2.69768285175
ICSD-650285.cif,Rh9 Se24,-0.4621917863636366
ICSD-264690.cif,Ba2 Ni2 O6,-1.8257881570000003
ICSD-410568.cif,K2 V12 O22,-2.337705139444444
ICSD-10004.cif,Cu8 S8 Na6,-0.7610260663636365
ICSD-100069.cif,Tl8 Pb2 I12,-0.6768978109090908
ICSD-10012.cif,Cs3 Al3 F12,-3.3586744361111114
ICSD-100140.cif,Al4 Na4 C4 O20 H8,-1.8557406400000005
ICSD-10015.cif,As8 O20,-1.0746938832142865
ICSD-100298.cif,K4 Zn2 F8,-2.620257314285715
ICSD-100299.cif,K6 Zn4 F14,-2.5946101571875
ICSD-100301.cif,Fe4 Zr4 F24,-3.359110153125
ICSD-100308.cif,Ca8 Al4 F28,-3.790237445625
ICSD-100451.cif,Al8 Si4 O20,-2.951921528125
ICSD-100482.cif,Na6 Mg3 C6 O18,-1.8968066975757576
ICSD-100568.cif,Pd4 F8,-1.093908863333333
ICSD-10058.cif,Nb4 La12 O28,-3.2608970334090914
ICSD-100596.cif,K2 V8 O16,-2.338778668846154
ICSD-100611.cif,Sn S2,-0.5578795979166671
ICSD-10062.cif,Pb3 O18 Li24,-1.7315214571666673
ICSD-100633.cif,Na4 Cl4,-1.815518100625
ICSD-100654.cif,Te6 Bi6,-0.1997652241666667
ICSD-100677.cif,Mn6 C6 O18,-1.4069301654597717
ICSD-100679.cif,Zn6 C6 O18,-1.4155746803333338
ICSD-100687.cif,Pb4 In8 S16,-0.6982904757142856
ICSD-100782.cif,K3 V3 O8,-2.3183948903571427
ICSD-100797.cif,Ba6 Te4 O18,-1.956316870238096
ICSD-100913.cif,Te8 Co4,-0.4647792936111106
ICSD-100918.cif,Se8 Rh4,-0.4785696636111112
ICSD-100922.cif,Hf Te2,-0.8866301744444437
ICSD-100923.cif,Hf Se2,-1.4166246277777776
ICSD-101148.cif,Rh12 O18,-1.014009968000001
ICSD-101261.cif,Rb4 Sc4 Se8 O24,-1.7722094898333338
ICSD-101266.cif,K4 Sc4 Se8 O24,-1.7909503610833333
ICSD-101356.cif,Na2 Ca2 Re6 O24,-1.9497108667647065
ICSD-10142.cif,Tl4 Sb4 O12,-1.3046669010000005
ICSD-10186.cif,In Rb Mo2 O8,-2.0188507858333344
ICSD-10187.cif,In2 K2 W4 O16,-2.069527395416667
ICSD-101910.cif,Li8 Ni8 Te4 O24,-1.4731919453030309
ICSD-10193.cif,As4 F36 S4 O4,-1.8207304817708327
ICSD-10250.cif,Ba8 Mn8 O24,-2.166476925293104
ICSD-102845.cif,Cr2 S2,-0.5484138875000006
ICSD-10325.cif,Li Cr Se2,-0.5329431804166664
ICSD-10332.cif,O6 Mn2 Ba2,-2.178239510793104
ICSD-10347.cif,Hg3 Cr3 F18,-1.9780007905208328
ICSD-10359.cif,Sr4 Ag24 O16,-0.6491477331818184
ICSD-1036.cif,Na12 As4 S12,-0.9773454849999996
ICSD-10380.cif,K2 Ta2 Ge6 O18,-2.069903043214287
ICSD-10381.cif,Rb2 Ta2 Ge6 O18,-2.0737629535714297
ICSD-10382.cif,Rb2 Nb2 Ge6 O18,-2.0254216042857154
ICSD-10383.cif,Tl2 Ta2 Ge6 O18,-1.9232969014285728
ICSD-10384.cif,Ba2 Sn2 Ge6 O18,-1.915063310982144
ICSD-10385.cif,Ba2 Sn2 Si6 O18,-2.6607031599107143
ICSD-1038.cif,Ba6 Cu3 Cl3 O6,-2.1378503667361106
ICSD-10474.cif,Cs2 Cl6 Sc2,-1.96543713925
ICSD-10481.cif,Re4 Bi4 O16,-1.4704641200000002
ICSD-10486.cif,Ba2 V2 Se6,-1.2221719120000003
ICSD-104913.cif,Nb6 Mn2 S12,-1.3428710658965517
ICSD-105813.cif,Pt Te2,-0.4305627894444441
ICSD-105914.cif,Rh4 S8,-0.6384331166666666
ICSD-107308.cif,Mg3 Al6 S12,-1.3284671926190474
ICSD-107586.cif,Bi Te Ni9 S8,-0.6563616169298244
ICSD-107587.cif,S2 Bi6 Te4,-0.2399037563888887
ICSD-108594.cif,Ta8 Mn2 S16,-1.2768754837665783
ICSD-108651.cif,W O3,-2.2149626
ICSD-108653.cif,Bi2 Cs3 Br9,-1.2802575041071431
ICSD-108732.cif,Zr4 S4,-1.4546442549999998
ICSD-108808.cif,Ta8 Ca2 O22,-3.03151173625
ICSD-108816.cif,Na2 Ga10 Ti4 O24,-2.228309821854167
ICSD-108818.cif,K3 Cr3 O6,-1.4644648241666662
ICSD-108913.cif,I18 Pb9,-0.6907292061111108
ICSD-108914.cif,Pb6 I12,-0.6909862961111111
ICSD-108918.cif,I12 Cd6,-0.6017780297222219
ICSD-108919.cif,I16 Cd8,-0.6016991129166666
ICSD-108924.cif,I10 Cd5,-0.6006866614999999
ICSD-108925.cif,I14 Cd7,-0.6014425755952382
ICSD-108926.cif,Cd9 I18,-0.6013891623148148
ICSD-108963.cif,Mg2 Sb4 O12,-1.777961445
ICSD-108995.cif,Mn8 Ge4 O16,-1.5001377850615774
ICSD-108996.cif,Bi4 Rh4 O12,-1.1118858270000005
ICSD-109070.cif,Mg4 Se4 O16,-1.4253637411111115
ICSD-109071.cif,Mn4 Se4 O16,-1.036063629688698
ICSD-109072.cif,Co4 Se4 O16,-0.965507839027778
ICSD-109073.cif,Cu4 Se4 O16,-0.5248694669444447
ICSD-109076.cif,Sr Tc O3,-2.104360572000001
ICSD-109077.cif,Ba6 Tc6 O18,-2.0872869730000003
ICSD-109087.cif,Bi4 Li12 O16,-1.5643733503124997
ICSD-109093.cif,Zn8 Ti4 O16,-2.1217561923809525
ICSD-109162.cif,In4 Ba8 Nb4 O24,-2.6413805600000004
ICSD-109165.cif,Ni4 Sr8 W4 O24,-2.311694097000001
ICSD-109251.cif,Ba8 Ni4 Re4 O24,-1.9702388445
ICSD-109252.cif,Ba8 Fe4 Re4 O24,-2.21302123425
ICSD-109253.cif,Ba8 Mg4 Re4 O24,-2.4384257527500006
ICSD-109254.cif,Ba8 Co4 Re4 O24,-2.09716750925
ICSD-109255.cif,Ba8 Zn4 Re4 O24,-2.1244551875000006
ICSD-109257.cif,Ba8 Cd4 Re4 O24,-2.0576013752499995
ICSD-109258.cif,Ba8 Ca4 Re4 O24,-2.5145618082499994
ICSD-109260.cif,Ba8 Na4 Re4 O24,-2.2954668297500005
ICSD-109293.cif,Rb Cu F3,-2.05265162475
ICSD-109296.cif,Cr4 O4,-0.961004356250001
ICSD-109327.cif,Ba Ti O3,-1.2960581463333334
ICSD-109365.cif,Tl8 Al4 F20,-2.7051777776562504
ICSD-109422.cif,La8 Ni4 O16 F8,-2.5002820744444443
ICSD-109461.cif,Sr4 O4,-2.7461275900000004
ICSD-109650.cif,Co6 O18 C6 H6,-1.2538525895833332
ICSD-109743.cif,Mn4 O16 C8 H8,-1.022630534329502
ICSD-110259.cif,Cd2 Cl6 C6 H18 N2,-0.3156807699264715
ICSD-110673.cif,Si2 F12 N4 H24 C4,-1.2252699766304345
ICSD-110773.cif,Mn Te2 Li,-0.2340839314080454
ICSD-110774.cif,Na Mn Te2,-0.1989321518247129
ICSD-11083.cif,K2 Ba2 Te2 Bi2 O12,-1.6744917876666672
ICSD-111244.cif,Sb2 O18 Ge6 K2,-1.6723773035714282
ICSD-111296.cif,Ir3 Na6 O18 H18,-1.140852180666667
ICSD-111519.cif,Cs2 Ti F6,-3.287404744907408
ICSD-111958.cif,Sn4 Cd4 S4 Cl8,-0.8971911997500002
ICSD-111959.cif,Sn4 Cd4 S4 Br8,-0.7692312962500001
ICSD-112055.cif,Sr4 Cu4 Sc4 S12,-1.7789025662499995
ICSD-112732.cif,La6 Sn2 S14 Li2,-1.7750219785069448
ICSD-112738.cif,La3 K5 Mg2 O18 B6,-2.6417114179411763
ICSD-112861.cif,La6 Ge2 S14 Li2,-1.7947048802777783
ICSD-112955.cif,Ba Zn3 B2 O6 F2,-2.3084803819642863
ICSD-113085.cif,Mn2 Cs2 Br6,-1.2129693232931036
ICSD-113151.cif,Se F Li3,-1.8983163290833327
ICSD-113152.cif,Na3 Se F,-1.7062375060833337
ICSD-113153.cif,Te F Na3,-1.649222644083333
ICSD-113154.cif,Na12 F4 S4,-1.7508417152499995
ICSD-1139.cif,Mn2 Rb4 Cl8,-1.4882826662807882
ICSD-11524.cif,Cs8 Ag4 In4 Cl24,-1.4000162167499997
ICSD-1165.cif,Os2 Cl8,-0.4078413500000003
ICSD-11729.cif,La2 Mn6 Rh8 O24,-1.5436720278448277
ICSD-1177.cif,Ba6 Ni2 Sb4 O18,-2.0108947923333336
ICSD-1180.cif,Sn3 Li24 O18,-1.9009529146944444
ICSD-118.cif,Sb6 Cl24 N6 C6 O6,-0.6259246578124996
ICSD-120047.cif,Sr4 Fe2 Re2 O12,-2.269634116
ICSD-120050.cif,Sr4 Zn2 Re2 O12,-2.148924224500001
ICSD-120093.cif,La4 S4,-2.2024544200000005
ICSD-120097.cif,K Ta O3,-2.7324163350000013
ICSD-120112.cif,Ir3 Ca5 O12,-1.98099276825
ICSD-120561.cif,Pb8 Te4 Co4 O24,-1.1697357286666663
ICSD-120565.cif,Pb8 Te4 Mn4 O24,-1.0468913153132184
ICSD-120929.cif,Ba6 Te10 Sc2,-1.5291864042592591
ICSD-120930.cif,Ba6 Sc2 Te10,-1.529769964259259
ICSD-121204.cif,Sn4 K8 F16 O4,-2.546683729531249
ICSD-121298.cif,Na2 Ba Mn P2 O8,-2.3061534445349525
ICSD-12148.cif,In12 S18,-0.6835257089999999
ICSD-121637.cif,Ti8 O16,-3.0702806380555563
ICSD-122007.cif,Bi4 In4 O12,-1.3755033655000006
ICSD-122033.cif,C2 Se2 Zr4,-1.1970091041666668
ICSD-122473.cif,Rb4 Hf2 Si6 O18,-2.892222910333335
ICSD-1270.cif,Rb2 Sc2 O4,-2.67708789
ICSD-12759.cif,Bi2 Br12 Cs6,-1.45178548725
ICSD-12760.cif,Bi2 Br12 Cs6,-1.4518236137499998
ICSD-12857.cif,Os K2 F6,-2.300534391388889
ICSD-12858.cif,Ru K2 F6,-2.3629386875
ICSD-12957.cif,Fe4 S8,-1.1298907591666665
ICSD-12976.cif,Ba2 Li2 Ru10 O22,-1.3958767526851854
ICSD-12980.cif,O28 Sr12 Zr8,-3.2673112872916668
ICSD-130021.cif,Al F3,-3.5483153296875
ICSD-130072.cif,F6 Li2 Pb,-2.432996541851852
ICSD-130073.cif,Pb2 Sr2 F12,-2.69826138875
ICSD-130086.cif,Cd12 Se16 K8,-0.8474960782407407
ICSD-130186.cif,Ba3 Mn Si2 O8,-2.7018727224261085
ICSD-130352.cif,Cs3 Bi2 I6 Cl3,-1.1515375613392855
ICSD-1303.cif,Ca2 Cu6 Ge8 O24,-1.3889149446250002
ICSD-13041.cif,Ba3 Mn3 O18 C6,-1.7783351573965531
ICSD-131305.cif,Fe6 O18 C6,-1.6139779200000002
ICSD-131476.cif,Ag3 In3 O6,-1.07768751625
ICSD-131797.cif,Hg4 As4 Fe4 O20,-1.1606763031250005
ICSD-131798.cif,Hg4 As4 Mg4 O20 H4,-1.4203824461111108
ICSD-131799.cif,Hg4 As4 Co4 O20 H4,-1.1096630627777782
ICSD-132098.cif,F18 Li3 Mo3,-2.663109504895833
ICSD-132099.cif,Mo2 Na2 F12,-2.6268924684375
ICSD-132100.cif,F32 H8 Mo4 Na4,-2.290045234999999
ICSD-132101.cif,F18 Cs3 Mo3,-2.7092102710416675
ICSD-132102.cif,Mo4 Na4 F24,-2.644907909375
ICSD-132103.cif,F18 Rb3 Mo3,-2.6934601111458334
ICSD-132285.cif,Tl6 Mg6 Cl18,-1.5134417424166664
ICSD-1322.cif,Te4 Be16 O28,-2.183480272222221
ICSD-132328.cif,Tl6 I2 O2,-0.6337424867500001
ICSD-132366.cif,Y2 Cu6 Co8 O24,-1.584915162875
ICSD-132528.cif,Tl2 As4 O12,-1.123670004444445
ICSD-132677.cif,Bi4 Ta4 O16,-2.288340872500001
ICSD-132718.cif,In4 Cs8 Cl24 Na4,-1.6664333179999995
ICSD-133382.cif,Ni4 V8 O24,-2.0341212180555552
ICSD-133458.cif,Sr4 Ni2 Mo2 O12,-2.3407174500000005
ICSD-133472.cif,Ru Cl6 Na N2 C2 H12,-0.5860247788541665
ICSD-133473.cif,Ru Br6 Na C2 N2 H12,-0.5012508818750003
ICSD-133474.cif,Ru Ag Br6 N2 C2 H12,-0.3975716093749994
ICSD-133476.cif,Ru Cl6 K N2 C2 H12,-0.5839948238541659
ICSD-133478.cif,Ru Br6 K N2 C2 H12,-0.4908569510416664
ICSD-133479.cif,Ru Ag Cl6 N2 C2 H12,-0.4634170096875003
ICSD-133655.cif,Ni6 C6 O18,-1.0567519146666673
ICSD-133746.cif,Pt9 Te12,-0.4340653545238091
ICSD-133771.cif,Cr4 S12,-0.5238057506250007
ICSD-13394.cif,Na2 Ba Co V2 O8,-2.3515231157142864
ICSD-134083.cif,Na4 Nb4 F24,-3.2051326215624987
ICSD-134084.cif,Na4 Ta4 F24,-3.2871999053125
ICSD-134490.cif,Ba2 V2 S6,-1.5699326929999995
ICSD-134883.cif,La2 Cu6 Fe4 Os4 O24,-1.3888082446249996
ICSD-135047.cif,Mg4 Al8 O16,-2.9231227775
ICSD-135049.cif,Mg4 Al8 O16,-2.8918998421428577
ICSD-135225.cif,Nb6 Cl12 O6 H12 I2,-1.1733186787499998
ICSD-13543.cif,Sr10 Te2 B8 O28,-2.5749312898611105
ICSD-13613.cif,K4 Co6 V4 C2 O22,-1.947587206052632
ICSD-136189.cif,Pb K2 F6,-2.409778755555555
ICSD-136193.cif,F12 Na4 Pb2,-2.385589406111112
ICSD-136194.cif,Pb Rb2 F6,-2.4226364688888893
ICSD-136197.cif,F12 Ti2 Li4,-3.2671170595370365
ICSD-136198.cif,Cd4 Zr4 F24,-3.2428552490625004
ICSD-136199.cif,Sn4 Sr4 F24,-3.08587779421875
ICSD-136202.cif,Ca4 Sn4 F24,-3.07646883203125
ICSD-136203.cif,Ca3 Ge3 F18,-3.0464309915625
ICSD-136204.cif,Pb4 Ca4 F24,-2.702873396875
ICSD-136205.cif,Pb3 Ba3 F18,-2.7024207472916664
ICSD-136207.cif,Zr4 Zn4 F24,-3.2794413678125003
ICSD-136208.cif,Zr4 Ca4 F24,-3.924353031875
ICSD-136209.cif,Hf4 Ca4 F24,-3.95342317375
ICSD-136271.cif,Na24 S4 O4 I8,-1.2378192809999995
ICSD-136303.cif,Rb8 Si4 F24,-3.1502418805555554
ICSD-136304.cif,F14 Tl6 Si2,-2.472493532386363
ICSD-13945.cif,Mn4 Nb8 O24,-2.4776739159961667
ICSD-13948.cif,Mn4 V8 O24,-2.1759098232183898
ICSD-140315.cif,Mn2 Te2 O12 Na4,-1.4945642640632186
ICSD-14077.cif,Mn2 Rb2 Br6,-1.1773591457931034
ICSD-140990.cif,La4 Ni4 O28 B12,-2.489856979375
ICSD-141221.cif,Cs6 Cl26 In4 Cu8,-1.2095280774431814
ICSD-141255.cif,Pb8 Fe4 Te4 O24,-1.1894639664166669
ICSD-14125.cif,Hg6 I3 Na3 O6,-0.7227086256250002
ICSD-141578.cif,K2 Ge F6,-2.747786085833334
ICSD-141594.cif,Cs Cd2 Nb3 O10,-2.21291536734375
ICSD-141708.cif,Mn3 O18 Sn3 Te3,-1.3110919725239472
ICSD-141713.cif,Sr6 Ti4 O10 F8,-3.414267586309524
ICSD-14175.cif,Ti2 Ba2 S6,-1.8221517923333328
ICSD-141794.cif,Ca4 Cr4 O12,-2.3566652250000004
ICSD-14208.cif,Ni3 Cl6,-0.4964441708333334
ICSD-14220.cif,Ca2 Br4,-2.0554163616666665
ICSD-142291.cif,Nb4 Na4 O12,-2.5935046255000005
ICSD-142807.cif,K12 Ga4 F24,-2.791860700625
ICSD-142817.cif,Pb8 Sn4 O16,-1.3967182608928574
ICSD-142824.cif,Pb8 Sn4 O16,-1.3898267555357149
ICSD-142825.cif,Pb8 Sn4 O16,-1.3354731923214287
ICSD-142860.cif,Ga6 B6 O18,-2.1198770629166668
ICSD-142964.cif,Sb8 Fe6 F12 O12,-1.936335774078948
ICSD-143192.cif,Ba8 Ir4 Ni4 O24,-1.5517780442499998
ICSD-143413.cif,Rb12 Sc4 F24,-3.27753009175
ICSD-143434.cif,Cs2 Br6 Mn2,-1.2129221212931036
ICSD-143475.cif,Bi3 K3 S6,-0.9400047100000002
ICSD-143476.cif,K12 Bi4 S12,-1.0832334485714286
ICSD-143477.cif,Bi3 K3 Se6,-0.8047650708333336
ICSD-143620.cif,Pb4 Cs4 Cl12,-1.54281398475
ICSD-143627.cif,In4 S4 F12 O16 Rb8,-2.1842933939772724
ICSD-143768.cif,Cs8 Ru4 Br24,-1.0113379536111111
ICSD-143770.cif,Ru4 Br24 K8,-0.9528210049999998
ICSD-143771.cif,Cs8 Ru4 Cl24,-1.2463772852777777
ICSD-143773.cif,Ru4 Rb8 Cl24,-1.2173926936111108
ICSD-143783.cif,H2 Na6 S2 O8,-1.515980523055556
ICSD-143881.cif,Sn Cs Br3,-1.25092838925
ICSD-1449.cif,Ba12 Si4 O20,-2.8651829955555552
ICSD-14611.cif,Cs Pb Br3,-1.3210375979999995
ICSD-14613.cif,Cs4 Pb4 Br12,-1.3373587684999997
ICSD-14679.cif,Ba8 Ni4 W4 O24,-2.2697854307500003
ICSD-14739.cif,Sr4 Sc8 O16,-3.354609115
ICSD-14741.cif,Sr4 Y8 O16,-3.372459818928572
ICSD-14744.cif,Sr Ge O3,-2.189634994000001
ICSD-14806.cif,Ga3 V12 S24,-1.0873100774679487
ICSD-15011.cif,Rb2 Ni2 Br6,-0.915483898
ICSD-150383.cif,Sn4 Sr8 O16,-2.4016674483928573
ICSD-150388.cif,Sn2 Sr4 O8,-2.388231490535715
ICSD-150431.cif,Ba3 Co Nb2 O9,-2.749239488
ICSD-150674.cif,Cr Li S2,-0.8656622370833333
ICSD-150698.cif,Pb8 Zr8 O24,-2.5717597210000007
ICSD-150701.cif,Sr4 Fe2 Mo2 O12,-2.5169828335000006
ICSD-150792.cif,Ba Nb O3,-2.8810553320000003
ICSD-15106.cif,Mg3 Pb3 F18,-2.53322778125
ICSD-15107.cif,Zn3 Pb3 F18,-2.0614042391666665
ICSD-15108.cif,Ni3 Pb3 F18,-1.9346034970833328
ICSD-15119.cif,Li3 Bi3 F18,-2.1863879176041667
ICSD-15120.cif,Na3 Bi3 F18,-2.1703362336458336
ICSD-15121.cif,Rb3 Bi3 F18,-2.2163855538541664
ICSD-15122.cif,Cs3 Bi3 F18,-2.236737677083333
ICSD-151251.cif,Ca4 O16 C8 H8,-1.4952159894444448
ICSD-151400.cif,Fe2 Cl6,-0.9417172146875
ICSD-151411.cif,Cd4 V4 Na4 O16,-2.0025584435714285
ICSD-151442.cif,Ba6 Co2 Sb4 O18,-2.073737796000001
ICSD-151457.cif,Al2 V4 O8,-2.3849297475000006
ICSD-151471.cif,Ru8 Sr12 O28,-2.0297579025
ICSD-151595.cif,Ca4 Sn4 O12,-2.25951087225
ICSD-15168.cif,Cs Hg F3,-1.99547803775
ICSD-15169.cif,Rb Hg F3,-1.9699982992500005
ICSD-15170.cif,K4 Hg4 F12,-1.94336255525
ICSD-15173.cif,Pt8 I32,-0.18787659
ICSD-15174.cif,Ba Ca Fe4 O8,-1.902658928928572
ICSD-151779.cif,La6 Mn3 Mg3 O18,-2.714926285563219
ICSD-151891.cif,Rb8 Cd2 Cl12,-1.7420874393181818
ICSD-151929.cif,Cu2 Sc2 O4,-2.421152835625
ICSD-151992.cif,I4 Se8 Tl20,-0.4539060768229168
ICSD-152188.cif,Te9 Sb24,-0.0549269975757577
ICSD-152279.cif,Sr2 Co12 O22,-1.8266864983333333
ICSD-152283.cif,Ca2 Cu6 Sb4 Cr4 O24,-1.420943736625
ICSD-152300.cif,Li2 Ga2 Ca2 F12,-3.1755557771759264
ICSD-152380.cif,Fe2 C12 O12 B4 F16,-1.6488247460869574
ICSD-152441.cif,Sr4 Ni2 Os2 O12,-1.858383946000001
ICSD-15246.cif,Co K F3,-2.50719358125
ICSD-152555.cif,Y4 Cu4 Pb4 S12,-1.281550319583334
ICSD-152574.cif,Sr4 Mg2 W2 O12,-2.8065262785
ICSD-152575.cif,Sr8 Mg4 W4 O24,-2.79867732875
ICSD-15260.cif,Ba6 Ru3 In3 O18,-1.8655836015
ICSD-152758.cif,Al2 I6 O18,-0.8426870056730777
ICSD-15279.cif,Rb6 Mg6 Cl18,-1.9220543810833333
ICSD-1528.cif,Re K2 F6,-2.361334145833333
ICSD-15298.cif,Sc Cu S2,-1.4658168993749996
ICSD-15306.cif,O12 Ta4 Cr2,-2.6234511800000004
ICSD-153105.cif,Ca6 N3 Br3,-1.417693399791667
ICSD-153120.cif,Ba2 Bi Ta O6,-2.570937355500001
ICSD-153136.cif,Ba2 La Sb O6,-2.5745466675000004
ICSD-153173.cif,Ca4 Ti4 O12,-3.158839632833333
ICSD-153174.cif,Ca Ti O3,-3.1142018633333337
ICSD-153303.cif,Al4 K4 O20 C4 H8,-1.8724095265000005
ICSD-15333.cif,Na6 N6 O18,-0.9662139538333347
ICSD-15344.cif,Rh8 S12,-0.7935191684999999
ICSD-15346.cif,Na2 Al10 Ti4 O24,-2.976782156541667
ICSD-153495.cif,La Ba Co2 O6,-2.2507718045
ICSD-153531.cif,Sr4 Sn4 O12,-2.22623018175
ICSD-153532.cif,Sr4 Sn4 O12,-2.22091373625
ICSD-153544.cif,Sr4 Co2 Mo2 O12,-2.423501983
ICSD-153697.cif,Ba5 Co5 O14,-2.08574315625
ICSD-15369.cif,Ti14 Cl32,-1.51522505942029
ICSD-15370.cif,Ti14 Br32,-1.1528806581159416
ICSD-15372.cif,K4 Cu2 F8,-2.2655993725
ICSD-15373.cif,K6 Cu4 F14,-2.197607286770834
ICSD-153805.cif,Ca8 Ru4 O16,-2.1683439546428582
ICSD-153806.cif,Li8 S4 O16,-1.9263458555952389
ICSD-15381.cif,I18 Cd9,-0.6014220278703704
ICSD-153832.cif,La Al O3,-3.2533698485
ICSD-153864.cif,Fe Mo2 K O8,-1.9721190158333344
ICSD-154021.cif,Re2 O4,-1.3703586999999997
ICSD-154039.cif,Ba4 Pb4 O12,-1.699530093
ICSD-154074.cif,Ca K F3,-3.4470103082500003
ICSD-154092.cif,In2 Cl12 Na6,-1.54736550725
ICSD-154103.cif,Zr4 Sr4 S12,-2.020135836
ICSD-154104.cif,Sr4 Zr4 S12,-2.0197240095
ICSD-15411.cif,Tl Sb Te2,-0.2312259670833328
ICSD-154150.cif,Ba8 Bi4 Ta4 O24,-2.5561288187500004
ICSD-154215.cif,Ba3 Nb Ga3 Si2 O14,-2.647891099184783
ICSD-15424.cif,K Fe F3,-2.6814333472500005
ICSD-154260.cif,K6 Ti6 Br18,-1.320041772
ICSD-15429.cif,Ba5 Ta4 O15,-3.0523004735416666
ICSD-154527.cif,Sc8 Pb4 S16,-1.6939527060714283
ICSD-154528.cif,Sc8 Pb4 Se16,-1.384199624166666
ICSD-154674.cif,Fe2 I6 O18,-0.5502340097115389
ICSD-154716.cif,Sn4 Se8 O24,-1.061372671342593
ICSD-154792.cif,Y2 Ag2 Te4,-0.9436068533333328
ICSD-155065.cif,Fe4 P4 O16,-1.9533510487103176
ICSD-155151.cif,Fe4 Sb8 O16,-1.5012150121428565
ICSD-155160.cif,Cs4 Ag4 Fe4 F24,-2.0994796536111107
ICSD-155162.cif,In4 V4 O16,-2.0694316883333337
ICSD-155174.cif,Fe2 Re2 Ba4 O12,-2.2129456515
ICSD-155189.cif,Tl2 Co2 Cl6,-1.0072334787499997
ICSD-155190.cif,Tl6 Co6 Cl18,-1.0070331397499996
ICSD-155191.cif,Tl8 Co8 Cl24,-1.0428672962500003
ICSD-15520.cif,Ba4 Rh4 O12,-1.7018070599999997
ICSD-15521.cif,Pb4 Fe3 O8 Cl,-1.2737454763281253
ICSD-155236.cif,Fe4 Sb4 Bi4 S16,-0.6161466307142857
ICSD-155307.cif,Sr4 Mg2 W2 O12,-2.8065534345000005
ICSD-155421.cif,Rb4 Sr2 V8 O24,-2.517978736842106
ICSD-155489.cif,Se4 Co4 O12,-1.0454316293333334
ICSD-155491.cif,Co8 Na4 O16,-1.7145222242857148
ICSD-155549.cif,Ba2 La Ru O6,-2.2989425285000005
ICSD-15564.cif,I4 Na4 O12,-0.9275267787500006
ICSD-155670.cif,Al Cl3,-0.6038527428124998
ICSD-155837.cif,Y4 Co4 O12,-2.7736408749999995
ICSD-155955.cif,Ca4 Ga8 O16,-2.195894439642857
ICSD-156157.cif,Na4 Mg4 F12,-3.2173073062499995
ICSD-156194.cif,Ge8 Ca4 O20,-2.08625796625
ICSD-15621.cif,Mn4 Na4 F12,-2.452133649543104
ICSD-1562.cif,Ru8 K2 O16,-1.2484738580769226
ICSD-156335.cif,Ba3 Ta2 Cd O9,-2.796435927333333
ICSD-156433.cif,La2 K4 Nb10 O30,-2.8416711993478256
ICSD-156589.cif,Mg4 Si4 O12,-2.627192515000001
ICSD-156705.cif,Ba9 Si9 O27,-2.7074624514444445
ICSD-156706.cif,Ba6 Si6 O18,-2.593656692666668
ICSD-156740.cif,Cd6 C6 O18,-1.3591972273333328
ICSD-157015.cif,Sr4 Ga2 Sb2 O12,-2.222364566375
ICSD-157017.cif,Sr8 Ga4 Sb4 O24,-2.2093983846250005
ICSD-157027.cif,Sr8 Mo4 Ni4 O24,-2.2239448215000004
ICSD-157323.cif,In3 Fe6 O12,-1.5203015290476192
ICSD-157457.cif,Ca6 Al12 O24,-3.0671501138095243
ICSD-157544.cif,Sr8 Cr4 Ta4 O24,-2.7274547579999995
ICSD-157603.cif,Sr8 Fe4 Mo4 O24,-2.515919759750001
ICSD-15772.cif,Cs8 Tl4 Mo4 F24,-2.3056971995000004
ICSD-15773.cif,Rb8 K4 Mo4 F24,-2.5019397475000007
ICSD-15774.cif,Rb8 Na4 Mo4 F24,-2.5216381745
ICSD-15776.cif,Tl8 Na4 Mo4 F24,-2.096614786
ICSD-15777.cif,K8 Na4 Mo4 F24,-2.5145775297500004
ICSD-15784.cif,Cs2 Na Al3 F12,-3.3770368456944446
ICSD-15785.cif,Cs2 Li Al3 F12,-3.3875341200462965
ICSD-157886.cif,Sr8 Y4 Sb4 O24,-2.666080881500001
ICSD-157998.cif,Ba6 Ga2 Co11 O26,-2.082981179611112
ICSD-15830.cif,Fe8 Si4 O16,-2.2492820710714283
